39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
22,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 29541
22,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 197619
42,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 141148
37,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 197757
24,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 95924
67,  Private,  Some-college,  Divorced,  Other-service,  Black,  Female,  United-States, 155108
28,  Private,  HS-grad,  Married-spouse-absent,  Tech-support,  White,  Female,  United-States, 167840
56,  Private,  10th,  Married-civ-spouse,  Other-service,  White,  Male,  Cuba, 152198
31,  State-gov,  Assoc-voc,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 104412
33,  Private,  Some-college,  Separated,  Exec-managerial,  White,  Female,  United-States, 31920
52,  ?,  7th-8th,  Married-civ-spouse,  ?,  White,  Male,  United-States, 63257
45,  Private,  Some-college,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  Germany, 141557
53,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 121032
47,  Private,  7th-8th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  Portugal, 120658
40,  Private,  HS-grad,  Divorced,  Sales,  White,  Female,  United-States, 126960
35,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 132845
65,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 36299
42,  Private,  Some-college,  Married-civ-spouse,  Other-service,  Black,  Female,  United-States, 113037
23,  Federal-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 82221
39,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 123649
39,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 82987
37,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 26542
25,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  White,  Female,  United-States, 174422
31,  Self-emp-not-inc,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 150228
39,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Male,  United-States, 33317
39,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 143807
25,  Private,  Bachelors,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 14828
30,  Private,  11th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 44224
37,  Private,  9th,  Married-civ-spouse,  Machine-op-inspct,  Black,  Female,  United-States, 110789
22,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Female,  Mexico, 182524
46,  Federal-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 29735
54,  Private,  Bachelors,  Divorced,  Sales,  White,  Female,  United-States, 139192
33,  Private,  Assoc-acdm,  Never-married,  Craft-repair,  White,  Male,  United-States, 104730
70,  State-gov,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 59303
36,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Male,  United-States, 172219
53,  Local-gov,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 42562
55,  State-gov,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 185730
17,  Private,  11th,  Never-married,  Protective-serv,  White,  Female,  United-States, 184823
36,  Private,  Some-college,  Divorced,  Handlers-cleaners,  White,  Male,  United-States, 102247
36,  Self-emp-not-inc,  Prof-school,  Never-married,  Prof-specialty,  White,  Male,  United-States, 39877
40,  Local-gov,  HS-grad,  Married-spouse-absent,  Farming-fishing,  Black,  Male,  United-States, 44808
36,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 38405
28,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 102040
39,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 197632
49,  Private,  5th-6th,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 170307
63,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 103123
61,  Private,  Some-college,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 33074
48,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 170160
55,  Private,  HS-grad,  Married-spouse-absent,  Machine-op-inspct,  White,  Male,  Poland, 75923
18,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 102458
20,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 187753
49,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  Asian-Pac-Islander,  Male,  China, 115395
27,  Federal-gov,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Asian-Pac-Islander,  Male,  United-States, 57292
37,  Private,  10th,  Divorced,  Other-service,  White,  Female,  United-States, 166573
32,  State-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 196279
33,  Self-emp-inc,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 146979
47,  Private,  Assoc-voc,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 74325
34,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Black,  Male,  United-States, 160716
61,  Private,  HS-grad,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 131202
25,  Private,  HS-grad,  Never-married,  Craft-repair,  Black,  Male,  United-States, 16802
26,  Private,  Assoc-acdm,  Never-married,  Sales,  White,  Male,  United-States, 142947
18,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 67868
35,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 113712
36,  Private,  HS-grad,  Divorced,  Adm-clerical,  Black,  Female,  ?, 62083
56,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 33819
40,  State-gov,  Assoc-voc,  Never-married,  Craft-repair,  White,  Male,  United-States, 97339
24,  Private,  12th,  Never-married,  Other-service,  White,  Female,  United-States, 150643
66,  Private,  HS-grad,  Widowed,  Sales,  White,  Female,  United-States, 70720
42,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Female,  United-States, 23975
28,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 106797
39,  State-gov,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 11575
65,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 93210
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 63343
52,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 186592
24,  ?,  Some-college,  Never-married,  ?,  Asian-Pac-Islander,  Male,  South, 150478
39,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 51496
18,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Female,  United-States, 136709
49,  Private,  7th-8th,  Married-civ-spouse,  Machine-op-inspct,  White,  Female,  Hong, 110495
21,  Private,  Some-college,  Never-married,  Prof-specialty,  White,  Male,  United-States, 112536
35,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 47891
38,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 80906
55,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 16863
27,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 115924
34,  Private,  HS-grad,  Separated,  Adm-clerical,  White,  Female,  United-States, 18076
54,  Local-gov,  Some-college,  Never-married,  Prof-specialty,  White,  Female,  Mexico, 134269
38,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 173515
32,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 55087
33,  State-gov,  Some-college,  Separated,  Tech-support,  White,  Male,  United-States, 59258
32,  Federal-gov,  Assoc-acdm,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 133464
34,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  France, 57594
46,  Private,  Bachelors,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 115842
48,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 108771
23,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Male,  United-States, 108271
48,  Federal-gov,  7th-8th,  Married-spouse-absent,  Handlers-cleaners,  White,  Male,  United-States, 69698
67,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 69520
36,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  ?, 186886
25,  Private,  Bachelors,  Never-married,  Other-service,  White,  Female,  United-States, 26085
43,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 101645
27,  Local-gov,  Assoc-acdm,  Never-married,  Prof-specialty,  White,  Female,  United-States, 92196
56,  Private,  1st-4th,  Separated,  Machine-op-inspct,  White,  Male,  United-States, 80775
54,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 50755
39,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 47165
60,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Female,  United-States, 50881
27,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 72573
21,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 103646
24,  Private,  Some-college,  Never-married,  Prof-specialty,  White,  Female,  United-States, 134747
31,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 138190
22,  Private,  10th,  Never-married,  Craft-repair,  White,  Male,  United-States, 37191
26,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Female,  United-States, 35712
45,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 41171
33,  Private,  HS-grad,  Never-married,  Transport-moving,  Asian-Pac-Islander,  Male,  United-States, 56570
55,  ?,  5th-6th,  Married-civ-spouse,  ?,  White,  Male,  Mexico, 172844
29,  Private,  9th,  Divorced,  Machine-op-inspct,  Black,  Female,  United-States, 62794
72,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 12433
35,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 189780
53,  State-gov,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 28139
40,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 186509
20,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  United-States, 148605
69,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 96332
41,  Local-gov,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 56193
45,  Private,  Masters,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 188083
27,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 170675
46,  Self-emp-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 35455
55,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 68234
31,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Black,  Male,  United-States, 77133
45,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 88909
64,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 181343
38,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 184509
17,  Private,  10th,  Never-married,  Other-service,  White,  Male,  United-States, 172845
33,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 110555
22,  Private,  12th,  Married-spouse-absent,  Other-service,  Black,  Female,  United-States, 57790
23,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 11959
25,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 120052
33,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 134883
31,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  Mexico, 98739
37,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 10925
53,  Private,  HS-grad,  Separated,  Adm-clerical,  White,  Female,  United-States, 183812
28,  Local-gov,  Some-college,  Never-married,  Protective-serv,  White,  Male,  United-States, 98988
33,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 70876
41,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 191193
61,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 60648
25,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 69576
20,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 144806
35,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 168336
64,  Local-gov,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 140454
28,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 10551
39,  Self-emp-not-inc,  Some-college,  Never-married,  Prof-specialty,  White,  Male,  United-States, 24589
53,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 64212
28,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 165176
38,  Federal-gov,  Some-college,  Divorced,  Handlers-cleaners,  Black,  Female,  United-States, 168268
25,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  Italy, 12520
19,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 83993
20,  Private,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 18172
27,  Private,  Bachelors,  Never-married,  Machine-op-inspct,  Asian-Pac-Islander,  Male,  ?, 98314
55,  Local-gov,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 145216
52,  State-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Black,  Female,  United-States, 26552
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 197405
30,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 50066
47,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 92277
22,  Private,  10th,  Never-married,  Craft-repair,  White,  Male,  United-States, 80898
24,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 159170
26,  Private,  Bachelors,  Never-married,  Sales,  White,  Female,  United-States, 71118
27,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 144787
57,  Private,  9th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  Puerto-Rico, 53445
18,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 179464
30,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 34063
34,  Self-emp-not-inc,  Bachelors,  Divorced,  Prof-specialty,  White,  Female,  United-States, 190065
40,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 13169
60,  Private,  HS-grad,  Divorced,  Other-service,  Black,  Female,  United-States, 16891
25,  Private,  12th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 172750
39,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 19736
48,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 77930
27,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 37824
33,  Self-emp-not-inc,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 13957
65,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 136715
52,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 53506
27,  Private,  Bachelors,  Never-married,  Tech-support,  White,  Male,  United-States, 40647
32,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 197949
45,  Self-emp-not-inc,  Some-college,  Separated,  Sales,  White,  Male,  United-States, 32822
18,  ?,  11th,  Never-married,  ?,  White,  Male,  United-States, 36648
27,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 15524
57,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 89001
44,  Private,  Some-college,  Divorced,  Sales,  White,  Male,  United-States, 71740
30,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 14417
26,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 182331
28,  Federal-gov,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 187994
61,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 52912
49,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  Mexico, 36510
33,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 29443
50,  Private,  Assoc-acdm,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 105055
53,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 147082
33,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 198790
22,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Male,  United-States, 142227
45,  Local-gov,  Bachelors,  Divorced,  Protective-serv,  White,  Male,  United-States, 67509
26,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 172647
50,  ?,  7th-8th,  Separated,  ?,  White,  Female,  United-States, 100455
47,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 170686
52,  Federal-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 110575
57,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 17103
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 186835
58,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 90219
50,  Local-gov,  Masters,  Divorced,  Prof-specialty,  Amer-Indian-Eskimo,  Female,  United-States, 94994
33,  Federal-gov,  Some-college,  Never-married,  Adm-clerical,  Asian-Pac-Islander,  Female,  United-States, 22746
34,  Self-emp-not-inc,  11th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 33000
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 70275
37,  Local-gov,  Masters,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 175118
57,  Private,  Assoc-acdm,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 52897
57,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 36306
21,  Private,  Assoc-acdm,  Never-married,  Adm-clerical,  White,  Female,  United-States, 145186
40,  Private,  Some-college,  Divorced,  Sales,  White,  Male,  United-States, 78577
23,  Private,  Some-college,  Separated,  Craft-repair,  White,  Male,  United-States, 92405
54,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 63150
38,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 94892
32,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 124392
22,  State-gov,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 149004
27,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 147409
42,  Private,  5th-6th,  Married-civ-spouse,  Other-service,  White,  Male,  El-Salvador, 169036
36,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 72248
22,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Black,  Male,  United-States, 162985
40,  State-gov,  9th,  Separated,  Machine-op-inspct,  Black,  Male,  United-States, 119625
26,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 53521
46,  State-gov,  HS-grad,  Never-married,  Transport-moving,  Black,  Male,  United-States, 128152
28,  Private,  11th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 77138
46,  State-gov,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 106312
55,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  White,  Female,  United-States, 48051
76,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 141224
27,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 34725
50,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 178144
75,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 58379
42,  Federal-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 157753
36,  Local-gov,  Masters,  Never-married,  Prof-specialty,  Black,  Female,  United-States, 199095
51,  Private,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 18086
43,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 157529
44,  Private,  Bachelors,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 140575
20,  ?,  Some-college,  Never-married,  ?,  Black,  Female,  United-States, 38795
60,  Private,  5th-6th,  Married-civ-spouse,  Craft-repair,  White,  Male,  Italy, 78732
47,  State-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 25224
73,  Private,  11th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 25952
27,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Black,  Male,  United-States, 121216
50,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 20967
35,  Private,  7th-8th,  Married-civ-spouse,  Craft-repair,  White,  Male,  Puerto-Rico, 76571
31,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Male,  ?, 36294
45,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  White,  Male,  Germany, 18110
57,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Asian-Pac-Islander,  Male,  South, 103218
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  Nicaragua, 92320
19,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 31290
25,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 29509
39,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  Germany, 176383
28,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  Poland, 69923
48,  State-gov,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 108858
38,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 97677
53,  Private,  5th-6th,  Married-civ-spouse,  Priv-house-serv,  Black,  Female,  Haiti, 169474
19,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 47325
41,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 157732
23,  Private,  Assoc-acdm,  Never-married,  Sales,  Black,  Female,  United-States, 164298
32,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 190781
35,  Private,  Some-college,  Divorced,  Machine-op-inspct,  Amer-Indian-Eskimo,  Male,  United-States, 87240
21,  Private,  Assoc-voc,  Never-married,  Farming-fishing,  White,  Female,  United-States, 79397
24,  Private,  Bachelors,  Never-married,  Tech-support,  White,  Male,  United-States, 62503
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Black,  Male,  United-States, 58402
29,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 153641
24,  Private,  Some-college,  Never-married,  Adm-clerical,  Black,  Female,  ?, 168465
55,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 153601
28,  Private,  HS-grad,  Married-spouse-absent,  Machine-op-inspct,  Asian-Pac-Islander,  Male,  Philippines, 31587
46,  Local-gov,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 86848
38,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 113575
29,  Private,  Some-college,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 37832
35,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 84026
29,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 50638
41,  State-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 189367
40,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 47449
30,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 150176
72,  Private,  11th,  Divorced,  Other-service,  Black,  Female,  United-States, 197876
17,  Private,  11th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 178000
46,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 127937
38,  Private,  Bachelors,  Never-married,  Other-service,  White,  Male,  United-States, 33174
36,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 44703
24,  Self-emp-not-inc,  Assoc-acdm,  Never-married,  Craft-repair,  White,  Male,  United-States, 148937
28,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 48344
28,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 163149
60,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 143249
42,  Local-gov,  Some-college,  Married-civ-spouse,  Protective-serv,  Other,  Male,  United-States, 122393
48,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 58313
37,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 141403
32,  Private,  Doctorate,  Never-married,  Prof-specialty,  White,  Male,  United-States, 128707
55,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Black,  Male,  Puerto-Rico, 109419
30,  Private,  Some-college,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 196732
68,  Private,  7th-8th,  Widowed,  Machine-op-inspct,  White,  Female,  United-States, 54340
45,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 66677
26,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  White,  Female,  United-States, 124388
22,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 26387
22,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 79255
36,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 173251
52,  Private,  7th-8th,  Never-married,  Machine-op-inspct,  Black,  Female,  United-States, 178444
68,  Private,  Prof-school,  Widowed,  Prof-specialty,  White,  Female,  United-States, 148579
26,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Black,  Female,  United-States, 178467
52,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Male,  ?, 195939
