17 - 29, *, *, married, *, *, male, *, 99793
42 - 43, *, *, married, *, *, male, *, 97048
42 - 43, *, *, married, *, *, male, *, 53738
42 - 43, *, *, married, *, *, male, *, 33909
42 - 43, *, *, married, *, *, male, *, 97696
42 - 43, *, *, married, *, *, male, *, 77609
42 - 43, *, *, married, *, *, male, *, 93062
42 - 43, *, *, married, *, *, male, *, 50079
42 - 43, *, *, married, *, *, male, *, 37134
42 - 43, *, *, married, *, *, male, *, 46402
42 - 43, *, *, married, *, *, male, *, 59847
42 - 43, *, *, married, *, *, male, *, 59043
42 - 43, *, *, married, *, *, male, *, 39686
42 - 43, *, *, married, *, *, male, *, 46994
42 - 43, *, *, married, *, *, male, *, 101015
42 - 43, *, *, married, *, *, male, *, 96598
42 - 43, *, *, married, *, *, male, *, 128796
42 - 43, *, *, married, *, *, male, *, 81840
42 - 43, *, *, married, *, *, male, *, 132567
42 - 43, *, *, married, *, *, male, *, 71341
42 - 43, *, *, married, *, *, male, *, 114439
42 - 43, *, *, married, *, *, male, *, 56559
42 - 43, *, *, married, *, *, male, *, 115593
42 - 43, *, *, married, *, *, male, *, 89094
42 - 43, *, *, married, *, *, male, *, 41589
42 - 43, *, *, married, *, *, male, *, 99783
42 - 43, *, *, married, *, *, male, *, 74118
42 - 43, *, *, married, *, *, male, *, 53491
42 - 43, *, *, married, *, *, male, *, 95315
42 - 43, *, *, married, *, *, male, *, 110672
42 - 43, *, *, married, *, *, male, *, 69484
42 - 43, *, *, married, *, *, male, *, 60742
42 - 43, *, *, married, *, *, male, *, 112523
42 - 43, *, *, married, *, *, male, *, 78742
42 - 43, *, *, married, *, *, male, *, 68105
42 - 43, *, *, married, *, *, male, *, 65949
42 - 43, *, *, married, *, *, male, *, 71063
42 - 43, *, *, married, *, *, male, *, 108398
42 - 43, *, *, married, *, *, male, *, 94299
42 - 43, *, *, married, *, *, male, *, 61847
42 - 43, *, *, married, *, *, male, *, 67740
42 - 43, *, *, married, *, *, male, *, 44056
42 - 43, *, *, married, *, *, male, *, 116315
42 - 43, *, *, married, *, *, male, *, 83772
42 - 43, *, *, married, *, *, male, *, 88844
42 - 43, *, *, married, *, *, male, *, 42998
42 - 43, *, *, married, *, *, male, *, 93685
42 - 43, *, *, married, *, *, male, *, 55017
42 - 43, *, *, married, *, *, male, *, 107572
42 - 43, *, *, married, *, *, male, *, 107178
42 - 43, *, *, married, *, *, male, *, 94857
42 - 43, *, *, married, *, *, male, *, 117192
42 - 43, *, *, married, *, *, male, *, 85408
42 - 43, *, *, married, *, *, male, *, 65595
42 - 43, *, *, married, *, *, male, *, 82559
42 - 43, *, *, married, *, *, male, *, 112502
42 - 43, *, *, married, *, *, male, *, 79061
42 - 43, *, *, married, *, *, male, *, 55504
42 - 43, *, *, married, *, *, male, *, 110495
42 - 43, *, *, married, *, *, male, *, 42161
42 - 43, *, *, married, *, *, male, *, 73987
42 - 43, *, *, married, *, *, male, *, 110142
42 - 43, *, *, married, *, *, male, *, 87491
42 - 43, *, *, married, *, *, male, *, 120330
42 - 43, *, *, married, *, *, male, *, 94780
42 - 43, *, *, married, *, *, male, *, 66551
42 - 43, *, *, married, *, *, male, *, 92915
42 - 43, *, *, married, *, *, male, *, 134744
42 - 43, *, *, married, *, *, male, *, 111249
42 - 43, *, *, married, *, *, male, *, 116598
42 - 43, *, *, married, *, *, male, *, 48469
42 - 43, *, *, married, *, *, male, *, 47140
42 - 43, *, *, married, *, *, male, *, 93014
42 - 43, *, *, married, *, *, male, *, 97417
42 - 43, *, *, married, *, *, male, *, 114885
42 - 43, *, *, married, *, *, male, *, 53860
42 - 43, *, *, married, *, *, male, *, 126617
42 - 43, *, *, married, *, *, male, *, 64993
42 - 43, *, *, married, *, *, male, *, 90774
42 - 43, *, *, married, *, *, male, *, 126175
42 - 43, *, *, married, *, *, male, *, 68989
42 - 43, *, *, married, *, *, male, *, 72933
42 - 43, *, *, married, *, *, male, *, 79285
42 - 43, *, *, married, *, *, male, *, 65943
42 - 43, *, *, married, *, *, male, *, 99832
42 - 43, *, *, married, *, *, male, *, 105788
42 - 43, *, *, married, *, *, male, *, 67711
42 - 43, *, *, married, *, *, male, *, 94809
42 - 43, *, *, married, *, *, male, *, 99158
42 - 43, *, *, married, *, *, male, *, 42083
42 - 43, *, *, married, *, *, male, *, 101612
42 - 43, *, *, married, *, *, male, *, 128992
42 - 43, *, *, married, *, *, male, *, 90607
42 - 43, *, *, married, *, *, male, *, 92118
42 - 43, *, *, married, *, *, male, *, 88746
42 - 43, *, *, married, *, *, male, *, 131627
42 - 43, *, *, married, *, *, male, *, 80294
42 - 43, *, *, married, *, *, male, *, 63937
42 - 43, *, *, married, *, *, male, *, 82619
42 - 43, *, *, married, *, *, male, *, 110027
42 - 43, *, *, married, *, *, male, *, 136089
42 - 43, *, *, married, *, *, male, *, 91202
42 - 43, *, *, married, *, *, male, *, 68854
42 - 43, *, *, married, *, *, male, *, 108448
42 - 43, *, *, married, *, *, male, *, 91001
42 - 43, *, *, married, *, *, male, *, 72309
42 - 43, *, *, married, *, *, male, *, 103274
42 - 43, *, *, married, *, *, male, *, 116845
42 - 43, *, *, married, *, *, male, *, 87011
42 - 43, *, *, married, *, *, male, *, 134797
42 - 43, *, *, married, *, *, male, *, 57254
42 - 43, *, *, married, *, *, male, *, 100864
42 - 43, *, *, married, *, *, male, *, 104281
42 - 43, *, *, married, *, *, male, *, 91855
42 - 43, *, *, married, *, *, male, *, 129515
42 - 43, *, *, married, *, *, male, *, 76155
42 - 43, *, *, married, *, *, male, *, 70537
42 - 43, *, *, married, *, *, male, *, 123293
42 - 43, *, *, married, *, *, male, *, 118746
42 - 43, *, *, married, *, *, male, *, 81645
42 - 43, *, *, married, *, *, male, *, 42382
42 - 43, *, *, married, *, *, male, *, 66996
42 - 43, *, *, married, *, *, male, *, 60971
42 - 43, *, *, married, *, *, male, *, 94722
42 - 43, *, *, married, *, *, male, *, 46408
42 - 43, *, *, married, *, *, male, *, 80955
42 - 43, *, *, married, *, *, male, *, 97583
42 - 43, *, *, married, *, *, male, *, 58530
42 - 43, *, *, married, *, *, male, *, 50738
42 - 43, *, *, married, *, *, male, *, 106445
42 - 43, *, *, married, *, *, male, *, 118703
42 - 43, *, *, married, *, *, male, *, 64303
42 - 43, *, *, married, *, *, male, *, 71483
42 - 43, *, *, married, *, *, male, *, 58923
42 - 43, *, *, married, *, *, male, *, 83724
42 - 43, *, *, married, *, *, male, *, 108965
42 - 43, *, *, married, *, *, male, *, 122001
42 - 43, *, *, married, *, *, male, *, 109688
42 - 43, *, *, married, *, *, male, *, 69981
42 - 43, *, *, married, *, *, male, *, 66600
42 - 43, *, *, married, *, *, male, *, 69631
42 - 43, *, *, married, *, *, male, *, 74413
42 - 43, *, *, married, *, *, male, *, 63411
42 - 43, *, *, married, *, *, male, *, 48275
42 - 43, *, *, married, *, *, male, *, 80848
42 - 43, *, *, married, *, *, male, *, 64062
42 - 43, *, *, married, *, *, male, *, 100701
42 - 43, *, *, married, *, *, male, *, 57288
42 - 43, *, *, married, *, *, male, *, 65148
42 - 43, *, *, married, *, *, male, *, 54330
42 - 43, *, *, married, *, *, male, *, 71658
42 - 43, *, *, married, *, *, male, *, 57690
42 - 43, *, *, married, *, *, male, *, 80844
42 - 43, *, *, married, *, *, male, *, 93498
42 - 43, *, *, married, *, *, male, *, 56143
42 - 43, *, *, married, *, *, male, *, 82165
42 - 43, *, *, married, *, *, male, *, 56095
42 - 43, *, *, married, *, *, male, *, 60969
42 - 43, *, *, married, *, *, male, *, 37343
42 - 43, *, *, married, *, *, male, *, 110014
42 - 43, *, *, married, *, *, male, *, 57369
42 - 43, *, *, married, *, *, male, *, 91372
42 - 43, *, *, married, *, *, male, *, 54870
42 - 43, *, *, married, *, *, male, *, 94758
42 - 43, *, *, married, *, *, male, *, 73317
42 - 43, *, *, married, *, *, male, *, 88072
42 - 43, *, *, married, *, *, male, *, 43022
42 - 43, *, *, married, *, *, male, *, 97737
42 - 43, *, *, married, *, *, male, *, 79466
42 - 43, *, *, married, *, *, male, *, 44165
42 - 43, *, *, married, *, *, male, *, 88581
42 - 43, *, *, married, *, *, male, *, 84405
42 - 43, *, *, married, *, *, male, *, 94022
42 - 43, *, *, married, *, *, male, *, 71335
42 - 43, *, *, married, *, *, male, *, 80539
42 - 43, *, *, married, *, *, male, *, 139434
42 - 43, *, *, married, *, *, male, *, 41202
42 - 43, *, *, married, *, *, male, *, 68730
42 - 43, *, *, married, *, *, male, *, 122155
42 - 43, *, *, married, *, *, male, *, 88916
42 - 43, *, *, married, *, *, male, *, 66797
42 - 43, *, *, married, *, *, male, *, 44099
42 - 43, *, *, married, *, *, male, *, 80182
42 - 43, *, *, married, *, *, male, *, 60375
42 - 43, *, *, married, *, *, male, *, 68637
42 - 43, *, *, married, *, *, male, *, 81455
42 - 43, *, *, married, *, *, male, *, 41249
42 - 43, *, *, married, *, *, male, *, 76865
42 - 43, *, *, married, *, *, male, *, 84189
42 - 43, *, *, married, *, *, male, *, 127728
42 - 43, *, *, married, *, *, male, *, 41854
42 - 43, *, *, married, *, *, male, *, 73701
42 - 43, *, *, married, *, *, male, *, 97279
42 - 43, *, *, married, *, *, male, *, 116983
42 - 43, *, *, married, *, *, male, *, 53321
42 - 43, *, *, married, *, *, male, *, 48514
42 - 43, *, *, married, *, *, male, *, 76252
42 - 43, *, *, married, *, *, male, *, 94602
42 - 43, *, *, married, *, *, male, *, 86170
42 - 43, *, *, married, *, *, male, *, 86564
42 - 43, *, *, married, *, *, male, *, 53290
42 - 43, *, *, married, *, *, male, *, 109959
42 - 43, *, *, married, *, *, male, *, 137593
42 - 43, *, *, married, *, *, male, *, 74613
42 - 43, *, *, married, *, *, male, *, 108011
42 - 43, *, *, married, *, *, male, *, 80840
42 - 43, *, *, married, *, *, male, *, 88566
42 - 43, *, *, married, *, *, male, *, 82635
42 - 43, *, *, married, *, *, male, *, 56751
42 - 43, *, *, married, *, *, male, *, 84615
42 - 43, *, *, married, *, *, male, *, 63494
42 - 43, *, *, married, *, *, male, *, 37524
42 - 43, *, *, married, *, *, male, *, 57347
42 - 43, *, *, married, *, *, male, *, 81309
42 - 43, *, *, married, *, *, male, *, 97365
42 - 43, *, *, married, *, *, male, *, 78488
42 - 43, *, *, married, *, *, male, *, 52472
42 - 43, *, *, married, *, *, male, *, 52300
42 - 43, *, *, married, *, *, male, *, 39557
42 - 43, *, *, married, *, *, male, *, 68300
42 - 43, *, *, married, *, *, male, *, 54604
42 - 43, *, *, married, *, *, male, *, 69485
42 - 43, *, *, married, *, *, male, *, 74618
42 - 43, *, *, married, *, *, male, *, 102756
42 - 43, *, *, married, *, *, male, *, 79336
42 - 43, *, *, married, *, *, male, *, 114456
42 - 43, *, *, married, *, *, male, *, 106841
42 - 43, *, *, married, *, *, male, *, 95696
42 - 43, *, *, married, *, *, male, *, 53647
42 - 43, *, *, married, *, *, male, *, 98649
42 - 43, *, *, married, *, *, male, *, 75930
42 - 43, *, *, married, *, *, male, *, 10638
42 - 43, *, *, married, *, *, male, *, 64968
42 - 43, *, *, married, *, *, male, *, 57326
42 - 43, *, *, married, *, *, male, *, 61745
42 - 43, *, *, married, *, *, male, *, 77937
42 - 43, *, *, married, *, *, male, *, 92590
42 - 43, *, *, married, *, *, male, *, 48772
42 - 43, *, *, married, *, *, male, *, 89843
42 - 43, *, *, married, *, *, male, *, 102097
42 - 43, *, *, married, *, *, male, *, 57686
42 - 43, *, *, married, *, *, male, *, 51340
42 - 43, *, *, married, *, *, male, *, 82404
42 - 43, *, *, married, *, *, male, *, 46297
42 - 43, *, *, married, *, *, male, *, 105387
42 - 43, *, *, married, *, *, male, *, 74530
42 - 43, *, *, married, *, *, male, *, 59985
42 - 43, *, *, married, *, *, male, *, 38205
42 - 43, *, *, married, *, *, male, *, 130544
42 - 43, *, *, married, *, *, male, *, 79553
42 - 43, *, *, married, *, *, male, *, 119183
42 - 43, *, *, married, *, *, male, *, 108885
42 - 43, *, *, married, *, *, male, *, 95491
42 - 43, *, *, married, *, *, male, *, 75514
42 - 43, *, *, married, *, *, male, *, 48199
42 - 43, *, *, married, *, *, male, *, 99630
42 - 43, *, *, married, *, *, male, *, 51927
42 - 43, *, *, married, *, *, male, *, 119223
42 - 43, *, *, married, *, *, male, *, 62774
42 - 43, *, *, married, *, *, male, *, 40568
42 - 43, *, *, married, *, *, male, *, 73614
42 - 43, *, *, married, *, *, male, *, 62572
42 - 43, *, *, married, *, *, male, *, 93904
42 - 43, *, *, married, *, *, male, *, 113422
42 - 43, *, *, married, *, *, male, *, 44125
42 - 43, *, *, married, *, *, male, *, 118333
42 - 43, *, *, married, *, *, male, *, 58577
42 - 43, *, *, married, *, *, male, *, 67197
42 - 43, *, *, married, *, *, male, *, 74502
42 - 43, *, *, married, *, *, male, *, 89428
42 - 43, *, *, married, *, *, male, *, 115897
42 - 43, *, *, married, *, *, male, *, 83932
42 - 43, *, *, married, *, *, male, *, 45416
42 - 43, *, *, married, *, *, male, *, 89292
42 - 43, *, *, married, *, *, male, *, 138612
42 - 43, *, *, married, *, *, male, *, 64472
42 - 43, *, *, married, *, *, male, *, 44266
42 - 43, *, *, married, *, *, male, *, 104094
42 - 43, *, *, married, *, *, male, *, 100188
42 - 43, *, *, married, *, *, male, *, 79830
42 - 43, *, *, married, *, *, male, *, 41231
42 - 43, *, *, married, *, *, male, *, 83973
42 - 43, *, *, married, *, *, male, *, 84594
42 - 43, *, *, married, *, *, male, *, 99265
42 - 43, *, *, married, *, *, male, *, 53916
42 - 43, *, *, married, *, *, male, *, 46657
42 - 43, *, *, married, *, *, male, *, 47954
42 - 43, *, *, married, *, *, male, *, 79080
42 - 43, *, *, married, *, *, male, *, 53892
42 - 43, *, *, married, *, *, male, *, 28843
42 - 43, *, *, married, *, *, male, *, 60080
42 - 43, *, *, married, *, *, male, *, 85099
42 - 43, *, *, married, *, *, male, *, 57096
42 - 43, *, *, married, *, *, male, *, 42857
42 - 43, *, *, married, *, *, male, *, 37064
42 - 43, *, *, married, *, *, male, *, 80261
42 - 43, *, *, married, *, *, male, *, 30342
42 - 43, *, *, married, *, *, male, *, 79505
42 - 43, *, *, married, *, *, male, *, 73080
42 - 43, *, *, married, *, *, male, *, 88155
42 - 43, *, *, married, *, *, male, *, 88648
42 - 43, *, *, married, *, *, male, *, 69127
42 - 43, *, *, married, *, *, male, *, 83981
42 - 43, *, *, married, *, *, male, *, 61038
42 - 43, *, *, married, *, *, male, *, 59898
42 - 43, *, *, married, *, *, male, *, 48673
42 - 43, *, *, married, *, *, male, *, 54991
42 - 43, *, *, married, *, *, male, *, 76376
42 - 43, *, *, married, *, *, male, *, 49986
42 - 43, *, *, married, *, *, male, *, 40800
42 - 43, *, *, married, *, *, male, *, 41807
42 - 43, *, *, married, *, *, male, *, 45919
42 - 43, *, *, married, *, *, male, *, 79584
42 - 43, *, *, married, *, *, male, *, 50806
42 - 43, *, *, married, *, *, male, *, 81574
42 - 43, *, *, married, *, *, male, *, 75107
42 - 43, *, *, married, *, *, male, *, 24629
42 - 43, *, *, married, *, *, male, *, 46181
42 - 43, *, *, married, *, *, male, *, 77242
42 - 43, *, *, married, *, *, male, *, 85585
42 - 43, *, *, married, *, *, male, *, 137934
42 - 43, *, *, married, *, *, male, *, 89271
42 - 43, *, *, married, *, *, male, *, 74154
42 - 43, *, *, married, *, *, male, *, 55436
42 - 43, *, *, married, *, *, male, *, 81304
42 - 43, *, *, married, *, *, male, *, 63643
42 - 43, *, *, married, *, *, male, *, 22532
42 - 43, *, *, married, *, *, male, *, 60284
42 - 43, *, *, married, *, *, male, *, 55394
42 - 43, *, *, married, *, *, male, *, 69662
42 - 43, *, *, married, *, *, male, *, 67672
42 - 43, *, *, married, *, *, male, *, 20425
42 - 43, *, *, married, *, *, male, *, 93973
42 - 43, *, *, married, *, *, male, *, 76458
42 - 43, *, *, married, *, *, male, *, 87347
42 - 43, *, *, married, *, *, male, *, 49522
42 - 43, *, *, married, *, *, male, *, 58173
42 - 43, *, *, married, *, *, male, *, 100257
42 - 43, *, *, married, *, *, male, *, 52527
42 - 43, *, *, married, *, *, male, *, 76956
42 - 43, *, *, married, *, *, male, *, 38327
44 - 46, *, *, married, *, *, male, *, 56205
44 - 46, *, *, married, *, *, male, *, 19264
44 - 46, *, *, married, *, *, male, *, 66392
44 - 46, *, *, married, *, *, male, *, 79447
44 - 46, *, *, married, *, *, male, *, 64266
44 - 46, *, *, married, *, *, male, *, 58649
44 - 46, *, *, married, *, *, male, *, 58147
44 - 46, *, *, married, *, *, male, *, 89452
44 - 46, *, *, married, *, *, male, *, 32644
44 - 46, *, *, married, *, *, male, *, 102844
44 - 46, *, *, married, *, *, male, *, 87105
44 - 46, *, *, married, *, *, male, *, 56647
44 - 46, *, *, married, *, *, male, *, 44813
44 - 46, *, *, married, *, *, male, *, 71270
44 - 46, *, *, married, *, *, male, *, 57294
44 - 46, *, *, married, *, *, male, *, 37288
44 - 46, *, *, married, *, *, male, *, 92011
44 - 46, *, *, married, *, *, male, *, 106304
44 - 46, *, *, married, *, *, male, *, 16790
44 - 46, *, *, married, *, *, male, *, 90537
44 - 46, *, *, married, *, *, male, *, 58162
44 - 46, *, *, married, *, *, male, *, 80963
44 - 46, *, *, married, *, *, male, *, 61371
44 - 46, *, *, married, *, *, male, *, 86294
44 - 46, *, *, married, *, *, male, *, 110357
44 - 46, *, *, married, *, *, male, *, 114749
44 - 46, *, *, married, *, *, male, *, 118417
44 - 46, *, *, married, *, *, male, *, 68162
44 - 46, *, *, married, *, *, male, *, 46012
44 - 46, *, *, married, *, *, male, *, 92972
44 - 46, *, *, married, *, *, male, *, 58140
44 - 46, *, *, married, *, *, male, *, 99588
44 - 46, *, *, married, *, *, male, *, 116406
44 - 46, *, *, married, *, *, male, *, 94700
44 - 46, *, *, married, *, *, male, *, 68868
44 - 46, *, *, married, *, *, male, *, 58548
44 - 46, *, *, married, *, *, male, *, 39046
44 - 46, *, *, married, *, *, male, *, 119753
44 - 46, *, *, married, *, *, male, *, 58887
44 - 46, *, *, married, *, *, male, *, 45278
44 - 46, *, *, married, *, *, male, *, 58452
44 - 46, *, *, married, *, *, male, *, 84528
44 - 46, *, *, married, *, *, male, *, 90073
44 - 46, *, *, married, *, *, male, *, 8274
44 - 46, *, *, married, *, *, male, *, 78709
44 - 46, *, *, married, *, *, male, *, 55463
44 - 46, *, *, married, *, *, male, *, 42974
44 - 46, *, *, married, *, *, male, *, 77330
44 - 46, *, *, married, *, *, male, *, 61184
44 - 46, *, *, married, *, *, male, *, 43935
44 - 46, *, *, married, *, *, male, *, 70863
44 - 46, *, *, married, *, *, male, *, 131116
44 - 46, *, *, married, *, *, male, *, 56099
44 - 46, *, *, married, *, *, male, *, 74252
44 - 46, *, *, married, *, *, male, *, 62807
44 - 46, *, *, married, *, *, male, *, 95435
44 - 46, *, *, married, *, *, male, *, 51326
44 - 46, *, *, married, *, *, male, *, 83362
44 - 46, *, *, married, *, *, male, *, 66710
44 - 46, *, *, married, *, *, male, *, 40189
44 - 46, *, *, married, *, *, male, *, 68486
44 - 46, *, *, married, *, *, male, *, 63006
44 - 46, *, *, married, *, *, male, *, 86582
44 - 46, *, *, married, *, *, male, *, 87088
44 - 46, *, *, married, *, *, male, *, 91552
44 - 46, *, *, married, *, *, male, *, 91067
44 - 46, *, *, married, *, *, male, *, 56445
44 - 46, *, *, married, *, *, male, *, 75996
44 - 46, *, *, married, *, *, male, *, 102896
44 - 46, *, *, married, *, *, male, *, 49229
44 - 46, *, *, married, *, *, male, *, 55491
44 - 46, *, *, married, *, *, male, *, 78043
44 - 46, *, *, married, *, *, male, *, 105951
44 - 46, *, *, married, *, *, male, *, 46318
44 - 46, *, *, married, *, *, male, *, 36089
44 - 46, *, *, married, *, *, male, *, 77554
44 - 46, *, *, married, *, *, male, *, 88457
44 - 46, *, *, married, *, *, male, *, 123562
44 - 46, *, *, married, *, *, male, *, 70280
44 - 46, *, *, married, *, *, male, *, 39221
44 - 46, *, *, married, *, *, male, *, 18010
44 - 46, *, *, married, *, *, male, *, 70978
44 - 46, *, *, married, *, *, male, *, 44983
44 - 46, *, *, married, *, *, male, *, 58099
44 - 46, *, *, married, *, *, male, *, 57411
44 - 46, *, *, married, *, *, male, *, 11947
44 - 46, *, *, married, *, *, male, *, 8716
44 - 46, *, *, married, *, *, male, *, 13596
44 - 46, *, *, married, *, *, male, *, 19806
44 - 46, *, *, married, *, *, male, *, 5854
44 - 46, *, *, married, *, *, male, *, 11655
44 - 46, *, *, married, *, *, male, *, 8428
44 - 46, *, *, married, *, *, male, *, 5788
44 - 46, *, *, married, *, *, male, *, 5586
44 - 46, *, *, married, *, *, male, *, 71169
44 - 46, *, *, married, *, *, male, *, 35877
44 - 46, *, *, married, *, *, male, *, 9968
44 - 46, *, *, married, *, *, male, *, 12327
44 - 46, *, *, married, *, *, male, *, 25297
44 - 46, *, *, married, *, *, male, *, 44073
44 - 46, *, *, married, *, *, male, *, 112166
44 - 46, *, *, married, *, *, male, *, 106117
44 - 46, *, *, married, *, *, male, *, 48319
44 - 46, *, *, married, *, *, male, *, 84538
44 - 46, *, *, married, *, *, male, *, 48972
44 - 46, *, *, married, *, *, male, *, 77099
44 - 46, *, *, married, *, *, male, *, 134133
44 - 46, *, *, married, *, *, male, *, 100047
44 - 46, *, *, married, *, *, male, *, 99560
44 - 46, *, *, married, *, *, male, *, 129796
44 - 46, *, *, married, *, *, male, *, 92742
44 - 46, *, *, married, *, *, male, *, 79003
44 - 46, *, *, married, *, *, male, *, 94723
44 - 46, *, *, married, *, *, male, *, 85176
44 - 46, *, *, married, *, *, male, *, 117652
44 - 46, *, *, married, *, *, male, *, 69751
44 - 46, *, *, married, *, *, male, *, 58443
44 - 46, *, *, married, *, *, male, *, 80847
44 - 46, *, *, married, *, *, male, *, 58299
44 - 46, *, *, married, *, *, male, *, 69547
44 - 46, *, *, married, *, *, male, *, 66988
44 - 46, *, *, married, *, *, male, *, 51952
44 - 46, *, *, married, *, *, male, *, 74605
44 - 46, *, *, married, *, *, male, *, 88537
44 - 46, *, *, married, *, *, male, *, 39311
44 - 46, *, *, married, *, *, male, *, 51566
44 - 46, *, *, married, *, *, male, *, 96031
44 - 46, *, *, married, *, *, male, *, 10797
44 - 46, *, *, married, *, *, male, *, 63080
44 - 46, *, *, married, *, *, male, *, 79295
44 - 46, *, *, married, *, *, male, *, 72618
44 - 46, *, *, married, *, *, male, *, 74955
44 - 46, *, *, married, *, *, male, *, 60698
44 - 46, *, *, married, *, *, male, *, 84573
44 - 46, *, *, married, *, *, male, *, 93801
44 - 46, *, *, married, *, *, male, *, 56744
44 - 46, *, *, married, *, *, male, *, 70727
44 - 46, *, *, married, *, *, male, *, 101007
44 - 46, *, *, married, *, *, male, *, 53242
44 - 46, *, *, married, *, *, male, *, 58194
44 - 46, *, *, married, *, *, male, *, 41099
44 - 46, *, *, married, *, *, male, *, 104166
44 - 46, *, *, married, *, *, male, *, 60197
44 - 46, *, *, married, *, *, male, *, 122812
44 - 46, *, *, married, *, *, male, *, 99184
44 - 46, *, *, married, *, *, male, *, 78869
44 - 46, *, *, married, *, *, male, *, 69071
44 - 46, *, *, married, *, *, male, *, 65105
44 - 46, *, *, married, *, *, male, *, 39994
44 - 46, *, *, married, *, *, male, *, 82333
44 - 46, *, *, married, *, *, male, *, 67956
44 - 46, *, *, married, *, *, male, *, 89013
44 - 46, *, *, married, *, *, male, *, 54663
44 - 46, *, *, married, *, *, male, *, 51935
44 - 46, *, *, married, *, *, male, *, 44167
44 - 46, *, *, married, *, *, male, *, 89788
44 - 46, *, *, married, *, *, male, *, 48395
44 - 46, *, *, married, *, *, male, *, 91585
44 - 46, *, *, married, *, *, male, *, 97216
44 - 46, *, *, married, *, *, male, *, 50427
44 - 46, *, *, married, *, *, male, *, 107691
44 - 46, *, *, married, *, *, male, *, 82655
44 - 46, *, *, married, *, *, male, *, 100235
44 - 46, *, *, married, *, *, male, *, 83882
44 - 46, *, *, married, *, *, male, *, 94592
44 - 46, *, *, married, *, *, male, *, 66723
44 - 46, *, *, married, *, *, male, *, 88304
44 - 46, *, *, married, *, *, male, *, 95165
44 - 46, *, *, married, *, *, male, *, 91028
44 - 46, *, *, married, *, *, male, *, 83774
44 - 46, *, *, married, *, *, male, *, 71391
44 - 46, *, *, married, *, *, male, *, 68772
44 - 46, *, *, married, *, *, male, *, 46767
44 - 46, *, *, married, *, *, male, *, 128513
44 - 46, *, *, married, *, *, male, *, 138215
44 - 46, *, *, married, *, *, male, *, 66978
44 - 46, *, *, married, *, *, male, *, 92632
44 - 46, *, *, married, *, *, male, *, 51490
44 - 46, *, *, married, *, *, male, *, 94523
44 - 46, *, *, married, *, *, male, *, 48201
44 - 46, *, *, married, *, *, male, *, 91180
44 - 46, *, *, married, *, *, male, *, 77372
44 - 46, *, *, married, *, *, male, *, 71705
44 - 46, *, *, married, *, *, male, *, 96692
44 - 46, *, *, married, *, *, male, *, 83451
44 - 46, *, *, married, *, *, male, *, 84156
44 - 46, *, *, married, *, *, male, *, 70048
44 - 46, *, *, married, *, *, male, *, 18476
44 - 46, *, *, married, *, *, male, *, 42447
44 - 46, *, *, married, *, *, male, *, 113837
44 - 46, *, *, married, *, *, male, *, 55692
44 - 46, *, *, married, *, *, male, *, 80685
44 - 46, *, *, married, *, *, male, *, 84508
44 - 46, *, *, married, *, *, male, *, 97032
44 - 46, *, *, married, *, *, male, *, 131026
44 - 46, *, *, married, *, *, male, *, 51565
44 - 46, *, *, married, *, *, male, *, 71096
44 - 46, *, *, married, *, *, male, *, 96549
44 - 46, *, *, married, *, *, male, *, 74835
44 - 46, *, *, married, *, *, male, *, 33336
44 - 46, *, *, married, *, *, male, *, 65524
44 - 46, *, *, married, *, *, male, *, 66414
44 - 46, *, *, married, *, *, male, *, 39900
44 - 46, *, *, married, *, *, male, *, 37590
44 - 46, *, *, married, *, *, male, *, 74508
44 - 46, *, *, married, *, *, male, *, 138131
44 - 46, *, *, married, *, *, male, *, 63612
44 - 46, *, *, married, *, *, male, *, 55352
44 - 46, *, *, married, *, *, male, *, 59245
44 - 46, *, *, married, *, *, male, *, 59517
44 - 46, *, *, married, *, *, male, *, 48197
44 - 46, *, *, married, *, *, male, *, 41314
44 - 46, *, *, married, *, *, male, *, 130167
44 - 46, *, *, married, *, *, male, *, 41162
44 - 46, *, *, married, *, *, male, *, 76143
44 - 46, *, *, married, *, *, male, *, 41990
44 - 46, *, *, married, *, *, male, *, 136255
44 - 46, *, *, married, *, *, male, *, 49427
44 - 46, *, *, married, *, *, male, *, 67705
44 - 46, *, *, married, *, *, male, *, 73196
44 - 46, *, *, married, *, *, male, *, 121925
44 - 46, *, *, married, *, *, male, *, 39436
44 - 46, *, *, married, *, *, male, *, 42155
44 - 46, *, *, married, *, *, male, *, 77665
44 - 46, *, *, married, *, *, male, *, 75978
44 - 46, *, *, married, *, *, male, *, 50280
44 - 46, *, *, married, *, *, male, *, 115393
44 - 46, *, *, married, *, *, male, *, 78184
44 - 46, *, *, married, *, *, male, *, 58323
44 - 46, *, *, married, *, *, male, *, 36626
44 - 46, *, *, married, *, *, male, *, 60577
44 - 46, *, *, married, *, *, male, *, 94126
44 - 46, *, *, married, *, *, male, *, 58702
44 - 46, *, *, married, *, *, male, *, 38166
44 - 46, *, *, married, *, *, male, *, 42374
44 - 46, *, *, married, *, *, male, *, 92808
44 - 46, *, *, married, *, *, male, *, 73549
44 - 46, *, *, married, *, *, male, *, 54501
44 - 46, *, *, married, *, *, male, *, 72681
44 - 46, *, *, married, *, *, male, *, 57229
44 - 46, *, *, married, *, *, male, *, 72169
44 - 46, *, *, married, *, *, male, *, 64839
