20 - 26, *, pre-primary, married, *, *, *, *, 9363
38 - 45, non-government, 9th, married, *, *, male, *, 53604
38 - 45, non-government, 9th, married, *, *, male, *, 25293
38 - 45, non-government, 9th, married, *, *, male, *, 45552
38 - 45, non-government, 9th, married, *, *, male, *, 38504
38 - 45, non-government, 9th, married, *, *, male, *, 31024
38 - 45, non-government, 9th, married, *, *, male, *, 20784
38 - 45, non-government, 9th, married, *, *, male, *, 63597
38 - 45, non-government, 9th, married, *, *, male, *, 36134
38 - 45, non-government, 9th, married, *, *, male, *, 59565
38 - 45, non-government, 9th, married, *, *, male, *, 34399
38 - 45, non-government, 9th, married, *, *, male, *, 47467
38 - 45, non-government, 9th, married, *, *, male, *, 59701
38 - 45, non-government, 9th, married, *, *, male, *, 50094
38 - 45, non-government, 9th, married, *, *, male, *, 26407
38 - 45, non-government, 9th, married, *, *, male, *, 42068
38 - 45, non-government, 9th, married, *, *, male, *, 23244
38 - 45, non-government, 9th, married, *, *, male, *, 21305
38 - 45, non-government, 9th, married, *, *, male, *, 22532
38 - 45, non-government, 9th, married, *, *, male, *, 20425
38 - 45, non-government, 9th, married, *, *, male, *, 22691
46 - 53, non-government, 9th, married, *, *, male, *, 28103
46 - 53, non-government, 9th, married, *, *, male, *, 54329
46 - 53, non-government, 9th, married, *, *, male, *, 23655
46 - 53, non-government, 9th, married, *, *, male, *, 28513
46 - 53, non-government, 9th, married, *, *, male, *, 68486
46 - 53, non-government, 9th, married, *, *, male, *, 57692
46 - 53, non-government, 9th, married, *, *, male, *, 26424
46 - 53, non-government, 9th, married, *, *, male, *, 33976
46 - 53, non-government, 9th, married, *, *, male, *, 35632
46 - 53, non-government, 9th, married, *, *, male, *, 68139
46 - 53, non-government, 9th, married, *, *, male, *, 53743
46 - 53, non-government, 9th, married, *, *, male, *, 37404
46 - 53, non-government, 9th, married, *, *, male, *, 45108
46 - 53, non-government, 9th, married, *, *, male, *, 36855
46 - 53, non-government, 9th, married, *, *, male, *, 69097
46 - 53, non-government, 9th, married, *, *, male, *, 69011
46 - 53, non-government, 9th, married, *, *, male, *, 24784
46 - 53, non-government, 9th, married, *, *, male, *, 37128
46 - 53, non-government, 9th, married, *, *, male, *, 49047
46 - 53, non-government, 9th, married, *, *, male, *, 24484
46 - 53, non-government, 9th, married, *, *, male, *, 46801
46 - 53, non-government, 9th, married, *, *, male, *, 50991
46 - 53, non-government, 9th, married, *, *, male, *, 51116
46 - 53, non-government, 9th, married, *, *, male, *, 60227
46 - 53, non-government, 9th, married, *, *, male, *, 52427
46 - 53, non-government, 9th, married, *, *, male, *, 28578
46 - 53, non-government, 9th, married, *, *, male, *, 52452
46 - 53, non-government, 9th, married, *, *, male, *, 58722
46 - 53, non-government, 9th, married, *, *, male, *, 66675
46 - 53, non-government, 9th, married, *, *, male, *, 69532
38 - 42, non-government, 10th, married, *, *, male, *, 66650
38 - 42, non-government, 10th, married, *, *, male, *, 41977
38 - 42, non-government, 10th, married, *, *, male, *, 61631
38 - 42, non-government, 10th, married, *, *, male, *, 58908
38 - 42, non-government, 10th, married, *, *, male, *, 38090
38 - 42, non-government, 10th, married, *, *, male, *, 42702
38 - 42, non-government, 10th, married, *, *, male, *, 69096
38 - 42, non-government, 10th, married, *, *, male, *, 51228
38 - 42, non-government, 10th, married, *, *, male, *, 56048
38 - 42, non-government, 10th, married, *, *, male, *, 52378
38 - 42, non-government, 10th, married, *, *, male, *, 63547
38 - 42, non-government, 10th, married, *, *, male, *, 44609
38 - 42, non-government, 10th, married, *, *, male, *, 61088
38 - 42, non-government, 10th, married, *, *, male, *, 38995
38 - 42, non-government, 10th, married, *, *, male, *, 37697
38 - 42, non-government, 10th, married, *, *, male, *, 34487
38 - 42, non-government, 10th, married, *, *, male, *, 74067
38 - 42, non-government, 10th, married, *, *, male, *, 48537
38 - 42, non-government, 10th, married, *, *, male, *, 47868
38 - 42, non-government, 10th, married, *, *, male, *, 30746
38 - 42, non-government, 10th, married, *, *, male, *, 34589
38 - 42, non-government, 10th, married, *, *, male, *, 32486
38 - 42, non-government, 10th, married, *, *, male, *, 55737
38 - 42, non-government, 10th, married, *, *, male, *, 46259
38 - 42, non-government, 10th, married, *, *, male, *, 55478
38 - 42, non-government, 10th, married, *, *, male, *, 32337
38 - 42, non-government, 10th, married, *, *, male, *, 47401
38 - 42, non-government, 10th, married, *, *, male, *, 30005
38 - 42, non-government, 10th, married, *, *, male, *, 32080
38 - 42, non-government, 10th, married, *, *, male, *, 44500
38 - 42, non-government, 10th, married, *, *, male, *, 37831
38 - 42, non-government, 10th, married, *, *, male, *, 54991
38 - 42, non-government, 10th, married, *, *, male, *, 55315
43 - 46, non-government, 10th, married, *, *, male, *, 51985
43 - 46, non-government, 10th, married, *, *, male, *, 30676
43 - 46, non-government, 10th, married, *, *, male, *, 58452
43 - 46, non-government, 10th, married, *, *, male, *, 69856
43 - 46, non-government, 10th, married, *, *, male, *, 31524
43 - 46, non-government, 10th, married, *, *, male, *, 33336
43 - 46, non-government, 10th, married, *, *, male, *, 74508
43 - 46, non-government, 10th, married, *, *, male, *, 55352
43 - 46, non-government, 10th, married, *, *, male, *, 54110
43 - 46, non-government, 10th, married, *, *, male, *, 32149
43 - 46, non-government, 10th, married, *, *, male, *, 67855
43 - 46, non-government, 10th, married, *, *, male, *, 47957
43 - 46, non-government, 10th, married, *, *, male, *, 51615
43 - 46, non-government, 10th, married, *, *, male, *, 32253
43 - 46, non-government, 10th, married, *, *, male, *, 48624
43 - 46, non-government, 10th, married, *, *, male, *, 73129
43 - 46, non-government, 10th, married, *, *, male, *, 59925
43 - 46, non-government, 10th, married, *, *, male, *, 55451
43 - 46, non-government, 10th, married, *, *, male, *, 66227
43 - 46, non-government, 10th, married, *, *, male, *, 40441
43 - 46, non-government, 10th, married, *, *, male, *, 42857
43 - 46, non-government, 10th, married, *, *, male, *, 64662
43 - 46, non-government, 10th, married, *, *, male, *, 38327
47 - 53, non-government, 10th, married, *, *, male, north-america, 42414
47 - 53, non-government, 10th, married, *, *, male, north-america, 60700
47 - 53, non-government, 10th, married, *, *, male, north-america, 49036
47 - 53, non-government, 10th, married, *, *, male, north-america, 53296
47 - 53, non-government, 10th, married, *, *, male, north-america, 47373
47 - 53, non-government, 10th, married, *, *, male, north-america, 31731
47 - 53, non-government, 10th, married, *, *, male, north-america, 39523
47 - 53, non-government, 10th, married, *, *, male, north-america, 67066
47 - 53, non-government, 10th, married, *, *, male, north-america, 59290
47 - 53, non-government, 10th, married, *, *, male, north-america, 30248
47 - 53, non-government, 10th, married, *, *, male, north-america, 31872
47 - 53, non-government, 10th, married, *, *, male, north-america, 36646
47 - 53, non-government, 10th, married, *, *, male, north-america, 55885
47 - 53, non-government, 10th, married, *, *, male, north-america, 58479
47 - 53, non-government, 10th, married, *, *, male, north-america, 73738
47 - 53, non-government, 10th, married, *, *, male, north-america, 68529
47 - 53, non-government, 10th, married, *, *, male, north-america, 37335
47 - 53, non-government, 10th, married, *, *, male, north-america, 47373
47 - 53, non-government, 10th, married, *, *, male, north-america, 47101
47 - 53, non-government, 10th, married, *, *, male, north-america, 31179
47 - 53, non-government, 10th, married, *, *, male, north-america, 51149
47 - 53, non-government, 10th, married, *, *, male, north-america, 54061
47 - 53, non-government, 10th, married, *, *, male, north-america, 32130
47 - 53, non-government, 10th, married, *, *, male, north-america, 30978
47 - 53, non-government, 10th, married, *, *, male, north-america, 41878
47 - 53, non-government, 10th, married, *, *, male, north-america, 44122
47 - 53, non-government, 10th, married, *, *, male, north-america, 40093
47 - 53, non-government, 10th, married, *, *, male, north-america, 48369
47 - 53, non-government, 10th, married, *, *, male, north-america, 32874
47 - 53, non-government, 10th, married, *, *, male, north-america, 38290
47 - 53, non-government, 10th, married, *, *, male, north-america, 66339
47 - 53, non-government, 10th, married, *, *, male, north-america, 43694
47 - 53, non-government, 10th, married, *, *, male, north-america, 59770
47 - 53, non-government, 10th, married, *, *, male, north-america, 69006
47 - 53, non-government, 10th, married, *, *, male, north-america, 66330
47 - 53, non-government, 10th, married, *, *, male, north-america, 72824
47 - 53, non-government, 10th, married, *, *, male, north-america, 47751
47 - 53, non-government, 10th, married, *, *, male, north-america, 38118
47 - 53, non-government, 10th, married, *, *, male, north-america, 50507
47 - 53, non-government, 10th, married, *, *, male, north-america, 40779
47 - 53, non-government, 10th, married, *, *, male, north-america, 73616
47 - 53, non-government, 10th, married, *, *, male, north-america, 36451
47 - 53, non-government, 10th, married, *, *, male, north-america, 32916
47 - 53, non-government, 10th, married, *, *, male, north-america, 32418
47 - 53, non-government, 10th, married, *, *, male, north-america, 52145
47 - 53, non-government, 10th, married, *, *, male, north-america, 53632
47 - 53, non-government, 10th, married, *, *, male, north-america, 72817
47 - 53, non-government, 10th, married, *, *, male, north-america, 42054
47 - 53, non-government, 10th, married, *, *, male, north-america, 42828
38 - 41, non-government, 11th, married, *, *, male, north-america, 72071
38 - 41, non-government, 11th, married, *, *, male, north-america, 67302
38 - 41, non-government, 11th, married, *, *, male, north-america, 50840
38 - 41, non-government, 11th, married, *, *, male, north-america, 72880
38 - 41, non-government, 11th, married, *, *, male, north-america, 47157
38 - 41, non-government, 11th, married, *, *, male, north-america, 58135
38 - 41, non-government, 11th, married, *, *, male, north-america, 75424
38 - 41, non-government, 11th, married, *, *, male, north-america, 63724
38 - 41, non-government, 11th, married, *, *, male, north-america, 34172
38 - 41, non-government, 11th, married, *, *, male, north-america, 54561
38 - 41, non-government, 11th, married, *, *, male, north-america, 32171
38 - 41, non-government, 11th, married, *, *, male, north-america, 34542
38 - 41, non-government, 11th, married, *, *, male, north-america, 55558
38 - 41, non-government, 11th, married, *, *, male, north-america, 66911
38 - 41, non-government, 11th, married, *, *, male, north-america, 61246
38 - 41, non-government, 11th, married, *, *, male, north-america, 75046
38 - 41, non-government, 11th, married, *, *, male, north-america, 65888
38 - 41, non-government, 11th, married, *, *, male, north-america, 40410
38 - 41, non-government, 11th, married, *, *, male, north-america, 37773
38 - 41, non-government, 11th, married, *, *, male, north-america, 76337
38 - 41, non-government, 11th, married, *, *, male, north-america, 60625
38 - 41, non-government, 11th, married, *, *, male, north-america, 31053
38 - 41, non-government, 11th, married, *, *, male, north-america, 68443
38 - 41, non-government, 11th, married, *, *, male, north-america, 68104
38 - 41, non-government, 11th, married, *, *, male, north-america, 78535
38 - 41, non-government, 11th, married, *, *, male, north-america, 37367
42 - 46, non-government, 11th, married, *, *, male, *, 79447
42 - 46, non-government, 11th, married, *, *, male, *, 60197
42 - 46, non-government, 11th, married, *, *, male, *, 55622
42 - 46, non-government, 11th, married, *, *, male, *, 58323
42 - 46, non-government, 11th, married, *, *, male, *, 63827
42 - 46, non-government, 11th, married, *, *, male, *, 58555
42 - 46, non-government, 11th, married, *, *, male, *, 36624
42 - 46, non-government, 11th, married, *, *, male, *, 36099
42 - 46, non-government, 11th, married, *, *, male, *, 38031
42 - 46, non-government, 11th, married, *, *, male, *, 47812
42 - 46, non-government, 11th, married, *, *, male, *, 73338
42 - 46, non-government, 11th, married, *, *, male, *, 56979
42 - 46, non-government, 11th, married, *, *, male, *, 46792
42 - 46, non-government, 11th, married, *, *, male, *, 50887
42 - 46, non-government, 11th, married, *, *, male, *, 40903
42 - 46, non-government, 11th, married, *, *, male, *, 52485
42 - 46, non-government, 11th, married, *, *, male, *, 79693
42 - 46, non-government, 11th, married, *, *, male, *, 41854
42 - 46, non-government, 11th, married, *, *, male, *, 31761
42 - 46, non-government, 11th, married, *, *, male, *, 44266
42 - 46, non-government, 11th, married, *, *, male, *, 73068
42 - 46, non-government, 11th, married, *, *, male, *, 30342
42 - 46, non-government, 11th, married, *, *, male, *, 79505
42 - 46, non-government, 11th, married, *, *, male, *, 74154
47 - 53, non-government, 11th, married, *, *, male, *, 56301
47 - 53, non-government, 11th, married, *, *, male, *, 56912
47 - 53, non-government, 11th, married, *, *, male, *, 34629
47 - 53, non-government, 11th, married, *, *, male, *, 63886
47 - 53, non-government, 11th, married, *, *, male, *, 34935
47 - 53, non-government, 11th, married, *, *, male, *, 70299
47 - 53, non-government, 11th, married, *, *, male, *, 46148
47 - 53, non-government, 11th, married, *, *, male, *, 33183
47 - 53, non-government, 11th, married, *, *, male, *, 41847
47 - 53, non-government, 11th, married, *, *, male, *, 65191
47 - 53, non-government, 11th, married, *, *, male, *, 47301
47 - 53, non-government, 11th, married, *, *, male, *, 52757
47 - 53, non-government, 11th, married, *, *, male, *, 34613
47 - 53, non-government, 11th, married, *, *, male, *, 58389
47 - 53, non-government, 11th, married, *, *, male, *, 68207
47 - 53, non-government, 11th, married, *, *, male, *, 79516
47 - 53, non-government, 11th, married, *, *, male, *, 67195
47 - 53, non-government, 11th, married, *, *, male, *, 35933
47 - 53, non-government, 11th, married, *, *, male, *, 39077
47 - 53, non-government, 11th, married, *, *, male, *, 53388
47 - 53, non-government, 11th, married, *, *, male, *, 61372
47 - 53, non-government, 11th, married, *, *, male, *, 30362
47 - 53, non-government, 11th, married, *, *, male, *, 54618
47 - 53, non-government, 11th, married, *, *, male, *, 35865
47 - 53, non-government, 11th, married, *, *, male, *, 42130
47 - 53, non-government, 11th, married, *, *, male, *, 39617
47 - 53, non-government, 11th, married, *, *, male, *, 36375
47 - 53, non-government, 11th, married, *, *, male, *, 39972
47 - 53, non-government, 11th, married, *, *, male, *, 37447
47 - 53, non-government, 11th, married, *, *, male, *, 54988
47 - 53, non-government, 11th, married, *, *, male, *, 39434
47 - 53, non-government, 11th, married, *, *, male, *, 75283
47 - 53, non-government, 11th, married, *, *, male, *, 59627
47 - 53, non-government, 11th, married, *, *, male, *, 39506
47 - 53, non-government, 11th, married, *, *, male, *, 73406
47 - 53, non-government, 11th, married, *, *, male, *, 73348
47 - 53, non-government, 11th, married, *, *, male, *, 57168
47 - 53, non-government, 11th, married, *, *, male, *, 51390
47 - 53, non-government, 11th, married, *, *, male, *, 47488
47 - 53, non-government, 11th, married, *, *, male, *, 63850
47 - 53, non-government, 11th, married, *, *, male, *, 64262
47 - 53, non-government, 11th, married, *, *, male, *, 60328
47 - 53, non-government, 11th, married, *, *, male, *, 69983
47 - 53, non-government, 11th, married, *, *, male, *, 48982
47 - 53, non-government, 11th, married, *, *, male, *, 34770
47 - 53, non-government, 11th, married, *, *, male, *, 39976
38 - 53, non-government, 12th, married, *, *, male, *, 66392
38 - 53, non-government, 12th, married, *, *, male, *, 64266
38 - 53, non-government, 12th, married, *, *, male, *, 47686
38 - 53, non-government, 12th, married, *, *, male, *, 37288
38 - 53, non-government, 12th, married, *, *, male, *, 36169
38 - 53, non-government, 12th, married, *, *, male, *, 36981
38 - 53, non-government, 12th, married, *, *, male, *, 43668
38 - 53, non-government, 12th, married, *, *, male, *, 48505
38 - 53, non-government, 12th, married, *, *, male, *, 71144
38 - 53, non-government, 12th, married, *, *, male, *, 80814
38 - 53, non-government, 12th, married, *, *, male, *, 69581
38 - 53, non-government, 12th, married, *, *, male, *, 57730
38 - 53, non-government, 12th, married, *, *, male, *, 78869
38 - 53, non-government, 12th, married, *, *, male, *, 72489
38 - 53, non-government, 12th, married, *, *, male, *, 83281
38 - 53, non-government, 12th, married, *, *, male, *, 48646
38 - 53, non-government, 12th, married, *, *, male, *, 44428
38 - 53, non-government, 12th, married, *, *, male, *, 49696
38 - 53, non-government, 12th, married, *, *, male, *, 46498
38 - 53, non-government, 12th, married, *, *, male, *, 74130
38 - 53, non-government, 12th, married, *, *, male, *, 81514
38 - 53, non-government, 12th, married, *, *, male, *, 76120
38 - 53, non-government, 12th, married, *, *, male, *, 61204
38 - 53, non-government, 12th, married, *, *, male, *, 57860
38 - 53, non-government, 12th, married, *, *, male, *, 45853
38 - 53, non-government, 12th, married, *, *, male, *, 81231
38 - 53, non-government, 12th, married, *, *, male, *, 64724
38 - 53, non-government, 12th, married, *, *, male, *, 84645
38 - 53, non-government, 12th, married, *, *, male, *, 44628
38 - 53, non-government, 12th, married, *, *, male, *, 65979
38 - 53, non-government, 12th, married, *, *, male, *, 43319
38 - 53, non-government, 12th, married, *, *, male, *, 77129
38 - 53, non-government, 12th, married, *, *, male, *, 70081
38 - 53, non-government, 12th, married, *, *, male, *, 87131
38 - 53, non-government, 12th, married, *, *, male, *, 68670
38 - 53, non-government, 12th, married, *, *, male, *, 40280
38 - 53, non-government, 12th, married, *, *, male, *, 83420
38 - 53, non-government, 12th, married, *, *, male, *, 40800
38 - 53, non-government, 12th, married, *, *, male, *, 81574
38 - 53, non-government, 12th, married, *, *, male, *, 54835
38 - 53, non-government, 12th, married, *, *, male, *, 37376
54 - 55, non-government, pre-high-school, married, *, *, male, *, 41863
54 - 55, non-government, pre-high-school, married, *, *, male, *, 31675
54 - 55, non-government, pre-high-school, married, *, *, male, *, 73444
54 - 55, non-government, pre-high-school, married, *, *, male, *, 66615
54 - 55, non-government, pre-high-school, married, *, *, male, *, 36846
54 - 55, non-government, pre-high-school, married, *, *, male, *, 24758
54 - 55, non-government, pre-high-school, married, *, *, male, *, 48035
54 - 55, non-government, pre-high-school, married, *, *, male, *, 32645
54 - 55, non-government, pre-high-school, married, *, *, male, *, 39714
54 - 55, non-government, pre-high-school, married, *, *, male, *, 34262
54 - 55, non-government, pre-high-school, married, *, *, male, *, 58236
54 - 55, non-government, pre-high-school, married, *, *, male, *, 57119
54 - 55, non-government, pre-high-school, married, *, *, male, *, 48108
54 - 55, non-government, pre-high-school, married, *, *, male, *, 27704
54 - 55, non-government, pre-high-school, married, *, *, male, *, 50695
54 - 55, non-government, pre-high-school, married, *, *, male, *, 51745
54 - 55, non-government, pre-high-school, married, *, *, male, *, 35717
54 - 55, non-government, pre-high-school, married, *, *, male, *, 25884
54 - 55, non-government, pre-high-school, married, *, *, male, *, 37522
54 - 55, non-government, pre-high-school, married, *, *, male, *, 67945
54 - 55, non-government, pre-high-school, married, *, *, male, *, 30455
54 - 55, non-government, pre-high-school, married, *, *, male, *, 61218
54 - 55, non-government, pre-high-school, married, *, *, male, *, 27652
54 - 55, non-government, pre-high-school, married, *, *, male, *, 46437
54 - 55, non-government, pre-high-school, married, *, *, male, *, 41627
54 - 55, non-government, pre-high-school, married, *, *, male, *, 33685
54 - 55, non-government, pre-high-school, married, *, *, male, *, 24375
54 - 55, non-government, pre-high-school, married, *, *, male, *, 65408
54 - 55, non-government, pre-high-school, married, *, *, male, *, 34555
54 - 55, non-government, pre-high-school, married, *, *, male, *, 42518
54 - 55, non-government, pre-high-school, married, *, *, male, *, 25197
54 - 55, non-government, pre-high-school, married, *, *, male, *, 70469
54 - 55, non-government, pre-high-school, married, *, *, male, *, 58471
54 - 55, non-government, pre-high-school, married, *, *, male, *, 38394
54 - 55, non-government, pre-high-school, married, *, *, male, *, 42669
54 - 55, non-government, pre-high-school, married, *, *, male, *, 42496
54 - 55, non-government, pre-high-school, married, *, *, male, *, 73073
54 - 55, non-government, pre-high-school, married, *, *, male, *, 48170
54 - 55, non-government, pre-high-school, married, *, *, male, *, 73682
54 - 55, non-government, pre-high-school, married, *, *, male, *, 40247
54 - 55, non-government, pre-high-school, married, *, *, male, *, 23951
54 - 55, non-government, pre-high-school, married, *, *, male, *, 37198
54 - 55, non-government, pre-high-school, married, *, *, male, *, 62044
54 - 55, non-government, pre-high-school, married, *, *, male, *, 62382
54 - 55, non-government, pre-high-school, married, *, *, male, *, 68528
54 - 55, non-government, pre-high-school, married, *, *, male, *, 28219
54 - 55, non-government, pre-high-school, married, *, *, male, *, 49027
54 - 55, non-government, pre-high-school, married, *, *, male, *, 70160
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 34444
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 42546
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 71303
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 71997
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 39549
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 56820
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 62455
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 32929
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 33999
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 13767
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 33040
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 40704
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 67915
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 64559
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 21309
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 40966
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 45040
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 34060
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 56252
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 26031
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 25991
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 76064
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 33768
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 25000
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 38918
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 57951
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 58714
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 35685
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 47764
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 73803
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 40464
56, non-government, pre-high-school, married-civ-spouse, *, *, male, *, 30172
57, non-government, pre-high-school, married, *, *, male, *, 48691
57, non-government, pre-high-school, married, *, *, male, *, 31336
57, non-government, pre-high-school, married, *, *, male, *, 27405
57, non-government, pre-high-school, married, *, *, male, *, 89452
57, non-government, pre-high-school, married, *, *, male, *, 69989
57, non-government, pre-high-school, married, *, *, male, *, 45151
57, non-government, pre-high-school, married, *, *, male, *, 43994
57, non-government, pre-high-school, married, *, *, male, *, 18693
57, non-government, pre-high-school, married, *, *, male, *, 46067
57, non-government, pre-high-school, married, *, *, male, *, 22293
57, non-government, pre-high-school, married, *, *, male, *, 50963
57, non-government, pre-high-school, married, *, *, male, *, 72351
57, non-government, pre-high-school, married, *, *, male, *, 46943
57, non-government, pre-high-school, married, *, *, male, *, 60743
57, non-government, pre-high-school, married, *, *, male, *, 74781
57, non-government, pre-high-school, married, *, *, male, *, 52274
57, non-government, pre-high-school, married, *, *, male, *, 30657
57, non-government, pre-high-school, married, *, *, male, *, 74268
57, non-government, pre-high-school, married, *, *, male, *, 43718
57, non-government, pre-high-school, married, *, *, male, *, 46366
57, non-government, pre-high-school, married, *, *, male, *, 43867
57, non-government, pre-high-school, married, *, *, male, *, 76001
58 - 59, non-government, pre-high-school, married, *, *, male, *, 68162
58 - 59, non-government, pre-high-school, married, *, *, male, *, 19561
58 - 59, non-government, pre-high-school, married, *, *, male, *, 31998
58 - 59, non-government, pre-high-school, married, *, *, male, *, 25769
58 - 59, non-government, pre-high-school, married, *, *, male, *, 64731
58 - 59, non-government, pre-high-school, married, *, *, male, *, 34440
58 - 59, non-government, pre-high-school, married, *, *, male, *, 69446
58 - 59, non-government, pre-high-school, married, *, *, male, *, 54480
58 - 59, non-government, pre-high-school, married, *, *, male, *, 32312
58 - 59, non-government, pre-high-school, married, *, *, male, *, 58473
58 - 59, non-government, pre-high-school, married, *, *, male, *, 56815
58 - 59, non-government, pre-high-school, married, *, *, male, *, 38240
58 - 59, non-government, pre-high-school, married, *, *, male, *, 42617
58 - 59, non-government, pre-high-school, married, *, *, male, *, 30917
58 - 59, non-government, pre-high-school, married, *, *, male, *, 60707
58 - 59, non-government, pre-high-school, married, *, *, male, *, 12066
58 - 59, non-government, pre-high-school, married, *, *, male, *, 34999
58 - 59, non-government, pre-high-school, married, *, *, male, *, 39844
58 - 59, non-government, pre-high-school, married, *, *, male, *, 62860
58 - 59, non-government, pre-high-school, married, *, *, male, *, 30754
58 - 59, non-government, pre-high-school, married, *, *, male, *, 45064
58 - 59, non-government, pre-high-school, married, *, *, male, *, 26533
58 - 59, non-government, pre-high-school, married, *, *, male, *, 45863
58 - 59, non-government, pre-high-school, married, *, *, male, *, 30140
58 - 59, non-government, pre-high-school, married, *, *, male, *, 32856
58 - 59, non-government, pre-high-school, married, *, *, male, *, 42055
58 - 59, non-government, pre-high-school, married, *, *, male, *, 24860
58 - 59, non-government, pre-high-school, married, *, *, male, *, 22026
58 - 59, non-government, pre-high-school, married, *, *, male, *, 28170
58 - 59, non-government, pre-high-school, married, *, *, male, *, 66450
58 - 59, non-government, pre-high-school, married, *, *, male, *, 32869
58 - 59, non-government, pre-high-school, married, *, *, male, *, 62383
58 - 59, non-government, pre-high-school, married, *, *, male, *, 47117
58 - 59, non-government, pre-high-school, married, *, *, male, *, 47322
58 - 59, non-government, pre-high-school, married, *, *, male, *, 53447
58 - 59, non-government, pre-high-school, married, *, *, male, *, 66895
58 - 59, non-government, pre-high-school, married, *, *, male, *, 31646
58 - 59, non-government, pre-high-school, married, *, *, male, *, 42431
58 - 59, non-government, pre-high-school, married, *, *, male, *, 61079
58 - 59, non-government, pre-high-school, married, *, *, male, *, 30027
58 - 59, non-government, pre-high-school, married, *, *, male, *, 14709
58 - 59, non-government, pre-high-school, married, *, *, male, *, 68702
58 - 59, non-government, pre-high-school, married, *, *, male, *, 41025
58 - 59, non-government, pre-high-school, married, *, *, male, *, 69533
58 - 59, non-government, pre-high-school, married, *, *, male, *, 64420
58 - 59, non-government, pre-high-school, married, *, *, male, *, 55361
58 - 59, non-government, pre-high-school, married, *, *, male, *, 64136
58 - 59, non-government, pre-high-school, married, *, *, male, *, 47265
58 - 59, non-government, pre-high-school, married, *, *, male, *, 44217
58 - 59, non-government, pre-high-school, married, *, *, male, *, 46919
58 - 59, non-government, pre-high-school, married, *, *, male, *, 59815
58 - 59, non-government, pre-high-school, married, *, *, male, *, 35339
58 - 59, non-government, pre-high-school, married, *, *, male, *, 49517
58 - 59, non-government, pre-high-school, married, *, *, male, *, 46928
58 - 59, non-government, pre-high-school, married, *, *, male, *, 35836
58 - 59, non-government, pre-high-school, married, *, *, male, *, 43378
58 - 59, non-government, pre-high-school, married, *, *, male, *, 18091
58 - 59, non-government, pre-high-school, married, *, *, male, *, 57430
60, non-government, pre-high-school, married, *, *, male, *, 45480
60, non-government, pre-high-school, married, *, *, male, *, 65681
60, non-government, pre-high-school, married, *, *, male, *, 33958
60, non-government, pre-high-school, married, *, *, male, *, 46525
60, non-government, pre-high-school, married, *, *, male, *, 33746
60, non-government, pre-high-school, married, *, *, male, *, 25025
60, non-government, pre-high-school, married, *, *, male, *, 66583
60, non-government, pre-high-school, married, *, *, male, *, 74800
60, non-government, pre-high-school, married, *, *, male, *, 53133
60, non-government, pre-high-school, married, *, *, male, *, 24238
60, non-government, pre-high-school, married, *, *, male, *, 64921
60, non-government, pre-high-school, married, *, *, male, *, 76765
60, non-government, pre-high-school, married, *, *, male, *, 55398
60, non-government, pre-high-school, married, *, *, male, *, 72633
60, non-government, pre-high-school, married, *, *, male, *, 40797
60, non-government, pre-high-school, married, *, *, male, *, 28899
60, non-government, pre-high-school, married, *, *, male, *, 50638
60, non-government, pre-high-school, married, *, *, male, *, 21802
60, non-government, pre-high-school, married, *, *, male, *, 12655
60, non-government, pre-high-school, married, *, *, male, *, 52377
60, non-government, pre-high-school, married, *, *, male, *, 50373
60, non-government, pre-high-school, married, *, *, male, *, 42629
60, non-government, pre-high-school, married, *, *, male, *, 73464
60, non-government, pre-high-school, married, *, *, male, *, 22563
60, non-government, pre-high-school, married, *, *, male, *, 32662
