20 - 37, *, pre-primary, married, *, *, *, *, 8828
68 - 90, *, pre-university, married, manual-labour, *, male, *, 41816
68 - 90, *, pre-university, married, manual-labour, *, male, *, 86370
68 - 90, *, pre-university, married, manual-labour, *, male, *, 41146
68 - 90, *, pre-university, married, manual-labour, *, male, *, 42837
68 - 90, *, pre-university, married, manual-labour, *, male, *, 80435
68 - 90, *, pre-university, married, manual-labour, *, male, *, 80544
68 - 90, *, pre-university, married, manual-labour, *, male, *, 47994
68 - 90, *, pre-university, married, manual-labour, *, male, *, 41806
68 - 90, *, pre-university, married, manual-labour, *, male, *, 93150
68 - 90, *, pre-university, married, manual-labour, *, male, *, 50155
68 - 90, *, pre-university, married, manual-labour, *, male, *, 68389
68 - 90, *, pre-university, married, manual-labour, *, male, *, 58250
68 - 90, *, pre-university, married, manual-labour, *, male, *, 44462
68 - 90, *, pre-university, married, manual-labour, *, male, *, 38751
68 - 90, *, pre-university, married, manual-labour, *, male, *, 95335
68 - 90, *, pre-university, married, manual-labour, *, male, *, 85650
68 - 90, *, pre-university, married, manual-labour, *, male, *, 86559
68 - 90, *, pre-university, married, manual-labour, *, male, *, 53886
68 - 90, *, pre-university, married, manual-labour, *, male, *, 65946
68 - 90, *, pre-university, married, manual-labour, *, male, *, 94823
68 - 90, *, pre-university, married, manual-labour, *, male, *, 37581
68 - 90, *, pre-university, married, manual-labour, *, male, *, 66762
68 - 90, *, pre-university, married, manual-labour, *, male, *, 60876
68 - 90, *, pre-university, married, manual-labour, *, male, *, 86478
68 - 90, *, pre-university, married, manual-labour, *, male, *, 71858
68 - 90, *, pre-university, married, manual-labour, *, male, *, 42658
68 - 90, *, pre-university, married, manual-labour, *, male, *, 54060
68 - 90, *, pre-university, married, manual-labour, *, male, *, 36955
68 - 90, *, pre-university, married, manual-labour, *, male, *, 51627
68 - 90, *, pre-university, married, manual-labour, *, male, *, 67914
68 - 90, *, pre-university, married, manual-labour, *, male, *, 99884
68 - 90, *, pre-university, married, manual-labour, *, male, *, 72035
38 - 46, *, pre-university, married, manual-labour, *, female, *, 37630
38 - 46, *, pre-university, married, manual-labour, *, female, *, 69461
38 - 46, *, pre-university, married, manual-labour, *, female, *, 86444
38 - 46, *, pre-university, married, manual-labour, *, female, *, 63759
38 - 46, *, pre-university, married, manual-labour, *, female, *, 35271
38 - 46, *, pre-university, married, manual-labour, *, female, *, 70918
38 - 46, *, pre-university, married, manual-labour, *, female, *, 87132
38 - 46, *, pre-university, married, manual-labour, *, female, *, 57976
38 - 46, *, pre-university, married, manual-labour, *, female, *, 88050
38 - 46, *, pre-university, married, manual-labour, *, female, *, 77399
38 - 46, *, pre-university, married, manual-labour, *, female, *, 75516
38 - 46, *, pre-university, married, manual-labour, *, female, *, 73121
38 - 46, *, pre-university, married, manual-labour, *, female, *, 79040
38 - 46, *, pre-university, married, manual-labour, *, female, *, 49259
38 - 46, *, pre-university, married, manual-labour, *, female, *, 83807
38 - 46, *, pre-university, married, manual-labour, *, female, *, 39261
38 - 46, *, pre-university, married, manual-labour, *, female, *, 63339
38 - 46, *, pre-university, married, manual-labour, *, female, *, 77380
38 - 46, *, pre-university, married, manual-labour, *, female, *, 59057
38 - 46, *, pre-university, married, manual-labour, *, female, *, 43782
38 - 46, *, pre-university, married, manual-labour, *, female, *, 98576
38 - 46, *, pre-university, married, manual-labour, *, female, *, 73439
38 - 46, *, pre-university, married, manual-labour, *, female, *, 64762
38 - 46, *, pre-university, married, manual-labour, *, female, *, 55613
38 - 46, *, pre-university, married, manual-labour, *, female, *, 94042
38 - 46, *, pre-university, married, manual-labour, *, female, *, 78465
38 - 46, *, pre-university, married, manual-labour, *, female, *, 54226
38 - 46, *, pre-university, married, manual-labour, *, female, *, 91758
38 - 46, *, pre-university, married, manual-labour, *, female, *, 65327
38 - 46, *, pre-university, married, manual-labour, *, female, *, 35776
38 - 46, *, pre-university, married, manual-labour, *, female, *, 50228
38 - 46, *, pre-university, married, manual-labour, *, female, *, 41574
38 - 46, *, pre-university, married, manual-labour, *, female, *, 70710
38 - 46, *, pre-university, married, manual-labour, *, female, *, 70654
38 - 46, *, pre-university, married, manual-labour, *, female, *, 53135
38 - 46, *, pre-university, married, manual-labour, *, female, *, 83810
38 - 46, *, pre-university, married, manual-labour, *, female, *, 57700
38 - 46, *, pre-university, married, manual-labour, *, female, *, 85936
38 - 46, *, pre-university, married, manual-labour, *, female, *, 88225
38 - 46, *, pre-university, married, manual-labour, *, female, *, 61424
38 - 46, *, pre-university, married, manual-labour, *, female, *, 78321
38 - 46, *, pre-university, married, manual-labour, *, female, *, 55791
38 - 46, *, pre-university, married, manual-labour, *, female, *, 78982
38 - 46, *, pre-university, married, manual-labour, *, female, *, 80652
38 - 46, *, pre-university, married, manual-labour, *, female, *, 96420
38 - 46, *, pre-university, married, manual-labour, *, female, *, 54318
38 - 46, *, pre-university, married, manual-labour, *, female, *, 83711
38 - 46, *, pre-university, married, manual-labour, *, female, *, 76136
38 - 46, *, pre-university, married, manual-labour, *, female, *, 70662
38 - 46, *, pre-university, married, manual-labour, *, female, *, 54263
38 - 46, *, pre-university, married, manual-labour, *, female, *, 77101
38 - 46, *, pre-university, married, manual-labour, *, female, *, 52290
38 - 46, *, pre-university, married, manual-labour, *, female, *, 84683
38 - 46, *, pre-university, married, manual-labour, *, female, *, 69641
38 - 46, *, pre-university, married, manual-labour, *, female, *, 60823
38 - 46, *, pre-university, married, manual-labour, *, female, *, 90068
38 - 46, *, pre-university, married, manual-labour, *, female, *, 47083
38 - 46, *, pre-university, married, manual-labour, *, female, *, 50695
38 - 46, *, pre-university, married, manual-labour, *, female, *, 69087
38 - 46, *, pre-university, married, manual-labour, *, female, *, 69791
38 - 46, *, pre-university, married, manual-labour, *, female, *, 75004
47 - 69, *, pre-university, married, manual-labour, *, female, *, 47646
47 - 69, *, pre-university, married, manual-labour, *, female, *, 83982
47 - 69, *, pre-university, married, manual-labour, *, female, *, 54309
47 - 69, *, pre-university, married, manual-labour, *, female, *, 47514
47 - 69, *, pre-university, married, manual-labour, *, female, *, 61918
47 - 69, *, pre-university, married, manual-labour, *, female, *, 44407
47 - 69, *, pre-university, married, manual-labour, *, female, *, 79810
47 - 69, *, pre-university, married, manual-labour, *, female, *, 49294
47 - 69, *, pre-university, married, manual-labour, *, female, *, 82269
47 - 69, *, pre-university, married, manual-labour, *, female, *, 66726
47 - 69, *, pre-university, married, manual-labour, *, female, *, 79727
47 - 69, *, pre-university, married, manual-labour, *, female, *, 59270
47 - 69, *, pre-university, married, manual-labour, *, female, *, 75344
47 - 69, *, pre-university, married, manual-labour, *, female, *, 88880
47 - 69, *, pre-university, married, manual-labour, *, female, *, 94713
47 - 69, *, pre-university, married, manual-labour, *, female, *, 68202
47 - 69, *, pre-university, married, manual-labour, *, female, *, 77835
47 - 69, *, pre-university, married, manual-labour, *, female, *, 44053
47 - 69, *, pre-university, married, manual-labour, *, female, *, 56709
47 - 69, *, pre-university, married, manual-labour, *, female, *, 85100
47 - 69, *, pre-university, married, manual-labour, *, female, *, 86958
47 - 69, *, pre-university, married, manual-labour, *, female, *, 48276
47 - 69, *, pre-university, married, manual-labour, *, female, *, 80830
47 - 69, *, pre-university, married, manual-labour, *, female, *, 74936
47 - 69, *, pre-university, married, manual-labour, *, female, *, 52125
47 - 69, *, pre-university, married, manual-labour, *, female, *, 70165
47 - 69, *, pre-university, married, manual-labour, *, female, *, 66588
47 - 69, *, pre-university, married, manual-labour, *, female, *, 79338
47 - 69, *, pre-university, married, manual-labour, *, female, *, 55118
47 - 69, *, pre-university, married, manual-labour, *, female, *, 70875
47 - 69, *, pre-university, married, manual-labour, *, female, *, 61236
47 - 69, *, pre-university, married, manual-labour, *, female, *, 37197
47 - 69, *, pre-university, married, manual-labour, *, female, *, 69593
47 - 69, *, pre-university, married, manual-labour, *, female, *, 74842
47 - 69, *, pre-university, married, manual-labour, *, female, *, 36527
47 - 69, *, pre-university, married, manual-labour, *, female, *, 91163
47 - 69, *, pre-university, married, manual-labour, *, female, *, 57092
47 - 69, *, pre-university, married, manual-labour, *, female, *, 35607
47 - 69, *, pre-university, married, manual-labour, *, female, *, 80615
47 - 69, *, pre-university, married, manual-labour, *, female, *, 85753
47 - 69, *, pre-university, married, manual-labour, *, female, *, 70252
47 - 69, *, pre-university, married, manual-labour, *, female, *, 63179
47 - 69, *, pre-university, married, manual-labour, *, female, *, 79292
47 - 69, *, pre-university, married, manual-labour, *, female, *, 65712
47 - 69, *, pre-university, married, manual-labour, *, female, *, 68531
47 - 69, *, pre-university, married, manual-labour, *, female, *, 74160
47 - 69, *, pre-university, married, manual-labour, *, female, *, 42772
38 - 48, government, pre-university, married, professional, *, *, *, 90707
38 - 48, government, pre-university, married, professional, *, *, *, 53696
38 - 48, government, pre-university, married, professional, *, *, *, 96618
38 - 48, government, pre-university, married, professional, *, *, *, 78020
38 - 48, government, pre-university, married, professional, *, *, *, 62607
38 - 48, government, pre-university, married, professional, *, *, *, 47968
38 - 48, government, pre-university, married, professional, *, *, *, 88189
38 - 48, government, pre-university, married, professional, *, *, *, 68440
38 - 48, government, pre-university, married, professional, *, *, *, 60596
38 - 48, government, pre-university, married, professional, *, *, *, 92541
38 - 48, government, pre-university, married, professional, *, *, *, 40239
38 - 48, government, pre-university, married, professional, *, *, *, 43928
38 - 48, government, pre-university, married, professional, *, *, *, 56414
38 - 48, government, pre-university, married, professional, *, *, *, 71577
38 - 48, government, pre-university, married, professional, *, *, *, 75923
38 - 48, government, pre-university, married, professional, *, *, *, 72662
38 - 48, government, pre-university, married, professional, *, *, *, 74936
38 - 48, government, pre-university, married, professional, *, *, *, 98874
38 - 48, government, pre-university, married, professional, *, *, *, 74646
38 - 48, government, pre-university, married, professional, *, *, *, 89831
38 - 48, government, pre-university, married, professional, *, *, *, 93894
38 - 48, government, pre-university, married, professional, *, *, *, 80846
38 - 48, government, pre-university, married, professional, *, *, *, 49004
38 - 48, government, pre-university, married, professional, *, *, *, 51520
38 - 48, government, pre-university, married, professional, *, *, *, 43224
38 - 48, government, pre-university, married, professional, *, *, *, 64755
38 - 48, government, pre-university, married, professional, *, *, *, 89803
38 - 48, government, pre-university, married, professional, *, *, *, 84990
38 - 48, government, pre-university, married, professional, *, *, *, 70888
38 - 48, government, pre-university, married, professional, *, *, *, 87299
38 - 48, government, pre-university, married, professional, *, *, *, 92411
38 - 48, government, pre-university, married, professional, *, *, *, 73988
38 - 48, government, pre-university, married, professional, *, *, *, 94516
38 - 48, government, pre-university, married, professional, *, *, *, 75513
38 - 48, government, pre-university, married, professional, *, *, *, 39749
38 - 48, government, pre-university, married, professional, *, *, *, 39706
38 - 48, government, pre-university, married, professional, *, *, *, 77760
38 - 48, government, pre-university, married, professional, *, *, *, 93161
38 - 48, government, pre-university, married, professional, *, *, *, 86353
38 - 48, government, pre-university, married, professional, *, *, *, 67719
38 - 48, government, pre-university, married, professional, *, *, *, 68961
38 - 48, government, pre-university, married, professional, *, *, *, 41913
38 - 48, government, pre-university, married, professional, *, *, *, 48405
38 - 48, government, pre-university, married, professional, *, *, *, 59759
38 - 48, government, pre-university, married, professional, *, *, *, 62993
38 - 48, government, pre-university, married, professional, *, *, *, 68500
38 - 48, government, pre-university, married, professional, *, *, *, 45692
38 - 48, government, pre-university, married, professional, *, *, *, 64153
38 - 48, government, pre-university, married, professional, *, *, *, 45658
38 - 48, government, pre-university, married, professional, *, *, *, 90937
38 - 48, government, pre-university, married, professional, *, *, *, 78277
38 - 48, government, pre-university, married, professional, *, *, *, 63937
38 - 48, government, pre-university, married, professional, *, *, *, 94167
38 - 48, government, pre-university, married, professional, *, *, *, 47879
38 - 48, government, pre-university, married, professional, *, *, *, 49156
38 - 48, government, pre-university, married, professional, *, *, *, 47067
38 - 48, government, pre-university, married, professional, *, *, *, 58313
38 - 48, government, pre-university, married, professional, *, *, *, 87503
38 - 48, government, pre-university, married, professional, *, *, *, 83770
38 - 48, government, pre-university, married, professional, *, *, *, 55731
38 - 48, government, pre-university, married, professional, *, *, *, 70132
38 - 48, government, pre-university, married, professional, *, *, *, 91601
38 - 48, government, pre-university, married, professional, *, *, *, 54063
38 - 48, government, pre-university, married, professional, *, *, *, 81645
38 - 48, government, pre-university, married, professional, *, *, *, 69788
49 - 77, government, pre-university, married, professional, *, *, *, 41599
49 - 77, government, pre-university, married, professional, *, *, *, 49511
49 - 77, government, pre-university, married, professional, *, *, *, 45367
49 - 77, government, pre-university, married, professional, *, *, *, 86020
49 - 77, government, pre-university, married, professional, *, *, *, 72670
49 - 77, government, pre-university, married, professional, *, *, *, 63242
49 - 77, government, pre-university, married, professional, *, *, *, 69045
49 - 77, government, pre-university, married, professional, *, *, *, 67240
49 - 77, government, pre-university, married, professional, *, *, *, 93341
49 - 77, government, pre-university, married, professional, *, *, *, 69772
49 - 77, government, pre-university, married, professional, *, *, *, 72465
49 - 77, government, pre-university, married, professional, *, *, *, 99580
49 - 77, government, pre-university, married, professional, *, *, *, 90017
49 - 77, government, pre-university, married, professional, *, *, *, 88049
49 - 77, government, pre-university, married, professional, *, *, *, 84475
49 - 77, government, pre-university, married, professional, *, *, *, 73420
49 - 77, government, pre-university, married, professional, *, *, *, 92642
49 - 77, government, pre-university, married, professional, *, *, *, 91015
49 - 77, government, pre-university, married, professional, *, *, *, 54498
49 - 77, government, pre-university, married, professional, *, *, *, 65772
49 - 77, government, pre-university, married, professional, *, *, *, 54063
49 - 77, government, pre-university, married, professional, *, *, *, 74199
49 - 77, government, pre-university, married, professional, *, *, *, 35967
49 - 77, government, pre-university, married, professional, *, *, *, 70360
49 - 77, government, pre-university, married, professional, *, *, *, 65174
49 - 77, government, pre-university, married, professional, *, *, *, 80723
49 - 77, government, pre-university, married, professional, *, *, *, 35098
49 - 77, government, pre-university, married, professional, *, *, *, 84298
49 - 77, government, pre-university, married, professional, *, *, *, 50861
49 - 77, government, pre-university, married, professional, *, *, *, 47685
49 - 77, government, pre-university, married, professional, *, *, *, 61164
49 - 77, government, pre-university, married, professional, *, *, *, 81671
49 - 77, government, pre-university, married, professional, *, *, *, 53909
49 - 77, government, pre-university, married, professional, *, *, *, 83148
49 - 77, government, pre-university, married, professional, *, *, *, 92760
49 - 77, government, pre-university, married, professional, *, *, *, 69945
49 - 77, government, pre-university, married, professional, *, *, *, 82100
49 - 77, government, pre-university, married, professional, *, *, *, 91434
49 - 77, government, pre-university, married, professional, *, *, *, 99758
49 - 77, government, pre-university, married, professional, *, *, *, 78254
49 - 77, government, pre-university, married, professional, *, *, *, 76322
49 - 77, government, pre-university, married, professional, *, *, *, 41333
49 - 77, government, pre-university, married, professional, *, *, *, 42523
49 - 77, government, pre-university, married, professional, *, *, *, 89151
49 - 77, government, pre-university, married, professional, *, *, *, 47554
49 - 77, government, pre-university, married, professional, *, *, *, 76793
49 - 77, government, pre-university, married, professional, *, *, *, 59699
49 - 77, government, pre-university, married, professional, *, *, *, 73541
49 - 77, government, pre-university, married, professional, *, *, *, 47902
49 - 77, government, pre-university, married, professional, *, *, *, 77792
49 - 77, government, pre-university, married, professional, *, *, *, 44280
49 - 77, government, pre-university, married, professional, *, *, *, 61330
49 - 77, government, pre-university, married, professional, *, *, *, 49400
49 - 77, government, pre-university, married, professional, *, *, *, 60597
49 - 77, government, pre-university, married, professional, *, *, *, 49911
49 - 77, government, pre-university, married, professional, *, *, *, 92434
49 - 77, government, pre-university, married, professional, *, *, *, 78369
49 - 77, government, pre-university, married, professional, *, *, *, 79761
49 - 77, government, pre-university, married, professional, *, *, *, 45563
49 - 77, government, pre-university, married, professional, *, *, *, 73253
49 - 77, government, pre-university, married, professional, *, *, *, 50919
49 - 77, government, pre-university, married, professional, *, *, *, 61599
49 - 77, government, pre-university, married, professional, *, *, *, 66885
49 - 77, government, pre-university, married, professional, *, *, *, 61923
49 - 77, government, pre-university, married, professional, *, *, *, 61549
38 - 43, private, hs-grad, married, professional, *, male, *, 44236
38 - 43, private, hs-grad, married, professional, *, male, *, 73097
38 - 43, private, hs-grad, married, professional, *, male, *, 67606
38 - 43, private, hs-grad, married, professional, *, male, *, 55754
38 - 43, private, hs-grad, married, professional, *, male, *, 48933
38 - 43, private, hs-grad, married, professional, *, male, *, 43575
38 - 43, private, hs-grad, married, professional, *, male, *, 54755
38 - 43, private, hs-grad, married, professional, *, male, *, 92032
38 - 43, private, hs-grad, married, professional, *, male, *, 49326
38 - 43, private, hs-grad, married, professional, *, male, *, 71897
38 - 43, private, hs-grad, married, professional, *, male, *, 60102
38 - 43, private, hs-grad, married, professional, *, male, *, 35480
38 - 43, private, hs-grad, married, professional, *, male, *, 61664
38 - 43, private, hs-grad, married, professional, *, male, *, 36178
38 - 43, private, hs-grad, married, professional, *, male, *, 85746
38 - 43, private, hs-grad, married, professional, *, male, *, 67991
38 - 43, private, hs-grad, married, professional, *, male, *, 87251
38 - 43, private, hs-grad, married, professional, *, male, *, 48951
38 - 43, private, hs-grad, married, professional, *, male, *, 80286
38 - 43, private, hs-grad, married, professional, *, male, *, 39522
38 - 43, private, hs-grad, married, professional, *, male, *, 74190
38 - 43, private, hs-grad, married, professional, *, male, *, 74701
38 - 43, private, hs-grad, married, professional, *, male, *, 85851
38 - 43, private, hs-grad, married, professional, *, male, *, 69134
38 - 43, private, hs-grad, married, professional, *, male, *, 88253
38 - 43, private, hs-grad, married, professional, *, male, *, 75487
38 - 43, private, hs-grad, married, professional, *, male, *, 41778
38 - 43, private, hs-grad, married, professional, *, male, *, 71741
38 - 43, private, hs-grad, married, professional, *, male, *, 85072
38 - 43, private, hs-grad, married, professional, *, male, *, 76432
38 - 43, private, hs-grad, married, professional, *, male, *, 40989
38 - 43, private, hs-grad, married, professional, *, male, *, 85549
38 - 43, private, hs-grad, married, professional, *, male, *, 42012
38 - 43, private, hs-grad, married, professional, *, male, *, 57080
38 - 43, private, hs-grad, married, professional, *, male, *, 77513
38 - 43, private, hs-grad, married, professional, *, male, *, 93477
38 - 43, private, hs-grad, married, professional, *, male, *, 38440
38 - 43, private, hs-grad, married, professional, *, male, *, 42295
38 - 43, private, hs-grad, married, professional, *, male, *, 61691
38 - 43, private, hs-grad, married, professional, *, male, *, 91156
38 - 43, private, hs-grad, married, professional, *, male, *, 51529
38 - 43, private, hs-grad, married, professional, *, male, *, 86946
38 - 43, private, hs-grad, married, professional, *, male, *, 55018
38 - 43, private, hs-grad, married, professional, *, male, *, 86132
38 - 43, private, hs-grad, married, professional, *, male, *, 77614
38 - 43, private, hs-grad, married, professional, *, male, *, 52808
38 - 43, private, hs-grad, married, professional, *, male, *, 53577
38 - 43, private, hs-grad, married, professional, *, male, *, 62830
38 - 43, private, hs-grad, married, professional, *, male, *, 85408
38 - 43, private, hs-grad, married, professional, *, male, *, 57709
38 - 43, private, hs-grad, married, professional, *, male, *, 73353
38 - 43, private, hs-grad, married, professional, *, male, *, 35219
38 - 43, private, hs-grad, married, professional, *, male, *, 37649
38 - 43, private, hs-grad, married, professional, *, male, *, 57127
38 - 43, private, hs-grad, married, professional, *, male, *, 83724
38 - 43, private, hs-grad, married, professional, *, male, *, 49506
38 - 43, private, some-college, married, professional, *, male, *, 64763
38 - 43, private, some-college, married, professional, *, male, *, 57677
38 - 43, private, some-college, married, professional, *, male, *, 66788
38 - 43, private, some-college, married, professional, *, male, *, 42783
38 - 43, private, some-college, married, professional, *, male, *, 70738
38 - 43, private, some-college, married, professional, *, male, *, 93873
38 - 43, private, some-college, married, professional, *, male, *, 74561
38 - 43, private, some-college, married, professional, *, male, *, 95773
38 - 43, private, some-college, married, professional, *, male, *, 93293
38 - 43, private, some-college, married, professional, *, male, *, 65166
38 - 43, private, some-college, married, professional, *, male, *, 47038
38 - 43, private, some-college, married, professional, *, male, *, 47211
38 - 43, private, some-college, married, professional, *, male, *, 99483
38 - 43, private, some-college, married, professional, *, male, *, 74863
38 - 43, private, some-college, married, professional, *, male, *, 44489
38 - 43, private, some-college, married, professional, *, male, *, 57138
38 - 43, private, some-college, married, professional, *, male, *, 49882
38 - 43, private, some-college, married, professional, *, male, *, 84134
38 - 43, private, some-college, married, professional, *, male, *, 91258
38 - 43, private, some-college, married, professional, *, male, *, 59064
38 - 43, private, some-college, married, professional, *, male, *, 98658
38 - 43, private, some-college, married, professional, *, male, *, 94148
38 - 43, private, some-college, married, professional, *, male, *, 94934
38 - 43, private, some-college, married, professional, *, male, *, 83942
38 - 43, private, some-college, married, professional, *, male, *, 76495
38 - 43, private, some-college, married, professional, *, male, *, 70788
38 - 43, private, some-college, married, professional, *, male, *, 50573
38 - 43, private, some-college, married, professional, *, male, *, 43084
38 - 43, private, some-college, married, professional, *, male, *, 50633
38 - 43, private, some-college, married, professional, *, male, *, 47550
38 - 43, private, some-college, married, professional, *, male, *, 91437
38 - 43, private, some-college, married, professional, *, male, *, 88875
38 - 43, private, some-college, married, professional, *, male, *, 61540
38 - 43, private, some-college, married, professional, *, male, *, 90617
38 - 43, private, some-college, married, professional, *, male, *, 83517
38 - 43, private, some-college, married, professional, *, male, *, 42798
38 - 43, private, some-college, married, professional, *, male, *, 83148
38 - 43, private, some-college, married, professional, *, male, *, 63296
38 - 43, private, some-college, married, professional, *, male, *, 69251
38 - 43, private, some-college, married, professional, *, male, *, 91917
38 - 43, private, some-college, married, professional, *, male, *, 40596
38 - 43, private, some-college, married, professional, *, male, *, 40301
38 - 43, private, some-college, married, professional, *, male, *, 52358
38 - 43, private, some-college, married, professional, *, male, *, 71341
38 - 43, private, some-college, married, professional, *, male, *, 56559
38 - 43, private, some-college, married, professional, *, male, *, 99783
38 - 43, private, some-college, married, professional, *, male, *, 78742
38 - 43, private, some-college, married, professional, *, male, *, 42161
38 - 43, private, some-college, married, professional, *, male, *, 88538
38 - 43, private, some-college, married, professional, *, male, *, 66551
38 - 43, private, some-college, married, professional, *, male, *, 63482
38 - 43, private, some-college, married, professional, *, male, *, 47140
38 - 43, private, some-college, married, professional, *, male, *, 69237
38 - 43, private, some-college, married, professional, *, male, *, 49619
38 - 43, private, some-college, married, professional, *, male, *, 47174
38 - 43, private, some-college, married, professional, *, male, *, 97399
38 - 43, private, some-college, married, professional, *, male, *, 67988
38 - 43, private, some-college, married, professional, *, male, *, 91001
38 - 43, private, some-college, married, professional, *, male, *, 54190
38 - 43, private, some-college, married, professional, *, male, *, 76800
38 - 43, private, some-college, married, professional, *, male, *, 60456
38 - 43, private, some-college, married, professional, *, male, *, 66996
38 - 43, private, some-college, married, professional, *, male, *, 94722
38 - 43, private, some-college, married, professional, *, male, *, 90105
38 - 43, private, some-college, married, professional, *, male, *, 58530
38 - 43, private, some-college, married, professional, *, male, *, 74413
44 - 49, private, pre-university, married, professional, *, male, *, 87105
44 - 49, private, pre-university, married, professional, *, male, *, 61184
44 - 49, private, pre-university, married, professional, *, male, *, 89240
44 - 49, private, pre-university, married, professional, *, male, *, 57411
44 - 49, private, pre-university, married, professional, *, male, *, 95721
44 - 49, private, pre-university, married, professional, *, male, *, 62838
44 - 49, private, pre-university, married, professional, *, male, *, 36617
44 - 49, private, pre-university, married, professional, *, male, *, 40691
44 - 49, private, pre-university, married, professional, *, male, *, 50213
44 - 49, private, pre-university, married, professional, *, male, *, 89692
44 - 49, private, pre-university, married, professional, *, male, *, 83586
44 - 49, private, pre-university, married, professional, *, male, *, 72440
44 - 49, private, pre-university, married, professional, *, male, *, 78157
44 - 49, private, pre-university, married, professional, *, male, *, 50942
44 - 49, private, pre-university, married, professional, *, male, *, 54610
44 - 49, private, pre-university, married, professional, *, male, *, 50043
44 - 49, private, pre-university, married, professional, *, male, *, 66473
44 - 49, private, pre-university, married, professional, *, male, *, 70788
44 - 49, private, pre-university, married, professional, *, male, *, 45119
44 - 49, private, pre-university, married, professional, *, male, *, 51123
44 - 49, private, pre-university, married, professional, *, male, *, 90185
44 - 49, private, pre-university, married, professional, *, male, *, 46776
44 - 49, private, pre-university, married, professional, *, male, *, 83627
44 - 49, private, pre-university, married, professional, *, male, *, 93490
44 - 49, private, pre-university, married, professional, *, male, *, 88748
44 - 49, private, pre-university, married, professional, *, male, *, 83071
44 - 49, private, pre-university, married, professional, *, male, *, 58544
44 - 49, private, pre-university, married, professional, *, male, *, 84649
44 - 49, private, pre-university, married, professional, *, male, *, 87127
44 - 49, private, pre-university, married, professional, *, male, *, 73560
44 - 49, private, pre-university, married, professional, *, male, *, 78106
44 - 49, private, pre-university, married, professional, *, male, *, 49575
44 - 49, private, pre-university, married, professional, *, male, *, 46221
44 - 49, private, pre-university, married, professional, *, male, *, 49152
44 - 49, private, pre-university, married, professional, *, male, *, 80279
44 - 49, private, pre-university, married, professional, *, male, *, 75335
44 - 49, private, pre-university, married, professional, *, male, *, 89437
44 - 49, private, pre-university, married, professional, *, male, *, 58001
44 - 49, private, pre-university, married, professional, *, male, *, 77873
44 - 49, private, pre-university, married, professional, *, male, *, 78401
44 - 49, private, pre-university, married, professional, *, male, *, 92434
44 - 49, private, pre-university, married, professional, *, male, *, 71845
44 - 49, private, pre-university, married, professional, *, male, *, 59465
44 - 49, private, pre-university, married, professional, *, male, *, 74273
44 - 49, private, pre-university, married, professional, *, male, *, 42269
44 - 49, private, pre-university, married, professional, *, male, *, 53296
44 - 49, private, pre-university, married, professional, *, male, *, 73561
44 - 49, private, pre-university, married, professional, *, male, *, 69785
44 - 49, private, pre-university, married, professional, *, male, *, 86019
44 - 49, private, pre-university, married, professional, *, male, *, 38695
44 - 49, private, pre-university, married, professional, *, male, *, 98523
44 - 49, private, pre-university, married, professional, *, male, *, 51516
44 - 49, private, pre-university, married, professional, *, male, *, 63546
44 - 49, private, pre-university, married, professional, *, male, *, 67364
44 - 49, private, pre-university, married, professional, *, male, *, 60829
44 - 49, private, pre-university, married, professional, *, male, *, 93463
44 - 49, private, pre-university, married, professional, *, male, *, 74155
44 - 49, private, pre-university, married, professional, *, male, *, 71661
44 - 49, private, pre-university, married, professional, *, male, *, 57078
44 - 49, private, pre-university, married, professional, *, male, *, 58891
44 - 49, private, pre-university, married, professional, *, male, *, 56984
44 - 49, private, pre-university, married, professional, *, male, *, 82915
44 - 49, private, pre-university, married, professional, *, male, *, 54422
44 - 49, private, pre-university, married, professional, *, male, *, 63993
44 - 49, private, pre-university, married, professional, *, male, *, 65354
44 - 49, private, pre-university, married, professional, *, male, *, 85791
44 - 49, private, pre-university, married, professional, *, male, *, 49590
44 - 49, private, pre-university, married, professional, *, male, *, 53872
44 - 49, private, pre-university, married, professional, *, male, *, 44863
44 - 49, private, pre-university, married, professional, *, male, *, 53343
44 - 49, private, pre-university, married, professional, *, male, *, 46883
44 - 49, private, pre-university, married, professional, *, male, *, 56390
44 - 49, private, pre-university, married, professional, *, male, *, 86187
44 - 49, private, pre-university, married, professional, *, male, *, 89382
44 - 49, private, pre-university, married, professional, *, male, *, 83240
44 - 49, private, pre-university, married, professional, *, male, *, 68250
44 - 49, private, pre-university, married, professional, *, male, *, 97731
44 - 49, private, pre-university, married, professional, *, male, *, 65315
44 - 49, private, pre-university, married, professional, *, male, *, 59631
44 - 49, private, pre-university, married, professional, *, male, *, 64624
44 - 49, private, pre-university, married, professional, *, male, *, 60064
44 - 49, private, pre-university, married, professional, *, male, *, 52915
44 - 49, private, pre-university, married, professional, *, male, *, 40731
44 - 49, private, pre-university, married, professional, *, male, *, 73234
44 - 49, private, pre-university, married, professional, *, male, *, 68794
44 - 49, private, pre-university, married, professional, *, male, *, 51526
44 - 49, private, pre-university, married, professional, *, male, *, 44616
44 - 49, private, pre-university, married, professional, *, male, *, 53222
38 - 49, self-emp-inc, pre-university, married, professional, *, male, *, 43946
38 - 49, self-emp-inc, pre-university, married, professional, *, male, *, 83961
38 - 49, self-emp-inc, pre-university, married, professional, *, male, *, 90453
