17 - 24, *, *, married, *, *, male, *, 76623
38 - 90, *, pre-primary, *, *, *, *, *, 9677
38 - 90, *, pre-primary, *, *, *, *, *, 15300
38 - 90, *, pre-primary, *, *, *, *, *, 7495
38 - 90, *, pre-primary, *, *, *, *, *, 16790
38 - 90, *, pre-primary, *, *, *, *, *, 8724
38 - 90, *, pre-primary, *, *, *, *, *, 9392
38 - 90, *, pre-primary, *, *, *, *, *, 11082
38 - 90, *, pre-primary, *, *, *, *, *, 5622
38 - 90, *, pre-primary, *, *, *, *, *, 10445
38 - 90, *, pre-primary, *, *, *, *, *, 5345
38 - 90, *, pre-primary, *, *, *, *, *, 12680
38 - 90, *, pre-primary, *, *, *, *, *, 11188
38 - 90, *, pre-primary, *, *, *, *, *, 5463
38 - 90, *, pre-primary, *, *, *, *, *, 19902
38 - 90, *, pre-primary, *, *, *, *, *, 11840
38 - 90, *, pre-primary, *, *, *, *, *, 17136
38 - 90, *, pre-primary, *, *, *, *, *, 17011
38 - 90, *, pre-primary, *, *, *, *, *, 10282
38 - 90, *, pre-primary, *, *, *, *, *, 10797
38 - 90, *, pre-primary, *, *, *, *, *, 17058
38 - 90, *, pre-primary, *, *, *, *, *, 18184
38 - 90, *, pre-primary, *, *, *, *, *, 8345
38 - 90, *, pre-primary, *, *, *, *, *, 5226
38 - 90, *, pre-primary, *, *, *, *, *, 11903
38 - 90, *, pre-primary, *, *, *, *, *, 6311
38 - 90, *, pre-primary, *, *, *, *, *, 11163
38 - 90, *, pre-primary, *, *, *, *, *, 12169
38 - 90, *, pre-primary, *, *, *, *, *, 8274
38 - 90, *, pre-primary, *, *, *, *, *, 15132
38 - 90, *, pre-primary, *, *, *, *, *, 12529
38 - 90, *, pre-primary, *, *, *, *, *, 14002
38 - 90, *, pre-primary, *, *, *, *, *, 6673
38 - 90, *, pre-primary, *, *, *, *, *, 6389
38 - 90, *, pre-primary, *, *, *, *, *, 10353
38 - 90, *, pre-primary, *, *, *, *, *, 7624
38 - 90, *, pre-primary, *, *, *, *, *, 6098
38 - 90, *, pre-primary, *, *, *, *, *, 5605
38 - 90, *, pre-primary, *, *, *, *, *, 10048
38 - 90, *, pre-primary, *, *, *, *, *, 15053
38 - 90, *, pre-primary, *, *, *, *, *, 5511
38 - 90, *, pre-primary, *, *, *, *, *, 8461
38 - 90, *, pre-primary, *, *, *, *, *, 6313
38 - 90, *, pre-primary, *, *, *, *, *, 13644
38 - 90, *, pre-primary, *, *, *, *, *, 15016
38 - 90, *, pre-primary, *, *, *, *, *, 17876
38 - 90, *, pre-primary, *, *, *, *, *, 8864
38 - 90, *, pre-primary, *, *, *, *, *, 19366
38 - 90, *, pre-primary, *, *, *, *, *, 16804
38 - 90, *, pre-primary, *, *, *, *, *, 10488
38 - 90, *, pre-primary, *, *, *, *, *, 17810
38 - 90, *, pre-primary, *, *, *, *, *, 16167
38 - 90, *, pre-primary, *, *, *, *, *, 18234
38 - 90, *, pre-primary, *, *, *, *, *, 10403
38 - 90, *, pre-primary, *, *, *, *, *, 5205
38 - 90, *, pre-primary, *, *, *, *, *, 9922
38 - 90, *, pre-primary, *, *, *, *, *, 15857
38 - 90, *, pre-primary, *, *, *, *, *, 14259
38 - 90, *, pre-primary, *, *, *, *, *, 19047
38 - 90, *, pre-primary, *, *, *, *, *, 15833
38 - 90, *, pre-primary, *, *, *, *, *, 9927
38 - 90, *, pre-primary, *, *, *, *, *, 17092
38 - 90, *, pre-primary, *, *, *, *, *, 19019
38 - 90, *, pre-primary, *, *, *, *, *, 12951
38 - 90, *, pre-primary, *, *, *, *, *, 13291
38 - 90, *, pre-primary, *, *, *, *, *, 12752
38 - 90, *, pre-primary, *, *, *, *, *, 19988
38 - 90, *, pre-primary, *, *, *, *, *, 8874
38 - 90, *, pre-primary, *, *, *, *, *, 13881
38 - 90, *, pre-primary, *, *, *, *, *, 17635
38 - 90, *, pre-primary, *, *, *, *, *, 12552
38 - 90, *, pre-primary, *, *, *, *, *, 7419
38 - 90, *, pre-primary, *, *, *, *, *, 12342
38 - 90, *, pre-primary, *, *, *, *, *, 5604
38 - 90, *, pre-primary, *, *, *, *, *, 15646
38 - 90, *, pre-primary, *, *, *, *, *, 15920
38 - 90, *, pre-primary, *, *, *, *, *, 12732
38 - 90, *, pre-primary, *, *, *, *, *, 18010
38 - 90, *, pre-primary, *, *, *, *, *, 18449
38 - 90, *, pre-primary, *, *, *, *, *, 16786
38 - 90, *, pre-primary, *, *, *, *, *, 13635
38 - 90, *, pre-primary, *, *, *, *, *, 17728
38 - 90, *, pre-primary, *, *, *, *, *, 6594
38 - 90, *, pre-primary, *, *, *, *, *, 9807
38 - 90, *, pre-primary, *, *, *, *, *, 14989
38 - 90, *, pre-primary, *, *, *, *, *, 14496
38 - 90, *, pre-primary, *, *, *, *, *, 14177
38 - 90, *, pre-primary, *, *, *, *, *, 8800
38 - 90, *, pre-primary, *, *, *, *, *, 16641
38 - 90, *, pre-primary, *, *, *, *, *, 8308
38 - 90, *, pre-primary, *, *, *, *, *, 12091
38 - 90, *, pre-primary, *, *, *, *, *, 14003
38 - 90, *, pre-primary, *, *, *, *, *, 6903
38 - 90, *, pre-primary, *, *, *, *, *, 15489
38 - 90, *, pre-primary, *, *, *, *, *, 11947
38 - 90, *, pre-primary, *, *, *, *, *, 6564
38 - 90, *, pre-primary, *, *, *, *, *, 16216
38 - 90, *, pre-primary, *, *, *, *, *, 8620
38 - 90, *, pre-primary, *, *, *, *, *, 9444
38 - 90, *, pre-primary, *, *, *, *, *, 17762
38 - 90, *, pre-primary, *, *, *, *, *, 18352
38 - 90, *, pre-primary, *, *, *, *, *, 19348
38 - 90, *, pre-primary, *, *, *, *, *, 10669
38 - 90, *, pre-primary, *, *, *, *, *, 19795
38 - 90, *, pre-primary, *, *, *, *, *, 13407
38 - 90, *, pre-primary, *, *, *, *, *, 8716
38 - 90, *, pre-primary, *, *, *, *, *, 9627
38 - 90, *, pre-primary, *, *, *, *, *, 11994
38 - 90, *, pre-primary, *, *, *, *, *, 15461
38 - 90, *, pre-primary, *, *, *, *, *, 13596
38 - 90, *, pre-primary, *, *, *, *, *, 8096
38 - 90, *, pre-primary, *, *, *, *, *, 7932
38 - 90, *, pre-primary, *, *, *, *, *, 19806
38 - 90, *, pre-primary, *, *, *, *, *, 5854
38 - 90, *, pre-primary, *, *, *, *, *, 9689
38 - 90, *, pre-primary, *, *, *, *, *, 17625
38 - 90, *, pre-primary, *, *, *, *, *, 13477
38 - 90, *, pre-primary, *, *, *, *, *, 19667
38 - 90, *, pre-primary, *, *, *, *, *, 12139
38 - 90, *, pre-primary, *, *, *, *, *, 11655
38 - 90, *, pre-primary, *, *, *, *, *, 12365
38 - 90, *, pre-primary, *, *, *, *, *, 17414
38 - 90, *, pre-primary, *, *, *, *, *, 9930
38 - 90, *, pre-primary, *, *, *, *, *, 6202
38 - 90, *, pre-primary, *, *, *, *, *, 13163
38 - 90, *, pre-primary, *, *, *, *, *, 8428
38 - 90, *, pre-primary, *, *, *, *, *, 14087
38 - 90, *, pre-primary, *, *, *, *, *, 9751
38 - 90, *, pre-primary, *, *, *, *, *, 9005
38 - 90, *, pre-primary, *, *, *, *, *, 5788
38 - 90, *, pre-primary, *, *, *, *, *, 5586
38 - 90, *, pre-primary, *, *, *, *, *, 19185
38 - 90, *, pre-primary, *, *, *, *, *, 15411
38 - 90, *, pre-primary, *, *, *, *, *, 5022
38 - 90, *, pre-primary, *, *, *, *, *, 7128
38 - 90, *, pre-primary, *, *, *, *, *, 14868
38 - 90, *, pre-primary, *, *, *, *, *, 19740
38 - 90, *, pre-primary, *, *, *, *, *, 19986
38 - 90, *, pre-primary, *, *, *, *, *, 16431
38 - 90, *, pre-primary, *, *, *, *, *, 6086
38 - 90, *, pre-primary, *, *, *, *, *, 14281
38 - 90, *, pre-primary, *, *, *, *, *, 7478
38 - 90, *, pre-primary, *, *, *, *, *, 12323
38 - 90, *, pre-primary, *, *, *, *, *, 9512
38 - 90, *, pre-primary, *, *, *, *, *, 16295
38 - 90, *, pre-primary, *, *, *, *, *, 5046
38 - 90, *, pre-primary, *, *, *, *, *, 14063
38 - 90, *, pre-primary, *, *, *, *, *, 10153
38 - 90, *, pre-primary, *, *, *, *, *, 5922
38 - 90, *, pre-primary, *, *, *, *, *, 17280
38 - 90, *, pre-primary, *, *, *, *, *, 19769
38 - 90, *, pre-primary, *, *, *, *, *, 17429
38 - 90, *, pre-primary, *, *, *, *, *, 16921
38 - 90, *, pre-primary, *, *, *, *, *, 5032
38 - 90, *, pre-primary, *, *, *, *, *, 12948
38 - 90, *, pre-primary, *, *, *, *, *, 10283
38 - 90, *, pre-primary, *, *, *, *, *, 9968
38 - 90, *, pre-primary, *, *, *, *, *, 8881
38 - 90, *, pre-primary, *, *, *, *, *, 12794
38 - 90, *, pre-primary, *, *, *, *, *, 10089
38 - 90, *, pre-primary, *, *, *, *, *, 12018
38 - 90, *, pre-primary, *, *, *, *, *, 12178
38 - 90, *, pre-primary, *, *, *, *, *, 9024
38 - 90, *, pre-primary, *, *, *, *, *, 14633
38 - 90, *, pre-primary, *, *, *, *, *, 17472
38 - 90, *, pre-primary, *, *, *, *, *, 12327
38 - 90, *, pre-primary, *, *, *, *, *, 18570
38 - 90, *, pre-primary, *, *, *, *, *, 7612
38 - 90, *, pre-primary, *, *, *, *, *, 12286
38 - 90, *, pre-primary, *, *, *, *, *, 19002
38 - 90, *, pre-primary, *, *, *, *, *, 7235
38 - 90, *, pre-primary, *, *, *, *, *, 19612
38 - 90, *, pre-primary, *, *, *, *, *, 12938
38 - 90, *, pre-primary, *, *, *, *, *, 10127
38 - 90, *, pre-primary, *, *, *, *, *, 12272
38 - 90, *, pre-primary, *, *, *, *, *, 17782
38 - 90, *, pre-primary, *, *, *, *, *, 18172
38 - 90, *, pre-primary, *, *, *, *, *, 11126
38 - 90, *, pre-primary, *, *, *, *, *, 16703
38 - 90, *, pre-primary, *, *, *, *, *, 11497
38 - 90, *, pre-primary, *, *, *, *, *, 6525
38 - 90, *, pre-primary, *, *, *, *, *, 10971
38 - 90, *, pre-primary, *, *, *, *, *, 6626
38 - 90, *, pre-primary, *, *, *, *, *, 15811
38 - 90, *, pre-primary, *, *, *, *, *, 9318
38 - 90, *, pre-primary, *, *, *, *, *, 7176
38 - 90, *, pre-primary, *, *, *, *, *, 11445
38 - 90, *, pre-primary, *, *, *, *, *, 18202
38 - 90, *, pre-primary, *, *, *, *, *, 18996
38 - 90, *, pre-primary, *, *, *, *, *, 15854
38 - 90, *, pre-primary, *, *, *, *, *, 11214
38 - 90, *, pre-primary, *, *, *, *, *, 9544
38 - 90, *, pre-primary, *, *, *, *, *, 6731
38 - 90, *, pre-primary, *, *, *, *, *, 9007
38 - 90, *, pre-primary, *, *, *, *, *, 12420
38 - 90, *, pre-primary, *, *, *, *, *, 16032
38 - 90, *, pre-primary, *, *, *, *, *, 12154
38 - 90, *, pre-primary, *, *, *, *, *, 5923
38 - 90, *, pre-primary, *, *, *, *, *, 6274
38 - 90, *, pre-primary, *, *, *, *, *, 18387
38 - 90, *, pre-primary, *, *, *, *, *, 15868
38 - 90, *, pre-primary, *, *, *, *, *, 17275
38 - 90, *, pre-primary, *, *, *, *, *, 9926
38 - 90, *, pre-primary, *, *, *, *, *, 6379
38 - 90, *, pre-primary, *, *, *, *, *, 19169
38 - 90, *, pre-primary, *, *, *, *, *, 14886
38 - 90, *, pre-primary, *, *, *, *, *, 14299
38 - 90, *, pre-primary, *, *, *, *, *, 12295
38 - 90, *, pre-primary, *, *, *, *, *, 17975
38 - 90, *, pre-primary, *, *, *, *, *, 17716
38 - 90, *, pre-primary, *, *, *, *, *, 14247
38 - 90, *, pre-primary, *, *, *, *, *, 18694
38 - 90, *, pre-primary, *, *, *, *, *, 6355
38 - 90, *, pre-primary, *, *, *, *, *, 11517
38 - 90, *, pre-primary, *, *, *, *, *, 17375
38 - 90, *, pre-primary, *, *, *, *, *, 9347
38 - 90, *, pre-primary, *, *, *, *, *, 14139
38 - 90, *, pre-primary, *, *, *, *, *, 7350
38 - 90, *, pre-primary, *, *, *, *, *, 15251
38 - 90, *, pre-primary, *, *, *, *, *, 13098
38 - 90, *, pre-primary, *, *, *, *, *, 11365
38 - 90, *, pre-primary, *, *, *, *, *, 13531
38 - 90, *, pre-primary, *, *, *, *, *, 18678
38 - 90, *, pre-primary, *, *, *, *, *, 15354
38 - 90, *, pre-primary, *, *, *, *, *, 13466
38 - 90, *, pre-primary, *, *, *, *, *, 8800
38 - 90, *, pre-primary, *, *, *, *, *, 13867
38 - 90, *, pre-primary, *, *, *, *, *, 11116
38 - 90, *, pre-primary, *, *, *, *, *, 18610
38 - 90, *, pre-primary, *, *, *, *, *, 17580
38 - 90, *, pre-primary, *, *, *, *, *, 5864
38 - 90, *, pre-primary, *, *, *, *, *, 12162
38 - 90, *, pre-primary, *, *, *, *, *, 7428
38 - 90, *, pre-primary, *, *, *, *, *, 6881
38 - 90, *, pre-primary, *, *, *, *, *, 10788
38 - 90, *, pre-primary, *, *, *, *, *, 12340
38 - 90, *, pre-primary, *, *, *, *, *, 19688
38 - 90, *, pre-primary, *, *, *, *, *, 9407
38 - 90, *, pre-primary, *, *, *, *, *, 12584
38 - 90, *, pre-primary, *, *, *, *, *, 12873
38 - 90, *, pre-primary, *, *, *, *, *, 14919
38 - 90, *, pre-primary, *, *, *, *, *, 9182
38 - 90, *, pre-primary, *, *, *, *, *, 11833
38 - 90, *, pre-primary, *, *, *, *, *, 18046
38 - 90, *, pre-primary, *, *, *, *, *, 5232
38 - 90, *, pre-primary, *, *, *, *, *, 9924
38 - 90, *, pre-primary, *, *, *, *, *, 6875
38 - 90, *, pre-primary, *, *, *, *, *, 12190
38 - 90, *, pre-primary, *, *, *, *, *, 6186
38 - 90, *, pre-primary, *, *, *, *, *, 10095
38 - 90, *, pre-primary, *, *, *, *, *, 18900
38 - 90, *, pre-primary, *, *, *, *, *, 10790
38 - 90, *, pre-primary, *, *, *, *, *, 19103
38 - 90, *, pre-primary, *, *, *, *, *, 9487
38 - 90, *, pre-primary, *, *, *, *, *, 18693
38 - 90, *, pre-primary, *, *, *, *, *, 12377
38 - 90, *, pre-primary, *, *, *, *, *, 10868
38 - 90, *, pre-primary, *, *, *, *, *, 14984
38 - 90, *, pre-primary, *, *, *, *, *, 6600
38 - 90, *, pre-primary, *, *, *, *, *, 7928
38 - 90, *, pre-primary, *, *, *, *, *, 16167
38 - 90, *, pre-primary, *, *, *, *, *, 14685
38 - 90, *, pre-primary, *, *, *, *, *, 14087
38 - 90, *, pre-primary, *, *, *, *, *, 10848
38 - 90, *, pre-primary, *, *, *, *, *, 14874
38 - 90, *, pre-primary, *, *, *, *, *, 17795
38 - 90, *, pre-primary, *, *, *, *, *, 11626
38 - 90, *, pre-primary, *, *, *, *, *, 12702
38 - 90, *, pre-primary, *, *, *, *, *, 14231
38 - 90, *, pre-primary, *, *, *, *, *, 6976
38 - 90, *, pre-primary, *, *, *, *, *, 10818
38 - 90, *, pre-primary, *, *, *, *, *, 8053
38 - 90, *, pre-primary, *, *, *, *, *, 18989
38 - 90, *, pre-primary, *, *, *, *, *, 17279
38 - 90, *, pre-primary, *, *, *, *, *, 17685
38 - 90, *, pre-primary, *, *, *, *, *, 18366
38 - 90, *, pre-primary, *, *, *, *, *, 12607
38 - 90, *, pre-primary, *, *, *, *, *, 10401
38 - 90, *, pre-primary, *, *, *, *, *, 9082
38 - 90, *, pre-primary, *, *, *, *, *, 7037
38 - 90, *, pre-primary, *, *, *, *, *, 14030
38 - 90, *, pre-primary, *, *, *, *, *, 11093
38 - 90, *, pre-primary, *, *, *, *, *, 8980
38 - 90, *, pre-primary, *, *, *, *, *, 16121
38 - 90, *, pre-primary, *, *, *, *, *, 17165
38 - 90, *, pre-primary, *, *, *, *, *, 9444
38 - 90, *, pre-primary, *, *, *, *, *, 12031
38 - 90, *, pre-primary, *, *, *, *, *, 16675
38 - 90, *, pre-primary, *, *, *, *, *, 11027
38 - 90, *, pre-primary, *, *, *, *, *, 16075
38 - 90, *, pre-primary, *, *, *, *, *, 7862
38 - 90, *, pre-primary, *, *, *, *, *, 10644
38 - 90, *, pre-primary, *, *, *, *, *, 10297
38 - 90, *, pre-primary, *, *, *, *, *, 7902
38 - 90, *, pre-primary, *, *, *, *, *, 17024
38 - 90, *, pre-primary, *, *, *, *, *, 5045
38 - 90, *, pre-primary, *, *, *, *, *, 8415
38 - 90, *, pre-primary, *, *, *, *, *, 8011
38 - 90, *, pre-primary, *, *, *, *, *, 5543
38 - 90, *, pre-primary, *, *, *, *, *, 9970
38 - 90, *, pre-primary, *, *, *, *, *, 10906
38 - 90, *, pre-primary, *, *, *, *, *, 14947
38 - 90, *, pre-primary, *, *, *, *, *, 6248
38 - 90, *, pre-primary, *, *, *, *, *, 16013
38 - 90, *, pre-primary, *, *, *, *, *, 8639
38 - 90, *, pre-primary, *, *, *, *, *, 5735
38 - 90, *, pre-primary, *, *, *, *, *, 18916
38 - 90, *, pre-primary, *, *, *, *, *, 6772
38 - 90, *, pre-primary, *, *, *, *, *, 8356
38 - 90, *, pre-primary, *, *, *, *, *, 16434
38 - 90, *, pre-primary, *, *, *, *, *, 9838
38 - 90, *, pre-primary, *, *, *, *, *, 5703
38 - 90, *, pre-primary, *, *, *, *, *, 10734
38 - 90, *, pre-primary, *, *, *, *, *, 16434
38 - 90, *, pre-primary, *, *, *, *, *, 12982
38 - 90, *, pre-primary, *, *, *, *, *, 5351
38 - 90, *, pre-primary, *, *, *, *, *, 11637
38 - 90, *, pre-primary, *, *, *, *, *, 14679
38 - 90, *, pre-primary, *, *, *, *, *, 5777
38 - 90, *, pre-primary, *, *, *, *, *, 17155
38 - 90, *, pre-primary, *, *, *, *, *, 17282
38 - 90, *, pre-primary, *, *, *, *, *, 10622
38 - 90, *, pre-primary, *, *, *, *, *, 12911
38 - 90, *, pre-primary, *, *, *, *, *, 11928
38 - 90, *, pre-primary, *, *, *, *, *, 18407
38 - 90, *, pre-primary, *, *, *, *, *, 13441
38 - 90, *, pre-primary, *, *, *, *, *, 17967
38 - 90, *, pre-primary, *, *, *, *, *, 11240
38 - 90, *, pre-primary, *, *, *, *, *, 16241
38 - 90, *, pre-primary, *, *, *, *, *, 18971
38 - 90, *, pre-primary, *, *, *, *, *, 7722
38 - 90, *, pre-primary, *, *, *, *, *, 19277
38 - 46, *, pre-high-school, married, *, *, *, *, 66650
38 - 46, *, pre-high-school, married, *, *, *, *, 11972
38 - 46, *, pre-high-school, married, *, *, *, *, 66392
38 - 46, *, pre-high-school, married, *, *, *, *, 79447
38 - 46, *, pre-high-school, married, *, *, *, *, 64266
38 - 46, *, pre-high-school, married, *, *, *, *, 47686
38 - 46, *, pre-high-school, married, *, *, *, *, 51985
38 - 46, *, pre-high-school, married, *, *, *, *, 42196
38 - 46, *, pre-high-school, married, *, *, *, *, 32644
38 - 46, *, pre-high-school, married, *, *, *, *, 37288
38 - 46, *, pre-high-school, married, *, *, *, *, 28384
38 - 46, *, pre-high-school, married, *, *, *, *, 36169
38 - 46, *, pre-high-school, married, *, *, *, *, 23121
38 - 46, *, pre-high-school, married, *, *, *, *, 36981
38 - 46, *, pre-high-school, married, *, *, *, *, 43668
38 - 46, *, pre-high-school, married, *, *, *, *, 47631
38 - 46, *, pre-high-school, married, *, *, *, *, 28884
38 - 46, *, pre-high-school, married, *, *, *, *, 30676
38 - 46, *, pre-high-school, married, *, *, *, *, 16789
38 - 46, *, pre-high-school, married, *, *, *, *, 45278
38 - 46, *, pre-high-school, married, *, *, *, *, 58452
38 - 46, *, pre-high-school, married, *, *, *, *, 35707
38 - 46, *, pre-high-school, married, *, *, *, *, 69591
38 - 46, *, pre-high-school, married, *, *, *, *, 71144
38 - 46, *, pre-high-school, married, *, *, *, *, 14037
38 - 46, *, pre-high-school, married, *, *, *, *, 48234
38 - 46, *, pre-high-school, married, *, *, *, *, 67198
38 - 46, *, pre-high-school, married, *, *, *, *, 40596
38 - 46, *, pre-high-school, married, *, *, *, *, 13089
38 - 46, *, pre-high-school, married, *, *, *, *, 40189
38 - 46, *, pre-high-school, married, *, *, *, *, 72071
38 - 46, *, pre-high-school, married, *, *, *, *, 67302
38 - 46, *, pre-high-school, married, *, *, *, *, 68486
38 - 46, *, pre-high-school, married, *, *, *, *, 21721
38 - 46, *, pre-high-school, married, *, *, *, *, 39744
38 - 46, *, pre-high-school, married, *, *, *, *, 62310
38 - 46, *, pre-high-school, married, *, *, *, *, 55491
38 - 46, *, pre-high-school, married, *, *, *, *, 55156
38 - 46, *, pre-high-school, married, *, *, *, *, 69581
38 - 46, *, pre-high-school, married, *, *, *, *, 57730
38 - 46, *, pre-high-school, married, *, *, *, *, 23538
38 - 46, *, pre-high-school, married, *, *, *, *, 64322
38 - 46, *, pre-high-school, married, *, *, *, *, 48089
38 - 46, *, pre-high-school, married, *, *, *, *, 55463
38 - 46, *, pre-high-school, married, *, *, *, *, 56943
38 - 46, *, pre-high-school, married, *, *, *, *, 40737
38 - 46, *, pre-high-school, married, *, *, *, *, 57528
38 - 46, *, pre-high-school, married, *, *, *, *, 69095
38 - 46, *, pre-high-school, married, *, *, *, *, 24699
38 - 46, *, pre-high-school, married, *, *, *, *, 44459
38 - 46, *, pre-high-school, married, *, *, *, *, 33599
38 - 46, *, pre-high-school, married, *, *, *, *, 24192
38 - 46, *, pre-high-school, married, *, *, *, *, 22389
38 - 46, *, pre-high-school, married, *, *, *, *, 50840
38 - 46, *, pre-high-school, married, *, *, *, *, 63869
38 - 46, *, pre-high-school, married, *, *, *, *, 21213
38 - 46, *, pre-high-school, married, *, *, *, *, 72880
38 - 46, *, pre-high-school, married, *, *, *, *, 25297
38 - 46, *, pre-high-school, married, *, *, *, *, 39553
38 - 46, *, pre-high-school, married, *, *, *, *, 66917
38 - 46, *, pre-high-school, married, *, *, *, *, 49341
38 - 46, *, pre-high-school, married, *, *, *, *, 39628
38 - 46, *, pre-high-school, married, *, *, *, *, 55730
38 - 46, *, pre-high-school, married, *, *, *, *, 16907
38 - 46, *, pre-high-school, married, *, *, *, *, 30459
38 - 46, *, pre-high-school, married, *, *, *, *, 52463
38 - 46, *, pre-high-school, married, *, *, *, *, 49179
38 - 46, *, pre-high-school, married, *, *, *, *, 59611
38 - 46, *, pre-high-school, married, *, *, *, *, 66988
38 - 46, *, pre-high-school, married, *, *, *, *, 53028
38 - 46, *, pre-high-school, married, *, *, *, *, 40209
38 - 46, *, pre-high-school, married, *, *, *, *, 39311
38 - 46, *, pre-high-school, married, *, *, *, *, 10797
38 - 46, *, pre-high-school, married, *, *, *, *, 45041
38 - 46, *, pre-high-school, married, *, *, *, *, 46972
38 - 46, *, pre-high-school, married, *, *, *, *, 69856
38 - 46, *, pre-high-school, married, *, *, *, *, 56744
38 - 46, *, pre-high-school, married, *, *, *, *, 43668
38 - 46, *, pre-high-school, married, *, *, *, *, 60197
38 - 46, *, pre-high-school, married, *, *, *, *, 37171
38 - 46, *, pre-high-school, married, *, *, *, *, 78869
38 - 46, *, pre-high-school, married, *, *, *, *, 41977
38 - 46, *, pre-high-school, married, *, *, *, *, 54377
38 - 46, *, pre-high-school, married, *, *, *, *, 31524
38 - 46, *, pre-high-school, married, *, *, *, *, 72489
38 - 46, *, pre-high-school, married, *, *, *, *, 46480
38 - 46, *, pre-high-school, married, *, *, *, *, 39790
38 - 46, *, pre-high-school, married, *, *, *, *, 45074
38 - 46, *, pre-high-school, married, *, *, *, *, 31418
38 - 46, *, pre-high-school, married, *, *, *, *, 18476
38 - 46, *, pre-high-school, married, *, *, *, *, 61631
38 - 46, *, pre-high-school, married, *, *, *, *, 47157
38 - 46, *, pre-high-school, married, *, *, *, *, 33336
38 - 46, *, pre-high-school, married, *, *, *, *, 45762
38 - 46, *, pre-high-school, married, *, *, *, *, 53604
38 - 46, *, pre-high-school, married, *, *, *, *, 39900
38 - 46, *, pre-high-school, married, *, *, *, *, 58908
38 - 46, *, pre-high-school, married, *, *, *, *, 74508
38 - 46, *, pre-high-school, married, *, *, *, *, 55352
38 - 46, *, pre-high-school, married, *, *, *, *, 55622
38 - 46, *, pre-high-school, married, *, *, *, *, 41990
38 - 46, *, pre-high-school, married, *, *, *, *, 25293
38 - 46, *, pre-high-school, married, *, *, *, *, 58323
38 - 46, *, pre-high-school, married, *, *, *, *, 38090
38 - 46, *, pre-high-school, married, *, *, *, *, 58135
38 - 46, *, pre-high-school, married, *, *, *, *, 16098
38 - 46, *, pre-high-school, married, *, *, *, *, 42702
38 - 46, *, pre-high-school, married, *, *, *, *, 63827
38 - 46, *, pre-high-school, married, *, *, *, *, 69096
38 - 46, *, pre-high-school, married, *, *, *, *, 75424
38 - 46, *, pre-high-school, married, *, *, *, *, 16073
38 - 46, *, pre-high-school, married, *, *, *, *, 20345
38 - 46, *, pre-high-school, married, *, *, *, *, 51228
38 - 46, *, pre-high-school, married, *, *, *, *, 56048
38 - 46, *, pre-high-school, married, *, *, *, *, 52378
38 - 46, *, pre-high-school, married, *, *, *, *, 54110
38 - 46, *, pre-high-school, married, *, *, *, *, 44428
38 - 46, *, pre-high-school, married, *, *, *, *, 63724
38 - 46, *, pre-high-school, married, *, *, *, *, 49696
38 - 46, *, pre-high-school, married, *, *, *, *, 63547
38 - 46, *, pre-high-school, married, *, *, *, *, 17295
38 - 46, *, pre-high-school, married, *, *, *, *, 45552
38 - 46, *, pre-high-school, married, *, *, *, *, 38504
38 - 46, *, pre-high-school, married, *, *, *, *, 58555
38 - 46, *, pre-high-school, married, *, *, *, *, 74130
38 - 46, *, pre-high-school, married, *, *, *, *, 44609
38 - 46, *, pre-high-school, married, *, *, *, *, 32583
38 - 46, *, pre-high-school, married, *, *, *, *, 32149
38 - 46, *, pre-high-school, married, *, *, *, *, 34172
38 - 46, *, pre-high-school, married, *, *, *, *, 31024
38 - 46, *, pre-high-school, married, *, *, *, *, 22359
38 - 46, *, pre-high-school, married, *, *, *, *, 20219
38 - 46, *, pre-high-school, married, *, *, *, *, 42185
38 - 46, *, pre-high-school, married, *, *, *, *, 61088
38 - 46, *, pre-high-school, married, *, *, *, *, 76120
38 - 46, *, pre-high-school, married, *, *, *, *, 61204
38 - 46, *, pre-high-school, married, *, *, *, *, 54561
38 - 46, *, pre-high-school, married, *, *, *, *, 15069
38 - 46, *, pre-high-school, married, *, *, *, *, 36624
38 - 46, *, pre-high-school, married, *, *, *, *, 20784
38 - 46, *, pre-high-school, married, *, *, *, *, 61364
38 - 46, *, pre-high-school, married, *, *, *, *, 57860
38 - 46, *, pre-high-school, married, *, *, *, *, 38995
38 - 46, *, pre-high-school, married, *, *, *, *, 37697
38 - 46, *, pre-high-school, married, *, *, *, *, 32171
38 - 46, *, pre-high-school, married, *, *, *, *, 81231
38 - 46, *, pre-high-school, married, *, *, *, *, 32223
38 - 46, *, pre-high-school, married, *, *, *, *, 34487
38 - 46, *, pre-high-school, married, *, *, *, *, 34542
38 - 46, *, pre-high-school, married, *, *, *, *, 74067
38 - 46, *, pre-high-school, married, *, *, *, *, 36157
38 - 46, *, pre-high-school, married, *, *, *, *, 48537
38 - 46, *, pre-high-school, married, *, *, *, *, 31349
38 - 46, *, pre-high-school, married, *, *, *, *, 36099
38 - 46, *, pre-high-school, married, *, *, *, *, 55558
38 - 46, *, pre-high-school, married, *, *, *, *, 48997
38 - 46, *, pre-high-school, married, *, *, *, *, 64309
38 - 46, *, pre-high-school, married, *, *, *, *, 34960
38 - 46, *, pre-high-school, married, *, *, *, *, 26243
38 - 46, *, pre-high-school, married, *, *, *, *, 37243
38 - 46, *, pre-high-school, married, *, *, *, *, 63597
38 - 46, *, pre-high-school, married, *, *, *, *, 38031
