20 - 26, *, pre-primary, married, *, *, *, *, 43685
23 - 37, federal-gov, pre-doctorate, not-married, *, *, female, *, 73807
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 48654
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 39900
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 84053
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 139787
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 71727
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 134712
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 136869
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 171844
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 40218
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 154273
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 37916
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 193484
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 40862
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 137730
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 13738
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 179464
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 132340
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 72072
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 105715
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 40486
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 136714
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 49360
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 39368
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 72052
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 137307
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 88396
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 35208
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 47127
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 13709
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 176869
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 48135
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 73970
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 53131
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 119562
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 54302
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 77725
18 - 25, local-gov, pre-doctorate, never-married, *, *, female, *, 178871
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 167722
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 102986
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 82550
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 18811
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 10018
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 198235
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 14407
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 79925
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 118767
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 192534
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 15816
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 164752
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 123816
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 171365
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 94904
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 34995
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 48872
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 67900
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 167987
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 169533
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 15583
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 30253
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 74184
26 - 27, local-gov, pre-doctorate, not-married, *, *, female, *, 11137
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 192985
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 104493
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 147311
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 190068
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 134069
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 119989
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 197667
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 188100
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 191037
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 26590
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 110661
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 109205
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 119161
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 84328
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 55891
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 175580
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 12407
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 78278
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 168526
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 82475
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 32893
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 148423
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 158950
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 44852
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 70994
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 109902
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 81212
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 67858
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 99398
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 12197
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 62186
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 112280
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 59798
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 154512
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 198755
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 99629
28 - 33, local-gov, pre-doctorate, not-married, *, *, female, *, 187235
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 158247
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 66479
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 192230
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 164358
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 41772
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 146789
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 55435
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 177337
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 155143
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 190570
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 142106
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 133625
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 199095
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 109720
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 171428
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 179763
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 71148
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 23076
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 120192
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 180636
34 - 37, local-gov, pre-doctorate, not-married, *, *, female, north-america, 70995
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 117101
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 141904
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 157070
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 144910
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 164413
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 153526
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 182279
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 117738
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 139327
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 175507
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 119292
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 184270
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 67963
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 171065
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 57819
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 57308
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 23260
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 31134
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 87310
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 172979
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 94964
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 112807
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 114471
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 88261
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 46126
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 195933
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 111022
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 33150
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 184043
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 131384
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 192428
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 167643
22 - 27, state-gov, pre-doctorate, never-married, *, *, female, *, 198626
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 11691
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 84798
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 124923
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 134731
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 67514
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 178963
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 89555
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 67580
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 48911
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 130121
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 165616
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 107722
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 69075
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 55974
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 31225
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 78314
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 56137
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 137139
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 33853
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 125301
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 26251
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 133153
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 132345
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 181784
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 28606
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 143908
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 176385
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 154876
29 - 37, state-gov, pre-doctorate, not-married, *, *, female, *, 99292
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 97407
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 131728
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 58603
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 164416
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 71711
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 157411
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 181505
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 133237
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 171919
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 134068
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 109964
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 42231
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 62843
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 66969
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 194112
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 16938
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 171415
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 28561
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 45828
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 45752
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 160465
22 - 24, private, bachelors, married-civ-spouse, *, *, male, *, 195327
25, private, bachelors, married, *, white, male, *, 80939
25, private, bachelors, married, *, white, male, *, 188604
25, private, bachelors, married, *, white, male, *, 66559
25, private, bachelors, married, *, white, male, *, 155830
25, private, bachelors, married, *, white, male, *, 175111
25, private, bachelors, married, *, white, male, *, 118117
25, private, bachelors, married, *, white, male, *, 176998
25, private, bachelors, married, *, white, male, *, 183145
25, private, bachelors, married, *, white, male, *, 180042
25, private, bachelors, married, *, white, male, *, 109893
25, private, bachelors, married, *, white, male, *, 194122
25, private, bachelors, married, *, white, male, *, 127463
25, private, bachelors, married, *, white, male, *, 23170
25, private, bachelors, married, *, white, male, *, 135126
25, private, bachelors, married, *, white, male, *, 54400
25, private, bachelors, married, *, white, male, *, 175655
25, private, bachelors, married, *, white, male, *, 60933
25, private, bachelors, married, *, white, male, *, 44798
25, private, bachelors, married, *, white, male, *, 120555
25, private, bachelors, married, *, white, male, *, 69201
25, private, bachelors, married, *, white, male, *, 172943
25, private, bachelors, married, *, white, male, *, 124528
25, private, bachelors, married, *, white, male, *, 67624
26, private, bachelors, married, *, *, male, *, 196282
26, private, bachelors, married, *, *, male, *, 75880
26, private, bachelors, married, *, *, male, *, 77086
26, private, bachelors, married, *, *, male, *, 13473
26, private, bachelors, married, *, *, male, *, 127005
26, private, bachelors, married, *, *, male, *, 160182
26, private, bachelors, married, *, *, male, *, 50741
26, private, bachelors, married, *, *, male, *, 76104
26, private, bachelors, married, *, *, male, *, 172758
26, private, bachelors, married, *, *, male, *, 95402
26, private, bachelors, married, *, *, male, *, 113593
26, private, bachelors, married, *, *, male, *, 139623
26, private, bachelors, married, *, *, male, *, 78204
26, private, bachelors, married, *, *, male, *, 198678
26, private, bachelors, married, *, *, male, *, 144420
26, private, bachelors, married, *, *, male, *, 14484
27, private, bachelors, married, *, *, male, *, 48414
27, private, bachelors, married, *, *, male, *, 71427
27, private, bachelors, married, *, *, male, *, 57046
27, private, bachelors, married, *, *, male, *, 160600
27, private, bachelors, married, *, *, male, *, 143370
27, private, bachelors, married, *, *, male, *, 135240
27, private, bachelors, married, *, *, male, *, 22088
27, private, bachelors, married, *, *, male, *, 60575
27, private, bachelors, married, *, *, male, *, 89932
27, private, bachelors, married, *, *, male, *, 189479
27, private, bachelors, married, *, *, male, *, 95677
27, private, bachelors, married, *, *, male, *, 30392
27, private, bachelors, married, *, *, male, *, 159313
27, private, bachelors, married, *, *, male, *, 151194
27, private, bachelors, married, *, *, male, *, 55954
27, private, bachelors, married, *, *, male, *, 101020
27, private, bachelors, married, *, *, male, *, 98335
27, private, bachelors, married, *, *, male, *, 11789
27, private, bachelors, married, *, *, male, *, 111131
27, private, bachelors, married, *, *, male, *, 107503
27, private, bachelors, married, *, *, male, *, 192812
27, private, bachelors, married, *, *, male, *, 115370
27, private, bachelors, married, *, *, male, *, 128709
27, private, bachelors, married, *, *, male, *, 76418
27, private, bachelors, married, *, *, male, *, 193544
27, private, bachelors, married, *, *, male, *, 191214
27, private, bachelors, married, *, *, male, *, 162972
27, private, bachelors, married, *, *, male, *, 168520
27, private, bachelors, married, *, *, male, *, 96261
27, private, bachelors, married, *, *, male, *, 163494
27, private, bachelors, married, *, *, male, *, 23371
27, private, bachelors, married, *, *, male, *, 67143
27, private, bachelors, married, *, *, male, *, 194730
27, private, bachelors, married, *, *, male, *, 123800
28, private, bachelors, married-civ-spouse, *, *, male, *, 178759
28, private, bachelors, married-civ-spouse, *, *, male, *, 157386
28, private, bachelors, married-civ-spouse, *, *, male, *, 147130
28, private, bachelors, married-civ-spouse, *, *, male, *, 138993
28, private, bachelors, married-civ-spouse, *, *, male, *, 160875
28, private, bachelors, married-civ-spouse, *, *, male, *, 151014
28, private, bachelors, married-civ-spouse, *, *, male, *, 97117
28, private, bachelors, married-civ-spouse, *, *, male, *, 55256
28, private, bachelors, married-civ-spouse, *, *, male, *, 104612
28, private, bachelors, married-civ-spouse, *, *, male, *, 131136
28, private, bachelors, married-civ-spouse, *, *, male, *, 198810
28, private, bachelors, married-civ-spouse, *, *, male, *, 169817
28, private, bachelors, married-civ-spouse, *, *, male, *, 106725
28, private, bachelors, married-civ-spouse, *, *, male, *, 76888
28, private, bachelors, married-civ-spouse, *, *, male, *, 151348
28, private, bachelors, married-civ-spouse, *, *, male, *, 32353
28, private, bachelors, married-civ-spouse, *, *, male, *, 84671
28, private, bachelors, married-civ-spouse, *, *, male, *, 154660
28, private, bachelors, married-civ-spouse, *, *, male, *, 184326
28, private, bachelors, married-civ-spouse, *, *, male, *, 182817
28, private, bachelors, married-civ-spouse, *, *, male, *, 69137
28, private, bachelors, married-civ-spouse, *, *, male, *, 43226
28, private, bachelors, married-civ-spouse, *, *, male, *, 16635
28, private, bachelors, married-civ-spouse, *, *, male, *, 190716
28, private, bachelors, married-civ-spouse, *, *, male, *, 61826
28, private, bachelors, married-civ-spouse, *, *, male, *, 90689
28, private, bachelors, married-civ-spouse, *, *, male, *, 194120
28, private, bachelors, married-civ-spouse, *, *, male, *, 176888
28, private, bachelors, married-civ-spouse, *, *, male, *, 68977
28, private, bachelors, married-civ-spouse, *, *, male, *, 91111
28, private, bachelors, married-civ-spouse, *, *, male, *, 123497
28, private, bachelors, married-civ-spouse, *, *, male, *, 104492
28, private, bachelors, married-civ-spouse, *, *, male, *, 90899
28, private, bachelors, married-civ-spouse, *, *, male, *, 69853
28, private, bachelors, married-civ-spouse, *, *, male, *, 77382
28, private, bachelors, married-civ-spouse, *, *, male, *, 128621
28, private, bachelors, married-civ-spouse, *, *, male, *, 93993
28, private, bachelors, married-civ-spouse, *, *, male, *, 112045
28, private, bachelors, married-civ-spouse, *, *, male, *, 104117
28, private, bachelors, married-civ-spouse, *, *, male, *, 105352
28, private, bachelors, married-civ-spouse, *, *, male, *, 169651
28, private, bachelors, married-civ-spouse, *, *, male, *, 128220
28, private, bachelors, married-civ-spouse, *, *, male, *, 53158
29, private, bachelors, married-civ-spouse, *, *, male, *, 180245
29, private, bachelors, married-civ-spouse, *, *, male, *, 82847
29, private, bachelors, married-civ-spouse, *, *, male, *, 80883
29, private, bachelors, married-civ-spouse, *, *, male, *, 103628
29, private, bachelors, married-civ-spouse, *, *, male, *, 155769
29, private, bachelors, married-civ-spouse, *, *, male, *, 167073
29, private, bachelors, married-civ-spouse, *, *, male, *, 125769
29, private, bachelors, married-civ-spouse, *, *, male, *, 113147
29, private, bachelors, married-civ-spouse, *, *, male, *, 71843
29, private, bachelors, married-civ-spouse, *, *, male, *, 42090
29, private, bachelors, married-civ-spouse, *, *, male, *, 81801
29, private, bachelors, married-civ-spouse, *, *, male, *, 143415
29, private, bachelors, married-civ-spouse, *, *, male, *, 133197
29, private, bachelors, married-civ-spouse, *, *, male, *, 21194
29, private, bachelors, married-civ-spouse, *, *, male, *, 98406
29, private, bachelors, married-civ-spouse, *, *, male, *, 33808
29, private, bachelors, married-civ-spouse, *, *, male, *, 118274
29, private, bachelors, married-civ-spouse, *, *, male, *, 107741
29, private, bachelors, married-civ-spouse, *, *, male, *, 16138
29, private, bachelors, married-civ-spouse, *, *, male, *, 142984
29, private, bachelors, married-civ-spouse, *, *, male, *, 135358
29, private, bachelors, married-civ-spouse, *, *, male, *, 41779
29, private, bachelors, married-civ-spouse, *, *, male, *, 134660
29, private, bachelors, married-civ-spouse, *, *, male, *, 14704
29, private, bachelors, married-civ-spouse, *, *, male, *, 188311
29, private, bachelors, married-civ-spouse, *, *, male, *, 177675
29, private, bachelors, married-civ-spouse, *, *, male, *, 112426
29, private, bachelors, married-civ-spouse, *, *, male, *, 46669
29, private, bachelors, married-civ-spouse, *, *, male, *, 163434
29, private, bachelors, married-civ-spouse, *, *, male, *, 77078
29, private, bachelors, married-civ-spouse, *, *, male, *, 123553
29, private, bachelors, married-civ-spouse, *, *, male, *, 39463
29, private, bachelors, married-civ-spouse, *, *, male, *, 12719
29, private, bachelors, married-civ-spouse, *, *, male, *, 179812
29, private, bachelors, married-civ-spouse, *, *, male, *, 125718
29, private, bachelors, married-civ-spouse, *, *, male, *, 29235
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 171038
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 192328
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 189933
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 84848
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 171714
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 155403
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 137119
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 158737
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 95687
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 106819
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 34408
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 36120
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 125589
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 190503
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 137535
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 173746
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 92384
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 178120
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 14913
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 84909
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 156193
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 103944
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 155734
23 - 29, private, masters, married-civ-spouse, *, *, male, *, 66205
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 194755
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 96487
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 74143
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 66517
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 139884
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 51772
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 132780
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 57733
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 27005
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 33755
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 122606
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 130732
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 108323
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 34540
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 192133
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 31342
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 105589
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 179133
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 192966
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 125853
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 49997
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 110870
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 172642
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 167103
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 143182
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 79745
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 55429
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 191907
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 179440
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 37294
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 171248
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 116664
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 191834
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 46728
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 52947
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 90239
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 24661
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 22080
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 40394
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 150937
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 133548
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 16204
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 77600
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 55450
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 39478
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 74712
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 22278
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 45200
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 10981
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 55689
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 69413
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 50873
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 156477
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 63499
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 55478
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 64386
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 151786
30 - 31, private, bachelors, married-civ-spouse, *, *, male, *, 87846
