27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
60 - 61, *, pre-high-school, not-married, *, *, female, *, 39484
60 - 61, *, pre-high-school, not-married, *, *, female, *, 42798
60 - 61, *, pre-high-school, not-married, *, *, female, *, 49095
60 - 61, *, pre-high-school, not-married, *, *, female, *, 31239
60 - 61, *, pre-high-school, not-married, *, *, female, *, 39321
60 - 61, *, pre-high-school, not-married, *, *, female, *, 18026
60 - 61, *, pre-high-school, not-married, *, *, female, *, 37054
60 - 61, *, pre-high-school, not-married, *, *, female, *, 61118
60 - 61, *, pre-high-school, not-married, *, *, female, *, 47038
60 - 61, *, pre-high-school, not-married, *, *, female, *, 51725
60 - 61, *, pre-high-school, not-married, *, *, female, *, 47812
60 - 61, *, pre-high-school, not-married, *, *, female, *, 28508
60 - 61, *, pre-high-school, not-married, *, *, female, *, 16702
60 - 61, *, pre-high-school, not-married, *, *, female, *, 20805
60 - 61, *, pre-high-school, not-married, *, *, female, *, 21247
60 - 61, *, pre-high-school, not-married, *, *, female, *, 62105
60 - 61, *, pre-high-school, not-married, *, *, female, *, 55497
60 - 61, *, pre-high-school, not-married, *, *, female, *, 52693
60 - 61, *, pre-high-school, not-married, *, *, female, *, 65129
60 - 61, *, pre-high-school, not-married, *, *, female, *, 32069
60 - 61, *, pre-high-school, not-married, *, *, female, *, 39211
60 - 61, *, pre-high-school, not-married, *, *, female, *, 59135
60 - 61, *, pre-high-school, not-married, *, *, female, *, 46833
60 - 61, *, pre-high-school, not-married, *, *, female, *, 68380
62, *, pre-high-school, not-married, *, *, female, north-america, 22053
62, *, pre-high-school, not-married, *, *, female, north-america, 37957
62, *, pre-high-school, not-married, *, *, female, north-america, 34159
62, *, pre-high-school, not-married, *, *, female, north-america, 56135
62, *, pre-high-school, not-married, *, *, female, north-america, 27556
62, *, pre-high-school, not-married, *, *, female, north-america, 37529
62, *, pre-high-school, not-married, *, *, female, north-america, 24097
62, *, pre-high-school, not-married, *, *, female, north-america, 40406
62, *, pre-high-school, not-married, *, *, female, north-america, 36575
62, *, pre-high-school, not-married, *, *, female, north-america, 31253
62, *, pre-high-school, not-married, *, *, female, north-america, 25462
62, *, pre-high-school, not-married, *, *, female, north-america, 42253
62, *, pre-high-school, not-married, *, *, female, north-america, 44997
62, *, pre-high-school, not-married, *, *, female, north-america, 45791
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 25026
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 12695
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 38647
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 46979
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 32139
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 52420
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 44884
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 36312
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 22741
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 39822
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 36885
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 32905
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 79596
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 61267
63 - 64, *, pre-high-school, not-married, *, white, female, north-america, 49893
65, *, pre-high-school, not-married, *, *, female, north-america, 47271
65, *, pre-high-school, not-married, *, *, female, north-america, 73416
65, *, pre-high-school, not-married, *, *, female, north-america, 10285
65, *, pre-high-school, not-married, *, *, female, north-america, 30348
65, *, pre-high-school, not-married, *, *, female, north-america, 37137
65, *, pre-high-school, not-married, *, *, female, north-america, 24275
65, *, pre-high-school, not-married, *, *, female, north-america, 41445
65, *, pre-high-school, not-married, *, *, female, north-america, 66501
65, *, pre-high-school, not-married, *, *, female, north-america, 59416
66 - 68, *, pre-high-school, not-married, *, *, female, *, 25244
66 - 68, *, pre-high-school, not-married, *, *, female, *, 35928
66 - 68, *, pre-high-school, not-married, *, *, female, *, 39240
66 - 68, *, pre-high-school, not-married, *, *, female, *, 63340
66 - 68, *, pre-high-school, not-married, *, *, female, *, 36071
66 - 68, *, pre-high-school, not-married, *, *, female, *, 35809
66 - 68, *, pre-high-school, not-married, *, *, female, *, 37833
66 - 68, *, pre-high-school, not-married, *, *, female, *, 50666
66 - 68, *, pre-high-school, not-married, *, *, female, *, 37276
66 - 68, *, pre-high-school, not-married, *, *, female, *, 31033
66 - 68, *, pre-high-school, not-married, *, *, female, *, 40070
66 - 68, *, pre-high-school, not-married, *, *, female, *, 68434
66 - 68, *, pre-high-school, not-married, *, *, female, *, 27758
66 - 68, *, pre-high-school, not-married, *, *, female, *, 25797
66 - 68, *, pre-high-school, not-married, *, *, female, *, 42244
66 - 68, *, pre-high-school, not-married, *, *, female, *, 34406
66 - 68, *, pre-high-school, not-married, *, *, female, *, 30338
66 - 68, *, pre-high-school, not-married, *, *, female, *, 54234
66 - 68, *, pre-high-school, not-married, *, *, female, *, 58622
69 - 71, *, pre-high-school, not-married, *, *, female, *, 28175
69 - 71, *, pre-high-school, not-married, *, *, female, *, 62330
69 - 71, *, pre-high-school, not-married, *, *, female, *, 55803
69 - 71, *, pre-high-school, not-married, *, *, female, *, 45335
69 - 71, *, pre-high-school, not-married, *, *, female, *, 40502
69 - 71, *, pre-high-school, not-married, *, *, female, *, 20841
69 - 71, *, pre-high-school, not-married, *, *, female, *, 39834
69 - 71, *, pre-high-school, not-married, *, *, female, *, 23379
69 - 71, *, pre-high-school, not-married, *, *, female, *, 58887
69 - 71, *, pre-high-school, not-married, *, *, female, *, 54013
69 - 71, *, pre-high-school, not-married, *, *, female, *, 43514
69 - 71, *, pre-high-school, not-married, *, *, female, *, 65866
72, *, pre-high-school, not-married, *, *, female, *, 35279
72, *, pre-high-school, not-married, *, *, female, *, 31466
72, *, pre-high-school, not-married, *, *, female, *, 51454
72, *, pre-high-school, not-married, *, *, female, *, 44521
72, *, pre-high-school, not-married, *, *, female, *, 61511
72, *, pre-high-school, not-married, *, *, female, *, 51957
72, *, pre-high-school, not-married, *, *, female, *, 44422
72, *, pre-high-school, not-married, *, *, female, *, 27001
73 - 76, *, pre-high-school, not-married, *, *, female, *, 68458
73 - 76, *, pre-high-school, not-married, *, *, female, *, 59059
73 - 76, *, pre-high-school, not-married, *, *, female, *, 57435
73 - 76, *, pre-high-school, not-married, *, *, female, *, 46259
73 - 76, *, pre-high-school, not-married, *, *, female, *, 51174
73 - 76, *, pre-high-school, not-married, *, *, female, *, 40095
73 - 76, *, pre-high-school, not-married, *, *, female, *, 29354
73 - 76, *, pre-high-school, not-married, *, *, female, *, 62611
73 - 76, *, pre-high-school, not-married, *, *, female, *, 61060
73 - 76, *, pre-high-school, not-married, *, *, female, *, 57602
73 - 76, *, pre-high-school, not-married, *, *, female, *, 69194
73 - 76, *, pre-high-school, not-married, *, *, female, *, 11170
73 - 76, *, pre-high-school, not-married, *, *, female, *, 26010
73 - 76, *, pre-high-school, not-married, *, *, female, *, 32718
77 - 90, *, pre-high-school, not-married, *, *, female, *, 35847
77 - 90, *, pre-high-school, not-married, *, *, female, *, 45931
77 - 90, *, pre-high-school, not-married, *, *, female, *, 13524
77 - 90, *, pre-high-school, not-married, *, *, female, *, 33668
77 - 90, *, pre-high-school, not-married, *, *, female, *, 25330
77 - 90, *, pre-high-school, not-married, *, *, female, *, 46659
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 50779
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 69613
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 58484
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 56333
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 57114
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 36721
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 53916
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 63314
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 73080
41 - 47, *, pre-university, married-civ-spouse, manual-labour, amer-indian-eskimo, male, united-states, 74937
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 84093
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 95583
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 88255
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 79727
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 49148
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 94823
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 39044
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 68531
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 84367
48 - 71, *, pre-university, married, manual-labour, amer-indian-eskimo, *, united-states, 48081
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 38146
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 80333
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 49765
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 46103
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 66471
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 43505
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 75681
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 90023
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 80019
38 - 43, non-government, pre-university, married, manual-labour, asian-pac-islander, male, *, 41807
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 92972
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 75996
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 48234
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 70280
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 84538
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 48972
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 45327
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 58299
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 90527
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 91898
44 - 47, non-government, pre-university, married, manual-labour, asian-pac-islander, male, asia, 73815
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 89770
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 87705
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 47646
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 83982
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 63174
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 60467
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 56407
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 75789
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 84552
48 - 56, non-government, pre-university, married-civ-spouse, manual-labour, asian-pac-islander, *, *, 65605
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 86071
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 61918
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 72944
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 66112
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 90400
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 75626
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 63900
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 79292
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 84222
57 - 73, non-government, hs-grad, married, manual-labour, asian-pac-islander, *, *, 72035
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 75410
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 79137
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 90557
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 89457
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 51132
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 53642
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 67131
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 65012
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 75438
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 88082
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 61287
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 40850
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 74922
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 37617
40 - 47, government, pre-university, married, manual-labour, black, male, united-states, 87347
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 70255
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 56648
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 80927
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 58261
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 60994
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 92693
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 58194
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 79706
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 42224
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 73630
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 88305
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 41347
48 - 71, government, pre-university, married, manual-labour, black, male, united-states, 57251
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 49639
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 57236
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 45254
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 95167
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 47895
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 83344
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 74944
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 85563
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 50016
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 84989
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 55680
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 36542
38 - 41, private, pre-university, married, craft-repair, black, male, united-states, 69895
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 58649
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 87088
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 48805
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 39913
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 94597
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 87360
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 89907
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 85023
42 - 44, non-government, pre-university, married, craft-repair, black, male, *, 67945
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 35780
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 77812
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 48656
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 53062
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 73924
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 81873
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 66859
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 47107
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 84642
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 82662
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 71688
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 80299
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 69280
38 - 45, private, pre-university, married, machine-op-inspct, black, male, *, 51949
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 48655
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 39579
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 63810
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 65187
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 74644
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 70108
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 39952
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 93129
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 67114
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 55980
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 71625
38 - 41, private, pre-university, married, unskilled, black, male, north-america, 53673
42 - 45, private, pre-university, married, unskilled, black, male, *, 57294
42 - 45, private, pre-university, married, unskilled, black, male, *, 36182
42 - 45, private, pre-university, married, unskilled, black, male, *, 75756
42 - 45, private, pre-university, married, unskilled, black, male, *, 47090
42 - 45, private, pre-university, married, unskilled, black, male, *, 43039
42 - 45, private, pre-university, married, unskilled, black, male, *, 92293
42 - 45, private, pre-university, married, unskilled, black, male, *, 37426
42 - 45, private, pre-university, married, unskilled, black, male, *, 91726
42 - 45, private, pre-university, married, unskilled, black, male, *, 99262
42 - 45, private, pre-university, married, unskilled, black, male, *, 59898
42 - 45, private, pre-university, married, unskilled, black, male, *, 86605
42 - 45, private, pre-university, married, unskilled, black, male, *, 52527
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 84508
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 38675
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 52783
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 63612
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 85914
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 93691
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 53018
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 60557
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 61569
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 59358
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 84548
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 83402
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 47980
46 - 51, private, pre-university, married, craft-repair, black, male, united-states, 63484
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 81735
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 77938
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 93810
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 68203
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 48615
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 73030
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 79611
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 42557
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 78173
46 - 51, private, pre-university, married-civ-spouse, machine-op-inspct, black, male, united-states, 60828
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 62202
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 72397
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 87319
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 64069
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 49204
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 67556
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 56812
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 42190
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 77934
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 45917
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 88695
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 53630
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 44182
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 90698
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 68094
52 - 75, non-government, pre-university, married, skilled, black, male, north-america, 37281
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 62901
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 75575
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 53277
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 76596
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 67998
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 44836
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 83179
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 41862
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 56540
46 - 53, private, hs-grad, married-civ-spouse, unskilled, black, male, united-states, 37847
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 44130
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 39491
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 91845
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 51556
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 45286
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 72744
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 64134
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 45327
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 91370
54 - 63, non-government, pre-university, married-civ-spouse, unskilled, black, male, *, 92611
38 - 45, private, pre-university, married, manual-labour, black, female, *, 69461
38 - 45, private, pre-university, married, manual-labour, black, female, *, 57976
38 - 45, private, pre-university, married, manual-labour, black, female, *, 77399
38 - 45, private, pre-university, married, manual-labour, black, female, *, 75516
38 - 45, private, pre-university, married, manual-labour, black, female, *, 73121
38 - 45, private, pre-university, married, manual-labour, black, female, *, 83807
38 - 45, private, pre-university, married, manual-labour, black, female, *, 78465
38 - 45, private, pre-university, married, manual-labour, black, female, *, 41574
38 - 45, private, pre-university, married, manual-labour, black, female, *, 57700
38 - 45, private, pre-university, married, manual-labour, black, female, *, 88225
38 - 45, private, pre-university, married, manual-labour, black, female, *, 96420
38 - 45, private, pre-university, married, manual-labour, black, female, *, 76136
38 - 45, private, pre-university, married, manual-labour, black, female, *, 77101
38 - 45, private, pre-university, married, manual-labour, black, female, *, 90068
38 - 45, private, pre-university, married, manual-labour, black, female, *, 75004
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 37630
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 79810
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 49294
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 59270
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 86958
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 80830
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 74936
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 70165
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 66588
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 53135
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 83810
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 37197
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 54318
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 57092
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 70252
46 - 69, private, hs-grad, married, manual-labour, black, female, *, 42772
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 79836
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 73804
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 54225
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 56282
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 75476
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 68998
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 44730
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 90135
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 94381
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 57652
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 85064
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 70406
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 79891
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 83540
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 91042
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 88121
38 - 42, government, pre-university, married-civ-spouse, skilled, white, male, united-states, 39757
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 60666
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 35288
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 68936
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 75767
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 45655
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 46600
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 92966
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 80955
43, government, pre-university, married-civ-spouse, skilled, white, male, *, 62819
44 - 48, government, pre-university, married, skilled, white, male, *, 56912
44 - 48, government, pre-university, married, skilled, white, male, *, 58099
44 - 48, government, pre-university, married, skilled, white, male, *, 51565
44 - 48, government, pre-university, married, skilled, white, male, *, 76634
44 - 48, government, pre-university, married, skilled, white, male, *, 42155
44 - 48, government, pre-university, married, skilled, white, male, *, 59262
44 - 48, government, pre-university, married, skilled, white, male, *, 50109
44 - 48, government, pre-university, married, skilled, white, male, *, 62986
44 - 48, government, pre-university, married, skilled, white, male, *, 50619
44 - 48, government, pre-university, married, skilled, white, male, *, 83868
44 - 48, government, pre-university, married, skilled, white, male, *, 46611
44 - 48, government, pre-university, married, skilled, white, male, *, 63041
44 - 48, government, pre-university, married, skilled, white, male, *, 69928
44 - 48, government, pre-university, married, skilled, white, male, *, 69459
44 - 48, government, pre-university, married, skilled, white, male, *, 35577
44 - 48, government, pre-university, married, skilled, white, male, *, 65884
44 - 48, government, pre-university, married, skilled, white, male, *, 49853
44 - 48, government, pre-university, married, skilled, white, male, *, 73852
44 - 48, government, pre-university, married, skilled, white, male, *, 74026
38 - 42, government, pre-university, married, unskilled, white, male, *, 90635
38 - 42, government, pre-university, married, unskilled, white, male, *, 57632
