17 - 25, *, *, married, *, *, male, *, 76623
20 - 21, *, *, not-married, *, *, female, *, 42555
20 - 21, *, *, not-married, *, *, female, *, 78127
20 - 21, *, *, not-married, *, *, female, *, 76842
20 - 21, *, *, not-married, *, *, female, *, 42347
20 - 21, *, *, not-married, *, *, female, *, 49247
20 - 21, *, *, not-married, *, *, female, *, 76750
20 - 21, *, *, not-married, *, *, female, *, 99054
20 - 21, *, *, not-married, *, *, female, *, 54709
20 - 21, *, *, not-married, *, *, female, *, 51352
20 - 21, *, *, not-married, *, *, female, *, 40748
20 - 21, *, *, not-married, *, *, female, *, 68336
20 - 21, *, *, not-married, *, *, female, *, 76761
20 - 21, *, *, not-married, *, *, female, *, 63467
20 - 21, *, *, not-married, *, *, female, *, 65826
20 - 21, *, *, not-married, *, *, female, *, 73337
20 - 21, *, *, not-married, *, *, female, *, 96763
20 - 21, *, *, not-married, *, *, female, *, 91016
20 - 21, *, *, not-married, *, *, female, *, 59915
20 - 21, *, *, not-married, *, *, female, *, 63573
20 - 21, *, *, not-married, *, *, female, *, 55444
20 - 21, *, *, not-married, *, *, female, *, 60309
20 - 21, *, *, not-married, *, *, female, *, 69921
20 - 21, *, *, not-married, *, *, female, *, 89002
20 - 21, *, *, not-married, *, *, female, *, 76352
20 - 21, *, *, not-married, *, *, female, *, 45319
20 - 21, *, *, not-married, *, *, female, *, 70933
20 - 21, *, *, not-married, *, *, female, *, 96105
20 - 21, *, *, not-married, *, *, female, *, 43280
20 - 21, *, *, not-married, *, *, female, *, 83067
20 - 21, *, *, not-married, *, *, female, *, 80344
20 - 21, *, *, not-married, *, *, female, *, 98844
20 - 21, *, *, not-married, *, *, female, *, 71907
20 - 21, *, *, not-married, *, *, female, *, 69740
20 - 21, *, *, not-married, *, *, female, *, 44982
20 - 21, *, *, not-married, *, *, female, *, 91456
20 - 21, *, *, not-married, *, *, female, *, 71942
20 - 21, *, *, not-married, *, *, female, *, 124540
20 - 21, *, *, not-married, *, *, female, *, 78473
20 - 21, *, *, not-married, *, *, female, *, 89185
20 - 21, *, *, not-married, *, *, female, *, 43062
20 - 21, *, *, not-married, *, *, female, *, 97136
20 - 21, *, *, not-married, *, *, female, *, 100888
20 - 21, *, *, not-married, *, *, female, *, 49499
20 - 21, *, *, not-married, *, *, female, *, 71939
20 - 21, *, *, not-married, *, *, female, *, 74990
20 - 21, *, *, not-married, *, *, female, *, 93861
20 - 21, *, *, not-married, *, *, female, *, 71857
20 - 21, *, *, not-married, *, *, female, *, 40337
20 - 21, *, *, not-married, *, *, female, *, 45669
20 - 21, *, *, not-married, *, *, female, *, 63175
20 - 21, *, *, not-married, *, *, female, *, 94108
20 - 21, *, *, not-married, *, *, female, *, 55442
20 - 21, *, *, not-married, *, *, female, *, 51330
20 - 21, *, *, not-married, *, *, female, *, 45951
20 - 21, *, *, not-married, *, *, female, *, 99879
20 - 21, *, *, not-married, *, *, female, *, 69238
20 - 21, *, *, not-married, *, *, female, *, 80816
20 - 21, *, *, not-married, *, *, female, *, 87839
20 - 21, *, *, not-married, *, *, female, *, 93477
20 - 21, *, *, not-married, *, *, female, *, 45361
20 - 21, *, *, not-married, *, *, female, *, 68733
20 - 21, *, *, not-married, *, *, female, *, 88961
20 - 21, *, *, not-married, *, *, female, *, 58540
20 - 21, *, *, not-married, *, *, female, *, 100839
20 - 21, *, *, not-married, *, *, female, *, 46585
20 - 21, *, *, not-married, *, *, female, *, 41901
20 - 21, *, *, not-married, *, *, female, *, 69163
20 - 21, *, *, not-married, *, *, female, *, 97854
20 - 21, *, *, not-married, *, *, female, *, 52505
20 - 21, *, *, not-married, *, *, female, *, 46213
20 - 21, *, *, not-married, *, *, female, *, 87761
20 - 21, *, *, not-married, *, *, female, *, 69363
20 - 21, *, *, not-married, *, *, female, *, 79428
20 - 21, *, *, not-married, *, *, female, *, 76399
20 - 21, *, *, not-married, *, *, female, *, 45340
20 - 21, *, *, not-married, *, *, female, *, 74117
20 - 21, *, *, not-married, *, *, female, *, 38935
20 - 21, *, *, not-married, *, *, female, *, 92720
20 - 21, *, *, not-married, *, *, female, *, 83032
20 - 21, *, *, not-married, *, *, female, *, 87787
20 - 21, *, *, not-married, *, *, female, *, 67254
20 - 21, *, *, not-married, *, *, female, *, 69539
20 - 21, *, *, not-married, *, *, female, *, 91186
20 - 21, *, *, not-married, *, *, female, *, 135215
20 - 21, *, *, not-married, *, *, female, *, 74974
20 - 21, *, *, not-married, *, *, female, *, 50568
20 - 21, *, *, not-married, *, *, female, *, 57789
20 - 21, *, *, not-married, *, *, female, *, 66651
20 - 21, *, *, not-married, *, *, female, *, 54226
20 - 21, *, *, not-married, *, *, female, *, 54230
20 - 21, *, *, not-married, *, *, female, *, 135831
20 - 21, *, *, not-married, *, *, female, *, 90054
20 - 21, *, *, not-married, *, *, female, *, 122673
20 - 21, *, *, not-married, *, *, female, *, 43365
20 - 21, *, *, not-married, *, *, female, *, 14154
20 - 21, *, *, not-married, *, *, female, *, 49810
20 - 21, *, *, not-married, *, *, female, *, 76597
20 - 21, *, *, not-married, *, *, female, *, 75206
20 - 21, *, *, not-married, *, *, female, *, 44759
20 - 21, *, *, not-married, *, *, female, *, 68953
20 - 21, *, *, not-married, *, *, female, *, 89762
20 - 21, *, *, not-married, *, *, female, *, 88398
20 - 21, *, *, not-married, *, *, female, *, 93883
20 - 21, *, *, not-married, *, *, female, *, 90673
20 - 21, *, *, not-married, *, *, female, *, 57910
20 - 21, *, *, not-married, *, *, female, *, 54907
20 - 21, *, *, not-married, *, *, female, *, 57502
20 - 21, *, *, not-married, *, *, female, *, 60367
20 - 21, *, *, not-married, *, *, female, *, 87837
20 - 21, *, *, not-married, *, *, female, *, 75542
20 - 21, *, *, not-married, *, *, female, *, 44044
20 - 21, *, *, not-married, *, *, female, *, 64073
20 - 21, *, *, not-married, *, *, female, *, 84544
20 - 21, *, *, not-married, *, *, female, *, 62103
20 - 21, *, *, not-married, *, *, female, *, 46030
20 - 21, *, *, not-married, *, *, female, *, 55026
20 - 21, *, *, not-married, *, *, female, *, 94379
20 - 21, *, *, not-married, *, *, female, *, 47934
20 - 21, *, *, not-married, *, *, female, *, 59418
20 - 21, *, *, not-married, *, *, female, *, 71244
20 - 21, *, *, not-married, *, *, female, *, 88438
20 - 21, *, *, not-married, *, *, female, *, 18365
20 - 21, *, *, not-married, *, *, female, *, 52140
20 - 21, *, *, not-married, *, *, female, *, 72396
20 - 21, *, *, not-married, *, *, female, *, 74959
20 - 21, *, *, not-married, *, *, female, *, 69561
20 - 21, *, *, not-married, *, *, female, *, 66026
20 - 21, *, *, not-married, *, *, female, *, 92784
20 - 21, *, *, not-married, *, *, female, *, 88475
20 - 21, *, *, not-married, *, *, female, *, 59169
20 - 21, *, *, not-married, *, *, female, *, 58357
20 - 21, *, *, not-married, *, *, female, *, 55073
20 - 21, *, *, not-married, *, *, female, *, 43521
20 - 21, *, *, not-married, *, *, female, *, 81319
20 - 21, *, *, not-married, *, *, female, *, 38382
20 - 21, *, *, not-married, *, *, female, *, 58131
20 - 21, *, *, not-married, *, *, female, *, 78406
20 - 21, *, *, not-married, *, *, female, *, 87891
20 - 21, *, *, not-married, *, *, female, *, 93416
20 - 21, *, *, not-married, *, *, female, *, 44021
20 - 21, *, *, not-married, *, *, female, *, 75756
20 - 21, *, *, not-married, *, *, female, *, 65147
20 - 21, *, *, not-married, *, *, female, *, 93375
20 - 21, *, *, not-married, *, *, female, *, 98124
20 - 21, *, *, not-married, *, *, female, *, 58376
20 - 21, *, *, not-married, *, *, female, *, 78825
20 - 21, *, *, not-married, *, *, female, *, 61858
20 - 21, *, *, not-married, *, *, female, *, 84312
20 - 21, *, *, not-married, *, *, female, *, 45811
20 - 21, *, *, not-married, *, *, female, *, 64693
20 - 21, *, *, not-married, *, *, female, *, 77221
20 - 21, *, *, not-married, *, *, female, *, 79995
20 - 21, *, *, not-married, *, *, female, *, 55339
20 - 21, *, *, not-married, *, *, female, *, 50259
20 - 21, *, *, not-married, *, *, female, *, 52180
20 - 21, *, *, not-married, *, *, female, *, 77846
20 - 21, *, *, not-married, *, *, female, *, 42178
20 - 21, *, *, not-married, *, *, female, *, 57778
20 - 21, *, *, not-married, *, *, female, *, 66874
20 - 21, *, *, not-married, *, *, female, *, 87049
20 - 21, *, *, not-married, *, *, female, *, 104545
20 - 21, *, *, not-married, *, *, female, *, 52888
20 - 21, *, *, not-married, *, *, female, *, 125260
20 - 21, *, *, not-married, *, *, female, *, 59631
20 - 21, *, *, not-married, *, *, female, *, 69023
20 - 21, *, *, not-married, *, *, female, *, 61292
20 - 21, *, *, not-married, *, *, female, *, 78325
20 - 21, *, *, not-married, *, *, female, *, 62684
20 - 21, *, *, not-married, *, *, female, *, 63084
20 - 21, *, *, not-married, *, *, female, *, 70479
20 - 21, *, *, not-married, *, *, female, *, 135586
20 - 21, *, *, not-married, *, *, female, *, 82932
20 - 21, *, *, not-married, *, *, female, *, 84308
20 - 21, *, *, not-married, *, *, female, *, 61913
20 - 21, *, *, not-married, *, *, female, *, 39370
20 - 21, *, *, not-married, *, *, female, *, 79137
20 - 21, *, *, not-married, *, *, female, *, 86406
20 - 21, *, *, not-married, *, *, female, *, 76063
20 - 21, *, *, not-married, *, *, female, *, 69905
20 - 21, *, *, not-married, *, *, female, *, 52367
20 - 21, *, *, not-married, *, *, female, *, 60789
20 - 21, *, *, not-married, *, *, female, *, 86575
20 - 21, *, *, not-married, *, *, female, *, 55775
20 - 21, *, *, not-married, *, *, female, *, 123794
20 - 21, *, *, not-married, *, *, female, *, 35639
20 - 21, *, *, not-married, *, *, female, *, 60243
20 - 21, *, *, not-married, *, *, female, *, 95858
20 - 21, *, *, not-married, *, *, female, *, 48163
20 - 21, *, *, not-married, *, *, female, *, 44552
20 - 21, *, *, not-married, *, *, female, *, 51588
20 - 21, *, *, not-married, *, *, female, *, 61846
20 - 21, *, *, not-married, *, *, female, *, 93367
20 - 21, *, *, not-married, *, *, female, *, 73048
20 - 21, *, *, not-married, *, *, female, *, 66652
20 - 21, *, *, not-married, *, *, female, *, 60877
20 - 21, *, *, not-married, *, *, female, *, 50727
20 - 21, *, *, not-married, *, *, female, *, 90843
20 - 21, *, *, not-married, *, *, female, *, 94688
20 - 21, *, *, not-married, *, *, female, *, 52113
20 - 21, *, *, not-married, *, *, female, *, 38113
20 - 21, *, *, not-married, *, *, female, *, 83831
20 - 21, *, *, not-married, *, *, female, *, 62018
20 - 21, *, *, not-married, *, *, female, *, 75608
20 - 21, *, *, not-married, *, *, female, *, 64484
20 - 21, *, *, not-married, *, *, female, *, 39881
20 - 21, *, *, not-married, *, *, female, *, 51648
20 - 21, *, *, not-married, *, *, female, *, 98965
20 - 21, *, *, not-married, *, *, female, *, 58610
20 - 21, *, *, not-married, *, *, female, *, 50847
20 - 21, *, *, not-married, *, *, female, *, 56852
20 - 21, *, *, not-married, *, *, female, *, 75570
20 - 21, *, *, not-married, *, *, female, *, 84876
20 - 21, *, *, not-married, *, *, female, *, 51795
20 - 21, *, *, not-married, *, *, female, *, 88901
20 - 21, *, *, not-married, *, *, female, *, 112834
20 - 21, *, *, not-married, *, *, female, *, 59662
20 - 21, *, *, not-married, *, *, female, *, 95508
20 - 21, *, *, not-married, *, *, female, *, 75940
20 - 21, *, *, not-married, *, *, female, *, 76325
20 - 21, *, *, not-married, *, *, female, *, 116023
20 - 21, *, *, not-married, *, *, female, *, 58948
20 - 21, *, *, not-married, *, *, female, *, 95080
20 - 21, *, *, not-married, *, *, female, *, 56851
20 - 21, *, *, not-married, *, *, female, *, 38802
20 - 21, *, *, not-married, *, *, female, *, 38133
20 - 21, *, *, not-married, *, *, female, *, 55353
20 - 21, *, *, not-married, *, *, female, *, 60357
20 - 21, *, *, not-married, *, *, female, *, 74719
20 - 21, *, *, not-married, *, *, female, *, 46960
20 - 21, *, *, not-married, *, *, female, *, 50494
20 - 21, *, *, not-married, *, *, female, *, 86447
20 - 21, *, *, not-married, *, *, female, *, 91504
20 - 21, *, *, not-married, *, *, female, *, 43687
20 - 21, *, *, not-married, *, *, female, *, 91210
20 - 21, *, *, not-married, *, *, female, *, 92244
20 - 21, *, *, not-married, *, *, female, *, 96342
20 - 21, *, *, not-married, *, *, female, *, 71573
20 - 21, *, *, not-married, *, *, female, *, 68954
20 - 21, *, *, not-married, *, *, female, *, 54806
20 - 21, *, *, not-married, *, *, female, *, 36977
20 - 21, *, *, not-married, *, *, female, *, 138940
20 - 21, *, *, not-married, *, *, female, *, 68703
20 - 21, *, *, not-married, *, *, female, *, 55665
20 - 21, *, *, not-married, *, *, female, *, 117248
20 - 21, *, *, not-married, *, *, female, *, 46477
20 - 21, *, *, not-married, *, *, female, *, 99503
20 - 21, *, *, not-married, *, *, female, *, 75930
20 - 21, *, *, not-married, *, *, female, *, 58099
20 - 21, *, *, not-married, *, *, female, *, 90937
20 - 21, *, *, not-married, *, *, female, *, 43919
20 - 21, *, *, not-married, *, *, female, *, 73445
20 - 21, *, *, not-married, *, *, female, *, 94636
20 - 21, *, *, not-married, *, *, female, *, 92516
20 - 21, *, *, not-married, *, *, female, *, 71885
20 - 21, *, *, not-married, *, *, female, *, 63593
20 - 21, *, *, not-married, *, *, female, *, 87469
20 - 21, *, *, not-married, *, *, female, *, 62700
20 - 21, *, *, not-married, *, *, female, *, 56915
20 - 21, *, *, not-married, *, *, female, *, 50329
20 - 21, *, *, not-married, *, *, female, *, 91637
20 - 21, *, *, not-married, *, *, female, *, 91850
20 - 21, *, *, not-married, *, *, female, *, 92159
20 - 21, *, *, not-married, *, *, female, *, 57959
20 - 21, *, *, not-married, *, *, female, *, 91939
20 - 21, *, *, not-married, *, *, female, *, 105373
20 - 21, *, *, not-married, *, *, female, *, 78777
20 - 21, *, *, not-married, *, *, female, *, 74450
20 - 21, *, *, not-married, *, *, female, *, 74854
20 - 21, *, *, not-married, *, *, female, *, 46228
20 - 21, *, *, not-married, *, *, female, *, 93999
20 - 21, *, *, not-married, *, *, female, *, 52021
20 - 21, *, *, not-married, *, *, female, *, 72990
20 - 21, *, *, not-married, *, *, female, *, 92922
20 - 21, *, *, not-married, *, *, female, *, 47454
20 - 21, *, *, not-married, *, *, female, *, 83735
20 - 21, *, *, not-married, *, *, female, *, 50100
20 - 21, *, *, not-married, *, *, female, *, 65149
20 - 21, *, *, not-married, *, *, female, *, 75327
20 - 21, *, *, not-married, *, *, female, *, 42952
20 - 21, *, *, not-married, *, *, female, *, 33567
20 - 21, *, *, not-married, *, *, female, *, 81534
20 - 21, *, *, not-married, *, *, female, *, 57747
20 - 21, *, *, not-married, *, *, female, *, 90945
20 - 21, *, *, not-married, *, *, female, *, 48551
20 - 21, *, *, not-married, *, *, female, *, 72874
20 - 21, *, *, not-married, *, *, female, *, 86049
20 - 21, *, *, not-married, *, *, female, *, 58800
20 - 21, *, *, not-married, *, *, female, *, 42532
20 - 21, *, *, not-married, *, *, female, *, 81568
20 - 21, *, *, not-married, *, *, female, *, 90081
20 - 21, *, *, not-married, *, *, female, *, 66609
20 - 21, *, *, not-married, *, *, female, *, 73728
20 - 21, *, *, not-married, *, *, female, *, 54281
20 - 21, *, *, not-married, *, *, female, *, 62733
20 - 21, *, *, not-married, *, *, female, *, 80012
20 - 21, *, *, not-married, *, *, female, *, 50731
20 - 21, *, *, not-married, *, *, female, *, 70543
20 - 21, *, *, not-married, *, *, female, *, 44904
20 - 21, *, *, not-married, *, *, female, *, 72572
20 - 21, *, *, not-married, *, *, female, *, 65611
20 - 21, *, *, not-married, *, *, female, *, 98440
20 - 21, *, *, not-married, *, *, female, *, 53529
20 - 21, *, *, not-married, *, *, female, *, 38282
20 - 21, *, *, not-married, *, *, female, *, 86385
20 - 21, *, *, not-married, *, *, female, *, 74387
20 - 21, *, *, not-married, *, *, female, *, 45604
20 - 21, *, *, not-married, *, *, female, *, 97790
20 - 21, *, *, not-married, *, *, female, *, 40804
20 - 21, *, *, not-married, *, *, female, *, 60758
20 - 21, *, *, not-married, *, *, female, *, 62313
20 - 21, *, *, not-married, *, *, female, *, 55629
20 - 21, *, *, not-married, *, *, female, *, 81247
20 - 21, *, *, not-married, *, *, female, *, 82689
20 - 21, *, *, not-married, *, *, female, *, 96597
20 - 21, *, *, not-married, *, *, female, *, 54212
20 - 21, *, *, not-married, *, *, female, *, 39008
20 - 21, *, *, not-married, *, *, female, *, 70659
20 - 21, *, *, not-married, *, *, female, *, 44858
20 - 21, *, *, not-married, *, *, female, *, 46348
20 - 21, *, *, not-married, *, *, female, *, 62544
20 - 21, *, *, not-married, *, *, female, *, 36140
20 - 21, *, *, not-married, *, *, female, *, 41566
20 - 21, *, *, not-married, *, *, female, *, 55820
20 - 21, *, *, not-married, *, *, female, *, 57065
20 - 21, *, *, not-married, *, *, female, *, 68237
20 - 21, *, *, not-married, *, *, female, *, 76334
20 - 21, *, *, not-married, *, *, female, *, 74526
20 - 21, *, *, not-married, *, *, female, *, 92155
20 - 21, *, *, not-married, *, *, female, *, 80014
20 - 21, *, *, not-married, *, *, female, *, 61285
20 - 21, *, *, not-married, *, *, female, *, 46449
20 - 21, *, *, not-married, *, *, female, *, 61668
20 - 21, *, *, not-married, *, *, female, *, 39862
20 - 21, *, *, not-married, *, *, female, *, 35167
20 - 21, *, *, not-married, *, *, female, *, 76511
20 - 21, *, *, not-married, *, *, female, *, 89531
20 - 21, *, *, not-married, *, *, female, *, 89318
20 - 21, *, *, not-married, *, *, female, *, 66004
20 - 21, *, *, not-married, *, *, female, *, 98043
20 - 21, *, *, not-married, *, *, female, *, 72988
20 - 21, *, *, not-married, *, *, female, *, 45476
20 - 21, *, *, not-married, *, *, female, *, 79225
20 - 21, *, *, not-married, *, *, female, *, 103865
20 - 21, *, *, not-married, *, *, female, *, 67860
20 - 21, *, *, not-married, *, *, female, *, 49942
20 - 21, *, *, not-married, *, *, female, *, 82982
20 - 21, *, *, not-married, *, *, female, *, 93385
20 - 21, *, *, not-married, *, *, female, *, 54846
20 - 21, *, *, not-married, *, *, female, *, 56179
20 - 21, *, *, not-married, *, *, female, *, 60357
20 - 21, *, *, not-married, *, *, female, *, 75687
20 - 21, *, *, not-married, *, *, female, *, 85846
20 - 21, *, *, not-married, *, *, female, *, 49985
20 - 21, *, *, not-married, *, *, female, *, 67914
20 - 21, *, *, not-married, *, *, female, *, 51656
20 - 21, *, *, not-married, *, *, female, *, 92940
20 - 21, *, *, not-married, *, *, female, *, 55466
20 - 21, *, *, not-married, *, *, female, *, 51754
20 - 21, *, *, not-married, *, *, female, *, 82152
20 - 21, *, *, not-married, *, *, female, *, 69784
20 - 21, *, *, not-married, *, *, female, *, 58090
20 - 21, *, *, not-married, *, *, female, *, 57255
20 - 21, *, *, not-married, *, *, female, *, 56383
20 - 21, *, *, not-married, *, *, female, *, 58969
20 - 21, *, *, not-married, *, *, female, *, 84466
20 - 21, *, *, not-married, *, *, female, *, 78936
20 - 21, *, *, not-married, *, *, female, *, 68279
20 - 21, *, *, not-married, *, *, female, *, 97692
20 - 21, *, *, not-married, *, *, female, *, 87291
20 - 21, *, *, not-married, *, *, female, *, 55358
20 - 21, *, *, not-married, *, *, female, *, 55854
20 - 21, *, *, not-married, *, *, female, *, 62067
20 - 21, *, *, not-married, *, *, female, *, 94703
20 - 21, *, *, not-married, *, *, female, *, 97662
20 - 21, *, *, not-married, *, *, female, *, 71361
20 - 21, *, *, not-married, *, *, female, *, 92797
20 - 21, *, *, not-married, *, *, female, *, 70217
20 - 21, *, *, not-married, *, *, female, *, 126351
20 - 21, *, *, not-married, *, *, female, *, 45029
20 - 21, *, *, not-married, *, *, female, *, 46306
20 - 21, *, *, not-married, *, *, female, *, 48003
20 - 21, *, *, not-married, *, *, female, *, 84550
20 - 21, *, *, not-married, *, *, female, *, 78582
20 - 21, *, *, not-married, *, *, female, *, 58616
20 - 21, *, *, not-married, *, *, female, *, 48972
20 - 21, *, *, not-married, *, *, female, *, 51154
20 - 21, *, *, not-married, *, *, female, *, 65716
20 - 21, *, *, not-married, *, *, female, *, 97610
20 - 21, *, *, not-married, *, *, female, *, 45115
20 - 21, *, *, not-married, *, *, female, *, 56888
20 - 21, *, *, not-married, *, *, female, *, 41480
20 - 21, *, *, not-married, *, *, female, *, 65657
20 - 21, *, *, not-married, *, *, female, *, 81079
20 - 21, *, *, not-married, *, *, female, *, 67144
20 - 21, *, *, not-married, *, *, female, *, 90057
20 - 21, *, *, not-married, *, *, female, *, 43704
20 - 21, *, *, not-married, *, *, female, *, 90228
20 - 21, *, *, not-married, *, *, female, *, 66915
20 - 21, *, *, not-married, *, *, female, *, 53491
20 - 21, *, *, not-married, *, *, female, *, 61675
20 - 21, *, *, not-married, *, *, female, *, 53185
20 - 21, *, *, not-married, *, *, female, *, 83834
20 - 21, *, *, not-married, *, *, female, *, 80537
20 - 21, *, *, not-married, *, *, female, *, 72400
20 - 21, *, *, not-married, *, *, female, *, 93595
20 - 21, *, *, not-married, *, *, female, *, 56590
20 - 21, *, *, not-married, *, *, female, *, 71271
20 - 21, *, *, not-married, *, *, female, *, 74988
20 - 21, *, *, not-married, *, *, female, *, 82545
20 - 21, *, *, not-married, *, *, female, *, 83340
20 - 21, *, *, not-married, *, *, female, *, 46447
20 - 21, *, *, not-married, *, *, female, *, 119538
20 - 21, *, *, not-married, *, *, female, *, 84370
20 - 21, *, *, not-married, *, *, female, *, 49555
20 - 21, *, *, not-married, *, *, female, *, 46458
20 - 21, *, *, not-married, *, *, female, *, 67596
20 - 21, *, *, not-married, *, *, female, *, 45125
20 - 21, *, *, not-married, *, *, female, *, 73799
20 - 21, *, *, not-married, *, *, female, *, 117709
20 - 21, *, *, not-married, *, *, female, *, 72532
20 - 21, *, *, not-married, *, *, female, *, 91862
20 - 21, *, *, not-married, *, *, female, *, 48359
20 - 21, *, *, not-married, *, *, female, *, 43083
20 - 21, *, *, not-married, *, *, female, *, 68984
20 - 21, *, *, not-married, *, *, female, *, 68805
20 - 21, *, *, not-married, *, *, female, *, 45436
20 - 21, *, *, not-married, *, *, female, *, 72757
22 - 23, *, *, not-married, *, *, female, *, 123224
22 - 23, *, *, not-married, *, *, female, *, 75078
22 - 23, *, *, not-married, *, *, female, *, 72612
22 - 23, *, *, not-married, *, *, female, *, 75294
22 - 23, *, *, not-married, *, *, female, *, 103214
22 - 23, *, *, not-married, *, *, female, *, 46211
22 - 23, *, *, not-married, *, *, female, *, 86412
22 - 23, *, *, not-married, *, *, female, *, 58015
22 - 23, *, *, not-married, *, *, female, *, 41413
22 - 23, *, *, not-married, *, *, female, *, 15513
22 - 23, *, *, not-married, *, *, female, *, 49244
22 - 23, *, *, not-married, *, *, female, *, 56045
22 - 23, *, *, not-married, *, *, female, *, 73072
22 - 23, *, *, not-married, *, *, female, *, 7564
22 - 23, *, *, not-married, *, *, female, *, 59271
22 - 23, *, *, not-married, *, *, female, *, 72874
22 - 23, *, *, not-married, *, *, female, *, 97779
22 - 23, *, *, not-married, *, *, female, *, 91345
22 - 23, *, *, not-married, *, *, female, *, 88130
22 - 23, *, *, not-married, *, *, female, *, 66542
22 - 23, *, *, not-married, *, *, female, *, 122098
22 - 23, *, *, not-married, *, *, female, *, 60319
22 - 23, *, *, not-married, *, *, female, *, 56132
22 - 23, *, *, not-married, *, *, female, *, 43411
22 - 23, *, *, not-married, *, *, female, *, 83073
22 - 23, *, *, not-married, *, *, female, *, 68619
22 - 23, *, *, not-married, *, *, female, *, 99963
22 - 23, *, *, not-married, *, *, female, *, 57350
22 - 23, *, *, not-married, *, *, female, *, 16058
22 - 23, *, *, not-married, *, *, female, *, 17952
22 - 23, *, *, not-married, *, *, female, *, 53283
22 - 23, *, *, not-married, *, *, female, *, 15323
22 - 23, *, *, not-married, *, *, female, *, 39099
22 - 23, *, *, not-married, *, *, female, *, 40168
22 - 23, *, *, not-married, *, *, female, *, 46784
22 - 23, *, *, not-married, *, *, female, *, 44985
22 - 23, *, *, not-married, *, *, female, *, 51668
22 - 23, *, *, not-married, *, *, female, *, 36141
22 - 23, *, *, not-married, *, *, female, *, 5511
22 - 23, *, *, not-married, *, *, female, *, 44410
22 - 23, *, *, not-married, *, *, female, *, 65648
22 - 23, *, *, not-married, *, *, female, *, 54207
22 - 23, *, *, not-married, *, *, female, *, 80964
22 - 23, *, *, not-married, *, *, female, *, 97123
22 - 23, *, *, not-married, *, *, female, *, 62761
22 - 23, *, *, not-married, *, *, female, *, 58558
22 - 23, *, *, not-married, *, *, female, *, 84172
22 - 23, *, *, not-married, *, *, female, *, 59601
22 - 23, *, *, not-married, *, *, female, *, 46046
22 - 23, *, *, not-married, *, *, female, *, 95487
22 - 23, *, *, not-married, *, *, female, *, 75498
22 - 23, *, *, not-married, *, *, female, *, 95898
22 - 23, *, *, not-married, *, *, female, *, 55207
22 - 23, *, *, not-married, *, *, female, *, 63114
22 - 23, *, *, not-married, *, *, female, *, 67287
22 - 23, *, *, not-married, *, *, female, *, 78984
22 - 23, *, *, not-married, *, *, female, *, 87139
22 - 23, *, *, not-married, *, *, female, *, 83213
22 - 23, *, *, not-married, *, *, female, *, 97760
22 - 23, *, *, not-married, *, *, female, *, 82206
22 - 23, *, *, not-married, *, *, female, *, 43521
22 - 23, *, *, not-married, *, *, female, *, 54288
22 - 23, *, *, not-married, *, *, female, *, 87117
22 - 23, *, *, not-married, *, *, female, *, 42444
22 - 23, *, *, not-married, *, *, female, *, 85829
22 - 23, *, *, not-married, *, *, female, *, 55154
22 - 23, *, *, not-married, *, *, female, *, 86031
22 - 23, *, *, not-married, *, *, female, *, 83334
22 - 23, *, *, not-married, *, *, female, *, 44800
22 - 23, *, *, not-married, *, *, female, *, 66285
22 - 23, *, *, not-married, *, *, female, *, 77927
22 - 23, *, *, not-married, *, *, female, *, 44241
22 - 23, *, *, not-married, *, *, female, *, 41428
22 - 23, *, *, not-married, *, *, female, *, 110589
22 - 23, *, *, not-married, *, *, female, *, 78726
22 - 23, *, *, not-married, *, *, female, *, 46664
22 - 23, *, *, not-married, *, *, female, *, 96526
22 - 23, *, *, not-married, *, *, female, *, 41890
22 - 23, *, *, not-married, *, *, female, *, 64326
22 - 23, *, *, not-married, *, *, female, *, 67332
22 - 23, *, *, not-married, *, *, female, *, 57068
22 - 23, *, *, not-married, *, *, female, *, 78624
22 - 23, *, *, not-married, *, *, female, *, 47377
22 - 23, *, *, not-married, *, *, female, *, 54454
22 - 23, *, *, not-married, *, *, female, *, 80800
22 - 23, *, *, not-married, *, *, female, *, 92004
22 - 23, *, *, not-married, *, *, female, *, 55712
22 - 23, *, *, not-married, *, *, female, *, 70035
22 - 23, *, *, not-married, *, *, female, *, 73200
22 - 23, *, *, not-married, *, *, female, *, 74684
22 - 23, *, *, not-married, *, *, female, *, 80342
22 - 23, *, *, not-married, *, *, female, *, 39131
22 - 23, *, *, not-married, *, *, female, *, 46857
22 - 23, *, *, not-married, *, *, female, *, 48226
22 - 23, *, *, not-married, *, *, female, *, 64765
22 - 23, *, *, not-married, *, *, female, *, 44785
22 - 23, *, *, not-married, *, *, female, *, 88807
22 - 23, *, *, not-married, *, *, female, *, 84340
22 - 23, *, *, not-married, *, *, female, *, 50565
22 - 23, *, *, not-married, *, *, female, *, 46057
22 - 23, *, *, not-married, *, *, female, *, 98355
22 - 23, *, *, not-married, *, *, female, *, 85835
22 - 23, *, *, not-married, *, *, female, *, 63344
22 - 23, *, *, not-married, *, *, female, *, 66334
22 - 23, *, *, not-married, *, *, female, *, 62298
22 - 23, *, *, not-married, *, *, female, *, 50774
22 - 23, *, *, not-married, *, *, female, *, 53515
22 - 23, *, *, not-married, *, *, female, *, 41287
22 - 23, *, *, not-married, *, *, female, *, 60480
22 - 23, *, *, not-married, *, *, female, *, 93415
